,index,#,Name,Generation,Rarity,Evolves_from,Has_gender_diff,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Variant,Varieties,sprite_url
564,571,466,Electivire,4,Common,Electabuzz,False,Electric,,540,75,123,67,95,85,95,,"[{'is_default': True, 'pokemon': {'name': 'electivire', 'url': 'https://pokeapi.co/api/v2/pokemon/466/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/electivire.png
565,572,467,Magmortar,4,Common,Magmar,False,Fire,,540,75,95,67,125,95,83,,"[{'is_default': True, 'pokemon': {'name': 'magmortar', 'url': 'https://pokeapi.co/api/v2/pokemon/467/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/magmortar.png
566,573,468,Togekiss,4,Common,Togetic,False,Fairy,Flying,545,85,50,95,120,115,80,,"[{'is_default': True, 'pokemon': {'name': 'togekiss', 'url': 'https://pokeapi.co/api/v2/pokemon/468/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/togekiss.png
567,574,469,Yanmega,4,Common,Yanma,False,Bug,Flying,515,86,76,86,116,56,95,,"[{'is_default': True, 'pokemon': {'name': 'yanmega', 'url': 'https://pokeapi.co/api/v2/pokemon/469/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/yanmega.png
568,575,470,Leafeon,4,Common,Eevee,False,Grass,,525,65,110,130,60,65,95,,"[{'is_default': True, 'pokemon': {'name': 'leafeon', 'url': 'https://pokeapi.co/api/v2/pokemon/470/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/leafeon.png
569,576,471,Glaceon,4,Common,Eevee,False,Ice,,525,65,60,110,130,95,65,,"[{'is_default': True, 'pokemon': {'name': 'glaceon', 'url': 'https://pokeapi.co/api/v2/pokemon/471/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/glaceon.png
570,577,472,Gliscor,4,Common,Gligar,False,Ground,Flying,510,75,95,125,45,75,95,,"[{'is_default': True, 'pokemon': {'name': 'gliscor', 'url': 'https://pokeapi.co/api/v2/pokemon/472/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/gliscor.png
571,578,473,Mamoswine,4,Common,Piloswine,True,Ice,Ground,530,110,130,80,70,60,80,,"[{'is_default': True, 'pokemon': {'name': 'mamoswine', 'url': 'https://pokeapi.co/api/v2/pokemon/473/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png
572,579,474,Porygon-Z,4,Common,Porygon2,False,Normal,,535,85,80,70,135,75,90,,"[{'is_default': True, 'pokemon': {'name': 'porygon-z', 'url': 'https://pokeapi.co/api/v2/pokemon/474/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png
573,580,475,Gallade,4,Common,Kirlia,False,Psychic,Fighting,518,68,125,65,65,115,80,,"[{'is_default': True, 'pokemon': {'name': 'gallade', 'url': 'https://pokeapi.co/api/v2/pokemon/475/'}}, {'is_default': False, 'pokemon': {'name': 'gallade-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10068/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png
574,581,475,Gallade,4,Common,Kirlia,False,Psychic,Fighting,618,68,165,95,65,115,110,Mega Gallade,"[{'is_default': True, 'pokemon': {'name': 'gallade', 'url': 'https://pokeapi.co/api/v2/pokemon/475/'}}, {'is_default': False, 'pokemon': {'name': 'gallade-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10068/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png
575,582,476,Probopass,4,Common,Nosepass,False,Rock,Steel,525,60,55,145,75,150,40,,"[{'is_default': True, 'pokemon': {'name': 'probopass', 'url': 'https://pokeapi.co/api/v2/pokemon/476/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png
576,583,477,Dusknoir,4,Common,Dusclops,False,Ghost,,525,45,100,135,65,135,45,,"[{'is_default': True, 'pokemon': {'name': 'dusknoir', 'url': 'https://pokeapi.co/api/v2/pokemon/477/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png
577,584,478,Froslass,4,Common,Snorunt,False,Ice,Ghost,480,70,80,70,80,70,110,,"[{'is_default': True, 'pokemon': {'name': 'froslass', 'url': 'https://pokeapi.co/api/v2/pokemon/478/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png
578,585,479,Rotom,4,Common,,False,Electric,Ghost,440,50,50,77,95,77,91,,"[{'is_default': True, 'pokemon': {'name': 'rotom', 'url': 'https://pokeapi.co/api/v2/pokemon/479/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-heat', 'url': 'https://pokeapi.co/api/v2/pokemon/10008/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-wash', 'url': 'https://pokeapi.co/api/v2/pokemon/10009/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-frost', 'url': 'https://pokeapi.co/api/v2/pokemon/10010/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-fan', 'url': 'https://pokeapi.co/api/v2/pokemon/10011/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-mow', 'url': 'https://pokeapi.co/api/v2/pokemon/10012/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png
579,586,479,Rotom,4,Common,,False,Electric,Fire,520,50,65,107,105,107,86,Heat Rotom,"[{'is_default': True, 'pokemon': {'name': 'rotom', 'url': 'https://pokeapi.co/api/v2/pokemon/479/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-heat', 'url': 'https://pokeapi.co/api/v2/pokemon/10008/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-wash', 'url': 'https://pokeapi.co/api/v2/pokemon/10009/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-frost', 'url': 'https://pokeapi.co/api/v2/pokemon/10010/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-fan', 'url': 'https://pokeapi.co/api/v2/pokemon/10011/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-mow', 'url': 'https://pokeapi.co/api/v2/pokemon/10012/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png
580,587,479,Rotom,4,Common,,False,Electric,Water,520,50,65,107,105,107,86,Wash Rotom,"[{'is_default': True, 'pokemon': {'name': 'rotom', 'url': 'https://pokeapi.co/api/v2/pokemon/479/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-heat', 'url': 'https://pokeapi.co/api/v2/pokemon/10008/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-wash', 'url': 'https://pokeapi.co/api/v2/pokemon/10009/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-frost', 'url': 'https://pokeapi.co/api/v2/pokemon/10010/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-fan', 'url': 'https://pokeapi.co/api/v2/pokemon/10011/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-mow', 'url': 'https://pokeapi.co/api/v2/pokemon/10012/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png
581,588,479,Rotom,4,Common,,False,Electric,Ice,520,50,65,107,105,107,86,Frost Rotom,"[{'is_default': True, 'pokemon': {'name': 'rotom', 'url': 'https://pokeapi.co/api/v2/pokemon/479/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-heat', 'url': 'https://pokeapi.co/api/v2/pokemon/10008/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-wash', 'url': 'https://pokeapi.co/api/v2/pokemon/10009/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-frost', 'url': 'https://pokeapi.co/api/v2/pokemon/10010/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-fan', 'url': 'https://pokeapi.co/api/v2/pokemon/10011/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-mow', 'url': 'https://pokeapi.co/api/v2/pokemon/10012/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png
582,589,479,Rotom,4,Common,,False,Electric,Flying,520,50,65,107,105,107,86,Fan Rotom,"[{'is_default': True, 'pokemon': {'name': 'rotom', 'url': 'https://pokeapi.co/api/v2/pokemon/479/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-heat', 'url': 'https://pokeapi.co/api/v2/pokemon/10008/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-wash', 'url': 'https://pokeapi.co/api/v2/pokemon/10009/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-frost', 'url': 'https://pokeapi.co/api/v2/pokemon/10010/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-fan', 'url': 'https://pokeapi.co/api/v2/pokemon/10011/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-mow', 'url': 'https://pokeapi.co/api/v2/pokemon/10012/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png
583,590,479,Rotom,4,Common,,False,Electric,Grass,520,50,65,107,105,107,86,Mow Rotom,"[{'is_default': True, 'pokemon': {'name': 'rotom', 'url': 'https://pokeapi.co/api/v2/pokemon/479/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-heat', 'url': 'https://pokeapi.co/api/v2/pokemon/10008/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-wash', 'url': 'https://pokeapi.co/api/v2/pokemon/10009/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-frost', 'url': 'https://pokeapi.co/api/v2/pokemon/10010/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-fan', 'url': 'https://pokeapi.co/api/v2/pokemon/10011/'}}, {'is_default': False, 'pokemon': {'name': 'rotom-mow', 'url': 'https://pokeapi.co/api/v2/pokemon/10012/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png
584,591,480,Uxie,4,Legendary,,False,Psychic,,580,75,75,130,75,130,95,,"[{'is_default': True, 'pokemon': {'name': 'uxie', 'url': 'https://pokeapi.co/api/v2/pokemon/480/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png
585,592,481,Mesprit,4,Legendary,,False,Psychic,,580,80,105,105,105,105,80,,"[{'is_default': True, 'pokemon': {'name': 'mesprit', 'url': 'https://pokeapi.co/api/v2/pokemon/481/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png
586,593,482,Azelf,4,Legendary,,False,Psychic,,580,75,125,70,125,70,115,,"[{'is_default': True, 'pokemon': {'name': 'azelf', 'url': 'https://pokeapi.co/api/v2/pokemon/482/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png
587,594,483,Dialga,4,Legendary,,False,Steel,Dragon,680,100,120,120,150,100,90,,"[{'is_default': True, 'pokemon': {'name': 'dialga', 'url': 'https://pokeapi.co/api/v2/pokemon/483/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png
588,595,483,Dialga,4,Legendary,,False,Steel,Dragon,680,100,100,120,150,120,90,Origin Forme,"[{'is_default': True, 'pokemon': {'name': 'dialga', 'url': 'https://pokeapi.co/api/v2/pokemon/483/'}}]",https://img.pokemondb.net/s.png
589,596,484,Palkia,4,Legendary,,False,Water,Dragon,680,90,120,100,150,120,100,,"[{'is_default': True, 'pokemon': {'name': 'palkia', 'url': 'https://pokeapi.co/api/v2/pokemon/484/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png
590,597,484,Palkia,4,Legendary,,False,Water,Dragon,680,90,100,100,150,120,120,Origin Forme,"[{'is_default': True, 'pokemon': {'name': 'palkia', 'url': 'https://pokeapi.co/api/v2/pokemon/484/'}}]",https://img.pokemondb.net/s.png
591,598,485,Heatran,4,Legendary,,False,Fire,Steel,600,91,90,106,130,106,77,,"[{'is_default': True, 'pokemon': {'name': 'heatran', 'url': 'https://pokeapi.co/api/v2/pokemon/485/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png
592,599,486,Regigigas,4,Legendary,,False,Normal,,670,110,160,110,80,110,100,,"[{'is_default': True, 'pokemon': {'name': 'regigigas', 'url': 'https://pokeapi.co/api/v2/pokemon/486/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png
593,600,487,Giratina,4,Legendary,,False,Ghost,Dragon,680,150,100,120,100,120,90,Altered Forme,"[{'is_default': True, 'pokemon': {'name': 'giratina-altered', 'url': 'https://pokeapi.co/api/v2/pokemon/487/'}}, {'is_default': False, 'pokemon': {'name': 'giratina-origin', 'url': 'https://pokeapi.co/api/v2/pokemon/10007/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png
594,601,487,Giratina,4,Legendary,,False,Ghost,Dragon,680,150,120,100,120,100,90,Origin Forme,"[{'is_default': True, 'pokemon': {'name': 'giratina-altered', 'url': 'https://pokeapi.co/api/v2/pokemon/487/'}}, {'is_default': False, 'pokemon': {'name': 'giratina-origin', 'url': 'https://pokeapi.co/api/v2/pokemon/10007/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png
595,602,488,Cresselia,4,Legendary,,False,Psychic,,600,120,70,120,75,130,85,,"[{'is_default': True, 'pokemon': {'name': 'cresselia', 'url': 'https://pokeapi.co/api/v2/pokemon/488/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png
596,603,489,Phione,4,Mythical,,False,Water,,480,80,80,80,80,80,80,,"[{'is_default': True, 'pokemon': {'name': 'phione', 'url': 'https://pokeapi.co/api/v2/pokemon/489/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/phione.png
597,604,490,Manaphy,4,Mythical,,False,Water,,600,100,100,100,100,100,100,,"[{'is_default': True, 'pokemon': {'name': 'manaphy', 'url': 'https://pokeapi.co/api/v2/pokemon/490/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png
598,605,491,Darkrai,4,Mythical,,False,Dark,,600,70,90,90,135,90,125,,"[{'is_default': True, 'pokemon': {'name': 'darkrai', 'url': 'https://pokeapi.co/api/v2/pokemon/491/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png
599,606,492,Shaymin,4,Mythical,,False,Grass,,600,100,100,100,100,100,100,Land Forme,"[{'is_default': True, 'pokemon': {'name': 'shaymin-land', 'url': 'https://pokeapi.co/api/v2/pokemon/492/'}}, {'is_default': False, 'pokemon': {'name': 'shaymin-sky', 'url': 'https://pokeapi.co/api/v2/pokemon/10006/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png
600,607,492,Shaymin,4,Mythical,,False,Grass,Flying,600,100,103,75,120,75,127,Sky Forme,"[{'is_default': True, 'pokemon': {'name': 'shaymin-land', 'url': 'https://pokeapi.co/api/v2/pokemon/492/'}}, {'is_default': False, 'pokemon': {'name': 'shaymin-sky', 'url': 'https://pokeapi.co/api/v2/pokemon/10006/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png
601,608,493,Arceus,4,Mythical,,False,Normal,,720,120,120,120,120,120,120,,"[{'is_default': True, 'pokemon': {'name': 'arceus', 'url': 'https://pokeapi.co/api/v2/pokemon/493/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png
602,609,494,Victini,5,Mythical,,False,Psychic,Fire,600,100,100,100,100,100,100,,"[{'is_default': True, 'pokemon': {'name': 'victini', 'url': 'https://pokeapi.co/api/v2/pokemon/494/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/victini.png
603,610,495,Snivy,5,Common,,False,Grass,,308,45,45,55,45,55,63,,"[{'is_default': True, 'pokemon': {'name': 'snivy', 'url': 'https://pokeapi.co/api/v2/pokemon/495/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png
604,611,496,Servine,5,Common,Snivy,False,Grass,,413,60,60,75,60,75,83,,"[{'is_default': True, 'pokemon': {'name': 'servine', 'url': 'https://pokeapi.co/api/v2/pokemon/496/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/servine.png
605,612,497,Serperior,5,Common,Servine,False,Grass,,528,75,75,95,75,95,113,,"[{'is_default': True, 'pokemon': {'name': 'serperior', 'url': 'https://pokeapi.co/api/v2/pokemon/497/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png
606,613,498,Tepig,5,Common,,False,Fire,,308,65,63,45,45,45,45,,"[{'is_default': True, 'pokemon': {'name': 'tepig', 'url': 'https://pokeapi.co/api/v2/pokemon/498/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png
607,614,499,Pignite,5,Common,Tepig,False,Fire,Fighting,418,90,93,55,70,55,55,,"[{'is_default': True, 'pokemon': {'name': 'pignite', 'url': 'https://pokeapi.co/api/v2/pokemon/499/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png
608,615,500,Emboar,5,Common,Pignite,False,Fire,Fighting,528,110,123,65,100,65,65,,"[{'is_default': True, 'pokemon': {'name': 'emboar', 'url': 'https://pokeapi.co/api/v2/pokemon/500/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png
609,616,501,Oshawott,5,Common,,False,Water,,308,55,55,45,63,45,45,,"[{'is_default': True, 'pokemon': {'name': 'oshawott', 'url': 'https://pokeapi.co/api/v2/pokemon/501/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png
610,617,502,Dewott,5,Common,Oshawott,False,Water,,413,75,75,60,83,60,60,,"[{'is_default': True, 'pokemon': {'name': 'dewott', 'url': 'https://pokeapi.co/api/v2/pokemon/502/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png
611,618,503,Samurott,5,Common,Dewott,False,Water,,528,95,100,85,108,70,70,,"[{'is_default': True, 'pokemon': {'name': 'samurott', 'url': 'https://pokeapi.co/api/v2/pokemon/503/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png
612,619,503,Samurott,5,Common,Dewott,False,Water,Dark,528,90,108,80,100,65,85,Hisuian Samurott,"[{'is_default': True, 'pokemon': {'name': 'samurott', 'url': 'https://pokeapi.co/api/v2/pokemon/503/'}}]",https://img.pokemondb.net/s.png
613,620,504,Patrat,5,Common,,False,Normal,,255,45,55,39,35,39,42,,"[{'is_default': True, 'pokemon': {'name': 'patrat', 'url': 'https://pokeapi.co/api/v2/pokemon/504/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png
614,621,505,Watchog,5,Common,Patrat,False,Normal,,420,60,85,69,60,69,77,,"[{'is_default': True, 'pokemon': {'name': 'watchog', 'url': 'https://pokeapi.co/api/v2/pokemon/505/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png
615,622,506,Lillipup,5,Common,,False,Normal,,275,45,60,45,25,45,55,,"[{'is_default': True, 'pokemon': {'name': 'lillipup', 'url': 'https://pokeapi.co/api/v2/pokemon/506/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png
616,623,507,Herdier,5,Common,Lillipup,False,Normal,,370,65,80,65,35,65,60,,"[{'is_default': True, 'pokemon': {'name': 'herdier', 'url': 'https://pokeapi.co/api/v2/pokemon/507/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png
617,624,508,Stoutland,5,Common,Herdier,False,Normal,,500,85,110,90,45,90,80,,"[{'is_default': True, 'pokemon': {'name': 'stoutland', 'url': 'https://pokeapi.co/api/v2/pokemon/508/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png
618,625,509,Purrloin,5,Common,,False,Dark,,281,41,50,37,50,37,66,,"[{'is_default': True, 'pokemon': {'name': 'purrloin', 'url': 'https://pokeapi.co/api/v2/pokemon/509/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png
619,626,510,Liepard,5,Common,Purrloin,False,Dark,,446,64,88,50,88,50,106,,"[{'is_default': True, 'pokemon': {'name': 'liepard', 'url': 'https://pokeapi.co/api/v2/pokemon/510/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png
620,627,511,Pansage,5,Common,,False,Grass,,316,50,53,48,53,48,64,,"[{'is_default': True, 'pokemon': {'name': 'pansage', 'url': 'https://pokeapi.co/api/v2/pokemon/511/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png
621,628,512,Simisage,5,Common,Pansage,False,Grass,,498,75,98,63,98,63,101,,"[{'is_default': True, 'pokemon': {'name': 'simisage', 'url': 'https://pokeapi.co/api/v2/pokemon/512/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png
622,629,513,Pansear,5,Common,,False,Fire,,316,50,53,48,53,48,64,,"[{'is_default': True, 'pokemon': {'name': 'pansear', 'url': 'https://pokeapi.co/api/v2/pokemon/513/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png
623,630,514,Simisear,5,Common,Pansear,False,Fire,,498,75,98,63,98,63,101,,"[{'is_default': True, 'pokemon': {'name': 'simisear', 'url': 'https://pokeapi.co/api/v2/pokemon/514/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png
624,631,515,Panpour,5,Common,,False,Water,,316,50,53,48,53,48,64,,"[{'is_default': True, 'pokemon': {'name': 'panpour', 'url': 'https://pokeapi.co/api/v2/pokemon/515/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png
625,632,516,Simipour,5,Common,Panpour,False,Water,,498,75,98,63,98,63,101,,"[{'is_default': True, 'pokemon': {'name': 'simipour', 'url': 'https://pokeapi.co/api/v2/pokemon/516/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png
626,633,517,Munna,5,Common,,False,Psychic,,292,76,25,45,67,55,24,,"[{'is_default': True, 'pokemon': {'name': 'munna', 'url': 'https://pokeapi.co/api/v2/pokemon/517/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/munna.png
627,634,518,Musharna,5,Common,Munna,False,Psychic,,487,116,55,85,107,95,29,,"[{'is_default': True, 'pokemon': {'name': 'musharna', 'url': 'https://pokeapi.co/api/v2/pokemon/518/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png
628,635,519,Pidove,5,Common,,False,Normal,Flying,264,50,55,50,36,30,43,,"[{'is_default': True, 'pokemon': {'name': 'pidove', 'url': 'https://pokeapi.co/api/v2/pokemon/519/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png
629,636,520,Tranquill,5,Common,Pidove,False,Normal,Flying,358,62,77,62,50,42,65,,"[{'is_default': True, 'pokemon': {'name': 'tranquill', 'url': 'https://pokeapi.co/api/v2/pokemon/520/'}}]",https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png
