Id,Label,timeset,index,nationalpokedexnumber,species,variant,generation,rarity,type1,type2,total,hp,attack,defense,spatk,spdef,speed,image_url,vgc2022rules,monthlyusagemarch2022,usagepercentmarch2022,monthlyrankmarch2022,introductedin,type,power,acc,pp,damageclass,effect,probpercentage,increases,decreases,likesberrie,dislikesberrie,alternativeeffect,usageattributes,specificcategory,generalcategory,description,indegree,outdegree,degree,clustering
Shadow Punch,Shadow Punch,,,,,,,,,,,,,,,,,,,,,,3,Ghost,60,∞,20,Physical,Ignores Accuracy and Evasiveness.,,,,,,,,,,,10,1,11,0.127273
Shadow Sneak,Shadow Sneak,,,,,,,,,,,,,,,,,,,,,,4,Ghost,40,100,30,Physical,User attacks first.,,,,,,,,,,,37,1,38,0.032006
Sharpen,Sharpen,,,,,,,,,,,,,,,,,,,,,,1,Normal,,,30,Status,Raises user's Attack.,,,,,,,,,,,7,1,8,0.053571
Sheer Cold,Sheer Cold,,,,,,,,,,,,,,,,,,,,,,3,Ice,,30,5,Special,"One-Hit-KO, if it hits.",,,,,,,,,,,25,1,26,0.063077
Shell Side Arm,Shell Side Arm,,,,,,,,,,,,,,,,,,,,,,8,Poison,90,100,10,Special,"May poison opponent. Inflicts either Special or Physical damage, whichever is better.",,,,,,,,,,,1,1,2,0.5
Shell Smash,Shell Smash,,,,,,,,,,,,,,,,,,,,,,5,Normal,,,15,Status,"Sharply raises user's Attack, Special Attack and Speed but lowers Defense and Special Defense.",,,,,,,,,,,23,1,24,0.019928
Shell Trap,Shell Trap,,,,,,,,,,,,,,,,,,,,,,7,Fire,150,100,5,Special,Deals more damage to opponent if hit by a Physical move.,,,,,,,,,,,2,1,3,0.333333
Shift Gear,Shift Gear,,,,,,,,,,,,,,,,,,,,,,5,Steel,,,10,Status,Raises user's Attack and sharply raises Speed.,,,,,,,,,,,5,1,6,0.266667
Shock Wave,Shock Wave,,,,,,,,,,,,,,,,,,,,,,3,Electric,60,∞,20,Special,Ignores Accuracy and Evasiveness.,,,,,,,,,,,279,1,280,0.005376
Shore Up,Shore Up,,,,,,,,,,,,,,,,,,,,,,7,Ground,,,10,Status,The user regains up to half of its max HP. It restores more HP in a sandstorm.,,,,,,,,,,,3,1,4,0.416667
Signal Beam,Signal Beam,,,,,,,,,,,,,,,,,,,,,,3,Bug,75,100,15,Special,May confuse opponent.,10,,,,,,,,,,239,1,240,0.004777
Silver Wind,Silver Wind,,,,,,,,,,,,,,,,,,,,,,3,Bug,60,100,5,Special,May raise all stats of user at once.,10,,,,,,,,,,45,1,46,0.019807
Simple Beam,Simple Beam,,,,,,,,,,,,,,,,,,,,,,5,Normal,,100,15,Status,Changes target's ability to Simple.,,,,,,,,,,,15,1,16,0.033333
Sing,Sing,,,,,,,,,,,,,,,,,,,,,,1,Normal,,55,15,Status,Puts opponent to sleep.,,,,,,,,,,,33,1,34,0.032086
Sinister Arrow Raid,Sinister Arrow Raid,,,,,,,,,,,,,,,,,,,,,,7,Ghost,180,,1,Physical,Decidueye-exclusive Z-Move.,,,,,,,,,,,0,1,1,0
Sizzly Slide,Sizzly Slide,,,,,,,,,,,,,,,,,,,,,,7,Fire,90,100,15,Physical,Burns the opponent.,100,,,,,,,,,,0,1,1,0
Sketch,Sketch,,,,,,,,,,,,,,,,,,,,,,2,Normal,,,1,Status,Permanently copies the opponent's last move.,,,,,,,,,,,1,1,2,0.5
Skill Swap,Skill Swap,,,,,,,,,,,,,,,,,,,,,,3,Psychic,,,10,Status,The user swaps Abilities with the opponent.,,,,,,,,,,,124,1,125,0.010452
Skitter Smack,Skitter Smack,,,,,,,,,,,,,,,,,,,,,,8,Bug,70,90,10,Physical,Lowers opponent's Sp. Attack.,,,,,,,,,,,74,1,75,0.01964
Skull Bash,Skull Bash,,,,,,,,,,,,,,,,,,,,,,1,Normal,130,100,10,Physical,"Raises Defense on first turn, attacks on second.",100,,,,,,,,,,111,1,112,0.008687
Sky Attack,Sky Attack,,,,,,,,,,,,,,,,,,,,,,1,Flying,140,90,5,Physical,"Charges on first turn, attacks on second. May cause flinching. High critical hit ratio.",30,,,,,,,,,,59,1,60,0.022599
Sky Drop,Sky Drop,,,,,,,,,,,,,,,,,,,,,,5,Flying,60,100,10,Physical,"Takes opponent into the air on first turn, drops them on second turn.",,,,,,,,,,,25,1,26,0.041538
Sky Uppercut,Sky Uppercut,,,,,,,,,,,,,,,,,,,,,,3,Fighting,85,90,15,Physical,"Hits the opponent, even during Fly.",,,,,,,,,,,11,1,12,0.090909
Slack Off,Slack Off,,,,,,,,,,,,,,,,,,,,,,3,Normal,,,10,Status,User recovers half its max HP.,,,,,,,,,,,12,1,13,0.057692
Slam,Slam,,,,,,,,,,,,,,,,,,,,,,1,Normal,80,75,20,Physical,,,,,,,,,,,,71,1,72,0.011933
Slash,Slash,,,,,,,,,,,,,,,,,,,,,,1,Normal,70,100,20,Physical,High critical hit ratio.,,,,,,,,,,,122,1,123,0.006931
Sleep Powder,Sleep Powder,,,,,,,,,,,,,,,,,,,,,,1,Grass,,75,15,Status,Puts opponent to sleep.,,,,,,,,,,,40,1,41,0.039634
Sleep Talk,Sleep Talk,,,,,,,,,,,,,,,,,,,,,,2,Normal,,,10,Status,User performs one of its own moves while sleeping.,,,,,,,,,,,917,1,918,0.003558
Sludge,Sludge,,,,,,,,,,,,,,,,,,,,,,1,Poison,65,100,20,Special,May poison opponent.,30,,,,,,,,,,11,1,12,0.098485
Sludge Bomb,Sludge Bomb,,,,,,,,,,,,,,,,,,,,,,2,Poison,90,100,10,Special,May poison opponent.,30,,,,,,,,,,173,1,174,0.008272
Sludge Wave,Sludge Wave,,,,,,,,,,,,,,,,,,,,,,5,Poison,95,100,10,Special,May poison opponent.,10,,,,,,,,,,71,1,72,0.015454
Smack Down,Smack Down,,,,,,,,,,,,,,,,,,,,,,5,Rock,50,100,15,Physical,Makes Flying-type Pokémon vulnerable to Ground moves.,100,,,,,,,,,,125,1,126,0.008571
Smart Strike,Smart Strike,,,,,,,,,,,,,,,,,,,,,,7,Steel,70,,10,Physical,The user stabs the target with a sharp horn. This attack never misses.,,,,,,,,,,,42,1,43,0.019934
Smelling Salts,Smelling Salts,,,,,,,,,,,,,,,,,,,,,,3,Normal,70,100,10,Physical,"Power doubles if opponent is paralyzed, but cures it.",,,,,,,,,,,14,1,15,0.019048
Smog,Smog,,,,,,,,,,,,,,,,,,,,,,1,Poison,30,70,20,Special,May poison opponent.,40,,,,,,,,,,27,1,28,0.034392
Smokescreen,Smokescreen,,,,,,,,,,,,,,,,,,,,,,1,Normal,,100,20,Status,Lowers opponent's Accuracy.,,,,,,,,,,,35,1,36,0.019048
Snap Trap,Snap Trap,,,,,,,,,,,,,,,,,,,,,,8,Grass,35,100,15,Physical,"Traps opponent, damaging them for 4-5 turns.",100,,,,,,,,,,0,1,1,0
Snarl,Snarl,,,,,,,,,,,,,,,,,,,,,,5,Dark,55,95,15,Special,Lowers opponent's Special Attack.,100,,,,,,,,,,122,1,123,0.021258
Snatch,Snatch,,,,,,,,,,,,,,,,,,,,,,3,Dark,,,10,Status,Steals the effects of the opponent's next move.,,,,,,,,,,,162,1,163,0.006968
Snipe Shot,Snipe Shot,,,,,,,,,,,,,,,,,,,,,,8,Water,80,100,15,Special,Ignores moves and abilities that draw in moves. High critical hit ratio.,,,,,,,,,,,2,1,3,0.333333
Snore,Snore,,,,,,,,,,,,,,,,,,,,,,2,Normal,50,100,15,Special,Can only be used if asleep. May cause flinching.,30,,,,,,,,,,920,1,921,0.003524
Soak,Soak,,,,,,,,,,,,,,,,,,,,,,5,Water,,100,20,Status,Changes the target's type to water.,,,,,,,,,,,29,1,30,0.042529
Soft Boiled,Soft Boiled,,,,,,,,,,,,,,,,,,,,,,1,Normal,,,10,Status,User recovers half its max HP.,,,,,,,,,,,10,1,11,0.1
Solar Beam,Solar Beam,,,,,,,,,,,,,,,,,,,,,,1,Grass,120,100,10,Special,"Charges on first turn, attacks on second.",,,,,,,,,,,311,1,312,0.0064
Solar Blade,Solar Blade,,,,,,,,,,,,,,,,,,,,,,7,Grass,125,100,10,Physical,"Charges on first turn, attacks on second.",,,,,,,,,,,30,1,31,0.044086
Sonic Boom,Sonic Boom,,,,,,,,,,,,,,,,,,,,,,1,Normal,,90,20,Special,Always inflicts 20 HP.,,,,,,,,,,,14,1,15,0.033333
Soul Stealing 7 Star Strike,Soul Stealing 7 Star Strike,,,,,,,,,,,,,,,,,,,,,,7,Ghost,195,,1,Physical,Marshadow-exclusive Z-Move.,,,,,,,,,,,0,1,1,0
Spacial Rend,Spacial Rend,,,,,,,,,,,,,,,,,,,,,,4,Dragon,100,95,5,Special,High critical hit ratio.,,,,,,,,,,,2,1,3,0.333333
Spark,Spark,,,,,,,,,,,,,,,,,,,,,,2,Electric,65,100,20,Physical,May paralyze opponent.,30,,,,,,,,,,41,1,42,0.033101
Sparkling Aria,Sparkling Aria,,,,,,,,,,,,,,,,,,,,,,7,Water,90,100,10,Special,Heals the burns of its target.,,,,,,,,,,,2,1,3,0.333333
Sparkly Swirl,Sparkly Swirl,,,,,,,,,,,,,,,,,,,,,,7,Fairy,90,100,15,Special,Cures all status problems in the party Pokémon.,,,,,,,,,,,0,1,1,0
Spectral Thief,Spectral Thief,,,,,,,,,,,,,,,,,,,,,,7,Ghost,90,100,10,Physical,"The user hides in the target's shadow, steals the target's stat boosts, and then attacks.",,,,,,,,,,,1,1,2,0.5
Speed Swap,Speed Swap,,,,,,,,,,,,,,,,,,,,,,7,Psychic,,,10,Status,The user exchanges Speed stats with the target.,,,,,,,,,,,30,1,31,0.04086
Spider Web,Spider Web,,,,,,,,,,,,,,,,,,,,,,2,Bug,,,10,Status,Opponent cannot escape/switch.,,,,,,,,,,,6,1,7,0.214286
Spike Cannon,Spike Cannon,,,,,,,,,,,,,,,,,,,,,,1,Normal,20,100,15,Physical,Hits 2-5 times in one turn.,,,,,,,,,,,6,1,7,0.047619
Spikes,Spikes,,,,,,,,,,,,,,,,,,,,,,2,Ground,,,20,Status,Hurts opponents when they switch into battle.,,,,,,,,,,,44,1,45,0.011616
Spiky Shield,Spiky Shield,,,,,,,,,,,,,,,,,,,,,,6,Grass,,,10,Status,Protects the user and inflicts damage on contact.,,,,,,,,,,,7,1,8,0.089286
Spirit Break,Spirit Break,,,,,,,,,,,,,,,,,,,,,,8,Fairy,75,100,15,Physical,Lowers opponent's Special Attack.,100,,,,,,,,,,2,1,3,0.333333
Spirit Shackle,Spirit Shackle,,,,,,,,,,,,,,,,,,,,,,7,Ghost,80,100,10,Physical,Prevents the opponent from switching out.,,,,,,,,,,,2,1,3,0.333333
Spit Up,Spit Up,,,,,,,,,,,,,,,,,,,,,,3,Normal,,100,10,Special,Power depends on how many times the user performed Stockpile.,,,,,,,,,,,37,1,38,0.009246
Spite,Spite,,,,,,,,,,,,,,,,,,,,,,2,Ghost,,100,10,Status,The opponent's last move loses 2-5 PP.,,,,,,,,,,,146,1,147,0.006849
Splash,Splash,,,,,,,,,,,,,,,,,,,,,,1,Normal,,,40,Status,Doesn't do ANYTHING.,,,,,,,,,,,33,1,34,0.017825
Splintered Stormshards,Splintered Stormshards,,,,,,,,,,,,,,,,,,,,,,7,Rock,190,,1,Physical,Lycanroc-exclusive Z-Move.,,,,,,,,,,,0,1,1,0
Splishy Splash,Splishy Splash,,,,,,,,,,,,,,,,,,,,,,7,Water,90,100,15,Special,May paralyze opponent.,30,,,,,,,,,,0,1,1,0
Spore,Spore,,,,,,,,,,,,,,,,,,,,,,1,Grass,,100,15,Status,Puts opponent to sleep.,,,,,,,,,,,9,1,10,0.155556
Spotlight,Spotlight,,,,,,,,,,,,,,,,,,,,,,7,Normal,,,15,Status,The user shines a spotlight on the target so that only the target will be attacked during the turn.,,,,,,,,,,,7,1,8,0.053571
Stealth Rock,Stealth Rock,,,,,,,,,,,,,,,,,,,,,,4,Rock,,,20,Status,Damages opponent switching into battle.,,,,,,,,,,,181,1,182,0.0068
Steam Eruption,Steam Eruption,,,,,,,,,,,,,,,,,,,,,,6,Water,110,95,5,Special,May burn opponent.,30,,,,,,,,,,1,1,2,0.5
Steamroller,Steamroller,,,,,,,,,,,,,,,,,,,,,,5,Bug,65,100,20,Physical,May cause flinching.,30,,,,,,,,,,5,1,6,0.166667
Steel Beam,Steel Beam,,,,,,,,,,,,,,,,,,,,,,8,Steel,140,95,5,Special,User loses 50% of its HP.,,,,,,,,,,,59,1,60,0.023729
Steel Roller,Steel Roller,,,,,,,,,,,,,,,,,,,,,,8,Steel,130,100,5,Physical,Fails if no Terrain in effect.,,,,,,,,,,,65,1,66,0.018182
Steel Wing,Steel Wing,,,,,,,,,,,,,,,,,,,,,,2,Steel,70,90,25,Physical,May raise user's Defense.,10,,,,,,,,,,109,1,110,0.006922
Sticky Web,Sticky Web,,,,,,,,,,,,,,,,,,,,,,6,Bug,,,20,Status,Lowers opponent's Speed when switching into battle.,,,,,,,,,,,16,1,17,0.073529
Stockpile,Stockpile,,,,,,,,,,,,,,,,,,,,,,3,Normal,,,20,Status,Stores energy for use with Spit Up and Swallow.,,,,,,,,,,,45,1,46,0.009662
Stoked Sparksurfer,Stoked Sparksurfer,,,,,,,,,,,,,,,,,,,,,,7,Electric,175,,1,Special,Alolan Raichu-exclusive Electric type Z-Move.,100,,,,,,,,,,0,1,1,0
Stomp,Stomp,,,,,,,,,,,,,,,,,,,,,,1,Normal,65,100,20,Physical,May cause flinching.,30,,,,,,,,,,57,1,58,0.009679
Stomping Tantrum,Stomping Tantrum,,,,,,,,,,,,,,,,,,,,,,7,Ground,75,100,10,Physical,"Driven by frustration, the user attacks the target. If the user's previous move has failed, the power of this move doubles.",,,,,,,,,,,206,1,207,0.009662
Stone Edge,Stone Edge,,,,,,,,,,,,,,,,,,,,,,4,Rock,100,80,5,Physical,High critical hit ratio.,,,,,,,,,,,227,1,228,0.006376
Stored Power,Stored Power,,,,,,,,,,,,,,,,,,,,,,5,Psychic,20,100,10,Special,Power increases when user's stats have been raised.,,,,,,,,,,,108,1,109,0.018434
Storm Throw,Storm Throw,,,,,,,,,,,,,,,,,,,,,,5,Fighting,60,100,10,Physical,Always results in a critical hit.,100,,,,,,,,,,4,1,5,0.15
Strange Steam,Strange Steam,,,,,,,,,,,,,,,,,,,,,,8,Fairy,90,95,10,Special,May confuse opponent.,20,,,,,,,,,,1,1,2,0.5
Strength,Strength,,,,,,,,,,,,,,,,,,,,,,1,Normal,80,100,15,Physical,,,,,,,,,,,,380,1,381,0.004275
Strength Sap,Strength Sap,,,,,,,,,,,,,,,,,,,,,,7,Grass,,100,10,Status,The user restores its HP by the same amount as the target's Attack stat. It also lowers the target's Attack stat.,100,,,,,,,,,,15,1,16,0.041667
String Shot,String Shot,,,,,,,,,,,,,,,,,,,,,,1,Bug,,95,40,Status,Sharply lowers opponent's Speed.,,,,,,,,,,,65,1,66,0.021212
Struggle,Struggle,,,,,,,,,,,,,,,,,,,,,,1,Normal,50,,,Physical,Only usable when all PP are gone. Hurts the user.,,,,,,,,,,,0,1,1,0
Struggle Bug,Struggle Bug,,,,,,,,,,,,,,,,,,,,,,5,Bug,50,100,20,Special,Lowers opponent's Special Attack.,100,,,,,,,,,,81,1,82,0.018519
Stuff Cheeks,Stuff Cheeks,,,,,,,,,,,,,,,,,,,,,,8,Normal,,,10,Status,"The user eats its held Berry, then sharply raises its Defense stat.",100,,,,,,,,,,2,1,3,0.5
Stun Spore,Stun Spore,,,,,,,,,,,,,,,,,,,,,,1,Grass,,75,30,Status,Paralyzes opponent.,,,,,,,,,,,41,1,42,0.030778
Submission,Submission,,,,,,,,,,,,,,,,,,,,,,1,Fighting,80,80,20,Physical,User receives recoil damage.,,,,,,,,,,,60,1,61,0.011475
Substitute,Substitute,,,,,,,,,,,,,,,,,,,,,,1,Normal,,,10,Status,Uses HP to creates a decoy that takes hits.,,,,,,,,,,,934,1,935,0.003801
Sucker Punch,Sucker Punch,,,,,,,,,,,,,,,,,,,,,,4,Dark,70,100,5,Physical,"User attacks first, but only works if opponent is readying an attack.",,,,,,,,,,,158,1,159,0.007523
Sunny Day,Sunny Day,,,,,,,,,,,,,,,,,,,,,,2,Fire,,,5,Status,Makes it sunny for 5 turns.,,,,,,,,,,,605,1,606,0.003829
Sunsteel Strike,Sunsteel Strike,,,,,,,,,,,,,,,,,,,,,,7,Steel,100,100,5,Physical,Ignores the target's ability.,,,,,,,,,,,3,1,4,0.25
Super Fang,Super Fang,,,,,,,,,,,,,,,,,,,,,,1,Normal,,90,10,Physical,Always takes off half of the opponent's HP.,,,,,,,,,,,71,1,72,0.011933
Superpower,Superpower,,,,,,,,,,,,,,,,,,,,,,3,Fighting,120,100,5,Physical,Lowers user's Attack and Defense.,100,,,,,,,,,,194,1,195,0.0083
Supersonic,Supersonic,,,,,,,,,,,,,,,,,,,,,,1,Normal,,55,20,Status,Confuses opponent.,,,,,,,,,,,68,1,69,0.009591
Surf,Surf,,,,,,,,,,,,,,,,,,,,,,1,Water,90,100,15,Special,Hits all adjacent Pokémon.,,,,,,,,,,,238,1,239,0.008351
Surging Strikes,Surging Strikes,,,,,,,,,,,,,,,,,,,,,,8,Water,25,100,5,Physical,Always results in a critical hit and ignores stat changes.,,,,,,,,,,,1,1,2,0.5
Swagger,Swagger,,,,,,,,,,,,,,,,,,,,,,2,Normal,,85,15,Status,"Confuses opponent, but sharply raises its Attack.",,,,,,,,,,,840,1,841,0.003053
Swallow,Swallow,,,,,,,,,,,,,,,,,,,,,,3,Normal,,,10,Status,"The more times the user has performed Stockpile, the more HP is recovered.",,,,,,,,,,,41,1,42,0.010453
Sweet Kiss,Sweet Kiss,,,,,,,,,,,,,,,,,,,,,,2,Fairy,,75,10,Status,Confuses opponent.,,,,,,,,,,,31,1,32,0.033266
Sweet Scent,Sweet Scent,,,,,,,,,,,,,,,,,,,,,,2,Normal,,100,20,Status,Lowers opponent's Evasiveness.,,,,,,,,,,,76,1,77,0.007519
Swift,Swift,,,,,,,,,,,,,,,,,,,,,,1,Normal,60,∞,20,Special,Ignores Accuracy and Evasiveness.,,,,,,,,,,,368,1,369,0.006731
Switcheroo,Switcheroo,,,,,,,,,,,,,,,,,,,,,,4,Dark,,100,10,Status,Swaps held items with the opponent.,,,,,,,,,,,30,1,31,0.012903
Swords Dance,Swords Dance,,,,,,,,,,,,,,,,,,,,,,1,Normal,,,20,Status,Sharply raises user's Attack.,,,,,,,,,,,260,1,261,0.006454
Synchronoise,Synchronoise,,,,,,,,,,,,,,,,,,,,,,5,Psychic,120,100,10,Special,Hits any Pokémon that shares a type with the user.,,,,,,,,,,,21,1,22,0.034632
Synthesis,Synthesis,,,,,,,,,,,,,,,,,,,,,,2,Grass,,,5,Status,User recovers HP. Amount varies with the weather.,,,,,,,,,,,101,1,102,0.015822
Tackle,Tackle,,,,,,,,,,,,,,,,,,,,,,1,Normal,40,100,35,Physical,,,,,,,,,,,,302,1,303,0.003814
Tail Glow,Tail Glow,,,,,,,,,,,,,,,,,,,,,,3,Bug,,,20,Status,Drastically raises user's Special Attack.,,,,,,,,,,,3,1,4,0.083333
Tail Slap,Tail Slap,,,,,,,,,,,,,,,,,,,,,,5,Normal,25,85,10,Physical,Hits 2-5 times in one turn.,,,,,,,,,,,20,1,21,0.045238
Tail Whip,Tail Whip,,,,,,,,,,,,,,,,,,,,,,1,Normal,,100,30,Status,Lowers opponent's Defense.,,,,,,,,,,,97,1,98,0.011677
Tailwind,Tailwind,,,,,,,,,,,,,,,,,,,,,,4,Flying,,,15,Status,Doubles Speed for 4 turns.,,,,,,,,,,,147,1,148,0.011123
Take Down,Take Down,,,,,,,,,,,,,,,,,,,,,,1,Normal,90,85,20,Physical,User receives recoil damage.,,,,,,,,,,,274,1,275,0.0043
Tar Shot,Tar Shot,,,,,,,,,,,,,,,,,,,,,,8,Rock,,100,15,Status,Lowers the opponent's Speed and makes them weaker to Fire-type moves.,100,,,,,,,,,,1,1,2,0.5
Taunt,Taunt,,,,,,,,,,,,,,,,,,,,,,3,Dark,,100,20,Status,Opponent can only use moves that attack.,,,,,,,,,,,334,1,335,0.007436
Tearful Look,Tearful Look,,,,,,,,,,,,,,,,,,,,,,7,Normal,,,20,Status,The user gets teary eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats.,100,,,,,,,,,,13,1,14,0.021978
Teatime,Teatime,,,,,,,,,,,,,,,,,,,,,,8,Normal,,,10,Status,Forces all Pokémon on the field to eat their berries.,,,,,,,,,,,2,1,3,0
Techno Blast,Techno Blast,,,,,,,,,,,,,,,,,,,,,,5,Normal,120,100,5,Special,Type depends on the Drive being held.,,,,,,,,,,,1,1,2,0
Teeter Dance,Teeter Dance,,,,,,,,,,,,,,,,,,,,,,3,Normal,,100,20,Status,Confuses all Pokémon.,,,,,,,,,,,12,1,13,0.038462
Telekinesis,Telekinesis,,,,,,,,,,,,,,,,,,,,,,5,Psychic,,,15,Status,"Ignores opponent's Evasiveness for three turns, add Ground immunity.",,,,,,,,,,,160,1,161,0.008152
Teleport,Teleport,,,,,,,,,,,,,,,,,,,,,,1,Psychic,,,20,Status,Allows user to flee wild battles; also warps player to last PokéCenter.,,,,,,,,,,,54,1,55,0.022896
Terrain Pulse,Terrain Pulse,,,,,,,,,,,,,,,,,,,,,,8,Normal,50,100,10,Special,Type and power change depending on the Terrain in effect.,,,,,,,,,,,25,1,26,0.052308
Thief,Thief,,,,,,,,,,,,,,,,,,,,,,2,Dark,60,100,25,Physical,Also steals opponent's held item.,,,,,,,,,,,364,1,365,0.003259
Thousand Arrows,Thousand Arrows,,,,,,,,,,,,,,,,,,,,,,6,Ground,90,100,10,Physical,Makes Flying-type Pokémon vulnerable to Ground moves.,,,,,,,,,,,1,1,2,0.5
Thousand Waves,Thousand Waves,,,,,,,,,,,,,,,,,,,,,,6,Ground,90,100,10,Physical,Opponent cannot flee or switch.,,,,,,,,,,,0,1,1,0
Thrash,Thrash,,,,,,,,,,,,,,,,,,,,,,1,Normal,120,100,10,Physical,User attacks for 2-3 turns but then becomes confused.,,,,,,,,,,,83,1,84,0.009897
Throat Chop,Throat Chop,,,,,,,,,,,,,,,,,,,,,,7,Dark,80,100,15,Physical,Prevents use of sound moves for two turns.,100,,,,,,,,,,136,1,137,0.008158
Thunder,Thunder,,,,,,,,,,,,,,,,,,,,,,1,Electric,110,70,10,Special,May paralyze opponent.,30,,,,,,,,,,234,1,235,0.009165
Thunder Cage,Thunder Cage,,,,,,,,,,,,,,,,,,,,,,8,Electric,80,90,15,Special,"Deals damage and traps opponent, damaging them for 4-5 turns.",,,,,,,,,,,1,1,2,0.5
Thunder Fang,Thunder Fang,,,,,,,,,,,,,,,,,,,,,,4,Electric,65,95,15,Physical,May cause flinching and/or paralyze opponent.,10,,,,,,,,,,63,1,64,0.010913
Thunder Punch,Thunder Punch,,,,,,,,,,,,,,,,,,,,,,1,Electric,75,100,15,Physical,May paralyze opponent.,10,,,,,,,,,,220,1,221,0.005368
Thunder Shock,Thunder Shock,,,,,,,,,,,,,,,,,,,,,,1,Electric,40,100,30,Special,May paralyze opponent.,10,,,,,,,,,,49,1,50,0.029796
Thunder Wave,Thunder Wave,,,,,,,,,,,,,,,,,,,,,,1,Electric,,90,20,Status,Paralyzes opponent.,,,,,,,,,,,276,1,277,0.007874
Thunderbolt,Thunderbolt,,,,,,,,,,,,,,,,,,,,,,1,Electric,90,100,15,Special,May paralyze opponent.,10,,,,,,,,,,283,1,284,0.007602
Thunderous Kick,Thunderous Kick,,,,,,,,,,,,,,,,,,,,,,8,Fighting,90,100,10,Physical,Lowers opponent's Defense.,100,,,,,,,,,,1,1,2,0.5
Tickle,Tickle,,,,,,,,,,,,,,,,,,,,,,3,Normal,,100,20,Status,Lowers opponent's Attack and Defense.,,,,,,,,,,,50,1,51,0.007059
Topsy Turvy,Topsy Turvy,,,,,,,,,,,,,,,,,,,,,,6,Dark,,,20,Status,Reverses stat changes of opponent.,,,,,,,,,,,5,1,6,0.166667
Torment,Torment,,,,,,,,,,,,,,,,,,,,,,3,Dark,,100,15,Status,Opponent cannot use the same move in a row.,,,,,,,,,,,198,1,199,0.005863
Toxic,Toxic,,,,,,,,,,,,,,,,,,,,,,1,Poison,,90,10,Status,Badly poisons opponent.,,,,,,,,,,,843,1,844,0.002956
Toxic Spikes,Toxic Spikes,,,,,,,,,,,,,,,,,,,,,,4,Poison,,,20,Status,Poisons opponents when they switch into battle.,,,,,,,,,,,47,1,48,0.025266
Toxic Thread,Toxic Thread,,,,,,,,,,,,,,,,,,,,,,7,Poison,,100,20,Status,Lowers target's Speed.,100,,,,,,,,,,2,1,3,0.5
Transform,Transform,,,,,,,,,,,,,,,,,,,,,,1,Normal,,,10,Status,User takes on the form and attacks of the opponent.,,,,,,,,,,,3,1,4,0.166667
Tri Attack,Tri Attack,,,,,,,,,,,,,,,,,,,,,,1,Normal,80,100,10,Special,"May paralyze, burn or freeze opponent.",20,,,,,,,,,,57,1,58,0.018754
Trick,Trick,,,,,,,,,,,,,,,,,,,,,,3,Psychic,,100,10,Status,Swaps held items with the opponent.,,,,,,,,,,,162,1,163,0.01174
Trick Or Treat,Trick Or Treat,,,,,,,,,,,,,,,,,,,,,,6,Ghost,,100,20,Status,Adds Ghost type to opponent.,,,,,,,,,,,2,1,3,0.333333
Trick Room,Trick Room,,,,,,,,,,,,,,,,,,,,,,4,Psychic,,,5,Status,Slower Pokémon move first in the turn for 5 turns.,,,,,,,,,,,177,1,178,0.015775
Triple Axel,Triple Axel,,,,,,,,,,,,,,,,,,,,,,8,Ice,20,90,10,Physical,Attacks thrice with more power each time.,,,,,,,,,,,35,1,36,0.02619
Triple Kick,Triple Kick,,,,,,,,,,,,,,,,,,,,,,2,Fighting,10,90,10,Physical,Hits thrice in one turn at increasing power.,,,,,,,,,,,2,1,3,0.333333
Trop Kick,Trop Kick,,,,,,,,,,,,,,,,,,,,,,7,Grass,70,100,15,Physical,Lowers opponent's Attack.,100,,,,,,,,,,1,1,2,0.5
Trump Card,Trump Card,,,,,,,,,,,,,,,,,,,,,,4,Normal,,∞,5,Special,"The lower the PP, the higher the power.",,,,,,,,,,,10,1,11,0.045455
Twineedle,Twineedle,,,,,,,,,,,,,,,,,,,,,,1,Bug,25,100,20,Physical,Hits twice in one turn. May poison opponent.,20,,,,,,,,,,9,1,10,0.088889
Twister,Twister,,,,,,,,,,,,,,,,,,,,,,2,Dragon,40,100,20,Special,May cause flinching. Hits Pokémon using Fly/Bounce with double power.,20,,,,,,,,,,82,1,83,0.010873
U Turn,U Turn,,,,,,,,,,,,,,,,,,,,,,4,Bug,70,100,20,Physical,User switches out immediately after attacking.,,,,,,,,,,,191,1,192,0.009435
Uproar,Uproar,,,,,,,,,,,,,,,,,,,,,,3,Normal,90,100,10,Special,User attacks for 3 turns and prevents sleep.,,,,,,,,,,,276,1,277,0.005481
V Create,V Create,,,,,,,,,,,,,,,,,,,,,,5,Fire,180,95,5,Physical,"Lowers user's Defense, Special Defense and Speed.",100,,,,,,,,,,1,1,2,0.5
Vacuum Wave,Vacuum Wave,,,,,,,,,,,,,,,,,,,,,,4,Fighting,40,100,30,Special,User attacks first.,,,,,,,,,,,29,1,30,0.043678
Veevee Volley,Veevee Volley,,,,,,,,,,,,,,,,,,,,,,7,Normal,,∞,20,Physical,Power increases when player's bond is stronger.,,,,,,,,,,,0,1,1,0
Venom Drench,Venom Drench,,,,,,,,,,,,,,,,,,,,,,6,Poison,,100,20,Status,Lowers poisoned opponent's Special Attack and Speed.,100,,,,,,,,,,49,1,50,0.025306
Venoshock,Venoshock,,,,,,,,,,,,,,,,,,,,,,5,Poison,65,100,10,Special,Inflicts double damage if the target is poisoned.,,,,,,,,,,,102,1,103,0.012184
