#,Name,Species,Variant,Generation,Rarity,Evolves_from,Has_gender_diff,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image_url,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank
784,Kommo-o,Kommo-o,,7,Common,Hakamo-o,False,Dragon,Fighting,600,75,110,125,100,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,Permitted,2,0,222
785,Tapu Koko,Tapu,Koko,7,Legendary,,False,Electric,Fairy,570,70,115,85,95,75,130,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,,27,0,81
786,Tapu Lele,Tapu,Lele,7,Legendary,,False,Psychic,Fairy,570,70,85,75,130,115,95,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,,23,2,43
787,Tapu Bulu,Tapu,Bulu,7,Legendary,,False,Grass,Fairy,570,70,130,115,85,95,75,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,,2,0,135
788,Tapu Fini,Tapu,Fini,7,Legendary,,False,Water,Fairy,570,70,75,115,95,130,85,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,,74,2,40
789,Cosmog,Cosmog,,7,Legendary,,False,Psychic,,200,43,29,31,29,31,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,Restricted (players can include two Restricted Pokémon in their team),,,
790,Cosmoem,Cosmoem,,7,Legendary,Cosmog,False,Psychic,,400,43,29,131,29,131,37,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,Restricted (players can include two Restricted Pokémon in their team),,,
791,Solgaleo,Solgaleo,,7,Legendary,Cosmoem,False,Psychic,Steel,680,137,137,107,113,89,97,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,Restricted (players can include two Restricted Pokémon in their team),188,4,31
792,Lunala,Lunala,,7,Legendary,Cosmoem,False,Psychic,Ghost,680,137,113,89,137,107,97,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,Restricted (players can include two Restricted Pokémon in their team),43,2,38
793,Nihilego,Nihilego,,7,Common,,False,Rock,Poison,570,109,53,47,127,131,103,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,Permitted,7,0,130
794,Buzzwole,Buzzwole,,7,Common,,False,Bug,Fighting,570,107,139,139,53,53,79,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,Permitted,,,
795,Pheromosa,Pheromosa,,7,Common,,False,Bug,Fighting,570,71,137,37,137,37,151,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,Permitted,29,1,70
796,Xurkitree,Xurkitree,,7,Common,,False,Electric,,570,83,89,71,173,71,83,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,Permitted,4,0,208
797,Celesteela,Celesteela,,7,Common,,False,Steel,Flying,570,97,101,103,107,101,61,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,Permitted,26,1,67
798,Kartana,Kartana,,7,Common,,False,Grass,Steel,570,59,181,131,59,31,109,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,Permitted,118,7,22
799,Guzzlord,Guzzlord,,7,Common,,False,Dark,Dragon,570,223,101,53,97,53,43,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,,,,
800,Dusk Mane Necrozma,Necrozma,Dusk Mane,7,Legendary,,False,Psychic,Steel,680,97,157,127,113,109,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png,,49,0,79
800,Necrozma,Necrozma,,7,Legendary,,False,Psychic,,600,97,107,101,127,89,79,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,Restricted (players can include two Restricted Pokémon in their team),,,
800,Dawn Wings Necrozma,Necrozma,Dawn Wings,7,Legendary,,False,Psychic,Ghost,680,97,113,109,157,127,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png,,10,1,65
800,Ultra Necrozma,Necrozma,Ultra,7,Legendary,,False,Psychic,Dragon,754,97,167,97,167,97,129,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png,,,,
801,Magearna,Magearna,,7,Mythical,,False,Steel,Fairy,600,80,95,115,130,115,65,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,Banned,,,
802,Marshadow,Marshadow,,7,Mythical,,False,Fighting,Ghost,600,90,125,80,90,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,Banned,,,
803,Poipole,Poipole,,7,Common,,False,Poison,,420,67,73,67,73,67,73,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png,Permitted,,,
804,Naganadel,Naganadel,,7,Common,Poipole,False,Poison,Dragon,540,73,73,73,127,73,121,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,Permitted,,,
805,Stakataka,Stakataka,,7,Common,,False,Rock,Steel,570,61,131,211,53,101,13,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,Permitted,23,0,98
806,Blacephalon,Blacephalon,,7,Common,,False,Fire,Ghost,570,53,127,53,151,79,107,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,Permitted,9,0,175
807,Zeraora,Zeraora,,7,Mythical,,False,Electric,,600,88,112,75,102,80,143,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png,Banned,,,
808,Meltan,Meltan,,7,Mythical,,False,Steel,,300,46,65,65,55,35,34,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png,Banned,,,
809,Melmetal Gigantamax,Melmetal,Gigantamax,8,,Melmetal,,Steel,,,,,,,,,https://archives.bulbagarden.net/media/upload/8/8d/809GiMS8.png,Banned,,,
809,Melmetal,Melmetal,,7,Mythical,,False,Steel,,600,135,143,143,80,65,34,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png,Banned,,,
810,Grookey,Grookey,,8,Common,,False,Grass,,310,50,65,50,40,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png,Permitted,,,
811,Thwackey,Thwackey,,8,Common,Grookey,False,Grass,,420,70,85,70,55,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png,Permitted,,,
812,Rillaboom Gigantamax,Rillaboom,Gigantamax,8,,Rillaboom,,Grass,,,,,,,,,https://archives.bulbagarden.net/media/upload/1/15/812GiMS8.png,Gigantamax Allowed,,,
812,Rillaboom,Rillaboom,,8,Common,Thwackey,False,Grass,,530,100,125,90,60,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png,Permitted,482,27,6
813,Scorbunny,Scorbunny,,8,Common,,False,Fire,,310,50,71,40,40,40,69,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png,Permitted,,,
814,Raboot,Raboot,,8,Common,Scorbunny,False,Fire,,420,65,86,60,55,60,94,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png,Permitted,,,
815,Cinderace Gigantamax,Cinderace,Gigantamax,8,,Cinderace,,Fire,,,,,,,,,https://archives.bulbagarden.net/media/upload/c/c6/815GiMS8.png,Gigantamax Allowed,,,
815,Cinderace,Cinderace,,8,Common,Raboot,False,Fire,,530,80,116,75,65,75,119,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png,Permitted,45,1,51
816,Sobble,Sobble,,8,Common,,False,Water,,310,50,40,40,70,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png,Permitted,,,
817,Drizzile,Drizzile,,8,Common,Sobble,False,Water,,420,65,60,55,95,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png,Permitted,,,
818,Inteleon Gigantamax,Inteleon,Gigantamax,8,,Inteleon,,Water,,,,,,,,,https://archives.bulbagarden.net/media/upload/9/9f/818GiMS8.png,Gigantamax Allowed,,,
818,Inteleon,Inteleon,,8,Common,Drizzile,False,Water,,530,70,85,65,125,65,120,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png,Permitted,11,0,105
819,Skwovet,Skwovet,,8,Common,,False,Normal,,275,70,55,55,35,35,25,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png,Permitted,,,
820,Greedent,Greedent,,8,Common,Skwovet,False,Normal,,460,120,95,95,55,75,20,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png,Permitted,1,0,150
821,Rookidee,Rookidee,,8,Common,,False,Flying,,245,38,47,35,33,35,57,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png,Permitted,,,
822,Corvisquire,Corvisquire,,8,Common,Rookidee,False,Flying,,365,68,67,55,43,55,77,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png,Permitted,,,
823,Corviknight,Corviknight,,8,Common,Corvisquire,False,Flying,Steel,495,98,87,105,53,85,67,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png,Permitted,10,0,192
823,Corviknight Gigantamax,Corviknight,Gigantamax,8,,Corviknight,,Flying,Steel,,,,,,,,https://archives.bulbagarden.net/media/upload/9/92/823GiMS8.png,Gigantamax Allowed,,,
824,Blipbug,Blipbug,,8,Common,,False,Bug,,180,25,20,20,25,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png,Permitted,,,
825,Dottler,Dottler,,8,Common,Blipbug,False,Bug,Psychic,335,50,35,80,50,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png,Permitted,,,
826,Orbeetle,Orbeetle,,8,Common,Dottler,False,Bug,Psychic,505,60,45,110,80,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png,Permitted,-,-,-
826,Orbeetle Gigantamax,Orbeetle,Gigantamax,8,,Orbeetle,,Bug,Psychic,,,,,,,,https://archives.bulbagarden.net/media/upload/f/f2/826GiMS8.png,Gigantamax Allowed,,,
827,Nickit,Nickit,,8,Common,,False,Dark,,245,40,28,28,47,52,50,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png,Permitted,,,
828,Thievul,Thievul,,8,Common,Nickit,False,Dark,,455,70,58,58,87,92,90,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png,Permitted,-,-,-
829,Gossifleur,Gossifleur,,8,Common,,False,Grass,,250,40,40,60,40,60,10,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png,Permitted,,,
830,Eldegoss,Eldegoss,,8,Common,Gossifleur,False,Grass,,460,60,50,90,80,120,60,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png,Permitted,-,-,-
831,Wooloo,Wooloo,,8,Common,,False,Normal,,270,42,40,55,40,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png,Permitted,,,
832,Dubwool,Dubwool,,8,Common,Wooloo,False,Normal,,490,72,80,100,60,90,88,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png,Permitted,,,
833,Chewtle,Chewtle,,8,Common,,False,Water,,284,50,64,50,38,38,44,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png,Permitted,,,
834,Drednaw Gigantamax,Drednaw,Gigantamax,8,,Drednaw,,Water,Rock,,,,,,,,https://archives.bulbagarden.net/media/upload/7/73/834GiMS8.png,Gigantamax Allowed,,,
834,Drednaw,Drednaw,,8,Common,Chewtle,False,Water,Rock,485,90,115,90,48,68,74,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png,Permitted,4,0,178
835,Yamper,Yamper,,8,Common,,False,Electric,,270,59,45,50,40,50,26,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png,Permitted,,,
836,Boltund,Boltund,,8,Common,Yamper,False,Electric,,490,69,90,60,90,60,121,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png,Permitted,2,0,199
837,Rolycoly,Rolycoly,,8,Common,,False,Rock,,240,30,40,50,40,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png,Permitted,,,
838,Carkol,Carkol,,8,Common,Rolycoly,False,Rock,Fire,410,80,60,90,60,70,50,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png,Permitted,,,
839,Coalossal Gigantamax,Coalossal,Gigantamax,8,,Coalossal,,Rock,Fire,,,,,,,,https://archives.bulbagarden.net/media/upload/d/df/839GiMS8.png,Gigantamax Allowed,,,
839,Coalossal,Coalossal,,8,Common,Carkol,False,Rock,Fire,510,110,80,120,80,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png,Permitted,40,1,54
840,Applin,Applin,,8,Common,,False,Grass,Dragon,260,40,40,80,40,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png,Permitted,,,
841,Flapple,Flapple,,8,Common,Applin,False,Grass,Dragon,485,70,110,80,95,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png,Permitted,-,-,-
841,Flapple Gigantamax,Flapple,Gigantamax,8,,Flapple,,Grass,Dragon,,,,,,,,https://archives.bulbagarden.net/media/upload/2/2f/841GiMS8.png,Gigantamax Allowed,,,
842,Appletun,Appletun,,8,Common,Applin,False,Grass,Dragon,485,110,85,80,100,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png,Permitted,4,0,181
842,Appletun Gigantamax,Appletun,Gigantamax,8,,Appletun,,Grass,Dragon,,,,,,,,https://archives.bulbagarden.net/media/upload/2/2f/841GiMS8.png,Gigantamax Allowed,,,
843,Silicobra,Silicobra,,8,Common,,False,Ground,,315,52,57,75,35,50,46,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png,Permitted,,,
844,Sandaconda Gigantamax,Sandaconda,Gigantamax,8,,Sandaconda,,Ground,,,,,,,,,https://archives.bulbagarden.net/media/upload/e/e0/844GiMS8.png,Gigantamax Allowed,,,
844,Sandaconda,Sandaconda,,8,Common,Silicobra,False,Ground,,510,72,107,125,65,70,71,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png,Permitted,-,-,-
845,Cramorant,Cramorant,,8,Common,,False,Flying,Water,475,70,85,55,85,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png,Permitted,,,
846,Arrokuda,Arrokuda,,8,Common,,False,Water,,280,41,63,40,40,30,66,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png,Permitted,,,
847,Barraskewda,Barraskewda,,8,Common,Arrokuda,False,Water,,490,61,123,60,60,50,136,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png,Permitted,37,1,66
848,Toxel,Toxel,,8,Baby,,False,Electric,Poison,242,40,38,35,54,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png,Permitted,,,
849,Toxtricity Amped Form,Toxtricity,Amped Form,8,Common,Toxel,False,Electric,Poison,502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png,,,,
849,Toxtricity Low Key Form,Toxtricity,Low Key Form,8,Common,Toxel,False,Electric,Poison,502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png,,-,-,-
850,Sizzlipede,Sizzlipede,,8,Common,,False,Fire,Bug,305,50,65,45,50,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png,Permitted,,,
851,Centiskorch Gigantamax,Centiskorch,Gigantamax,8,,Centiskorch,,Fire,Bug,,,,,,,,https://archives.bulbagarden.net/media/upload/1/10/851GiMS8.png,Gigantamax Allowed,,,
851,Centiskorch,Centiskorch,,8,Common,Sizzlipede,False,Fire,Bug,525,100,115,65,90,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png,Permitted,12,0,149
852,Clobbopus,Clobbopus,,8,Common,,False,Fighting,,310,50,68,60,50,50,32,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png,Permitted,,,
853,Grapploct,Grapploct,,8,Common,Clobbopus,False,Fighting,,480,80,118,90,70,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png,Permitted,-,-,-
854,Sinistea,Sinistea,,8,Common,,False,Ghost,,308,40,45,45,74,54,50,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png,Permitted,,,
855,Polteageist,Polteageist,,8,Common,Sinistea,False,Ghost,,508,60,65,65,134,114,70,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png,Permitted,-,-,-
856,Hatenna,Hatenna,,8,Common,,False,Psychic,,265,42,30,45,56,53,39,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png,Permitted,,,
857,Hattrem,Hattrem,,8,Common,Hatenna,False,Psychic,,370,57,40,65,86,73,49,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png,Permitted,,,
858,Hatterene,Hatterene,,8,Common,Hattrem,False,Psychic,Fairy,510,57,90,95,136,103,29,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png,Permitted,22,0,107
858,Hatterene Gigantamax,Hatterene,Gigantamax,8,,Hatterene,,Psychic,Fairy,,,,,,,,https://archives.bulbagarden.net/media/upload/3/35/858GiMS8.png,Gigantamax Allowed,,,
859,Impidimp,Impidimp,,8,Common,,False,Dark,Fairy,265,45,45,30,55,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png,Permitted,,,
860,Morgrem,Morgrem,,8,Common,Impidimp,False,Dark,Fairy,370,65,60,45,75,55,70,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png,Permitted,,,
861,Grimmsnarl Gigantamax,Grimmsnarl,Gigantamax,8,,Grimmsnarl,,Dark,Fairy,,,,,,,,https://archives.bulbagarden.net/media/upload/c/ce/861GiMS8.png,Gigantamax Allowed,,,
861,Grimmsnarl,Grimmsnarl,,8,Common,Morgrem,False,Dark,Fairy,510,95,120,65,95,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png,Permitted,577,30,4
862,Obstagoon,Obstagoon,,8,Common,Linoone,False,Dark,Normal,520,93,90,101,60,81,95,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png,Permitted,6,0,170
863,Perrserker,Perrserker,,8,Common,Meowth,False,Steel,,440,70,110,100,50,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png,Permitted,-,-,-
864,Cursola,Cursola,,8,Common,Corsola,False,Ghost,,510,60,95,50,145,130,30,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png,Permitted,-,-,-
865,Sirfetch'd,Sirfetch'd,,8,Common,Farfetchd,False,Fighting,,507,62,135,95,68,82,65,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png,Permitted,-,-,-
866,Mr. Rime,Mr.,Rime,8,Common,Mr-mime,False,Ice,Psychic,520,80,85,75,110,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png,Permitted,2,0,196
867,Runerigus,Runerigus,,8,Common,Yamask,False,Ground,Ghost,483,58,95,145,50,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png,Permitted,-,-,-
868,Milcery,Milcery,,8,Common,,False,Fairy,,270,45,40,40,50,61,34,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png,Permitted,,,
869,Alcremie,Alcremie,,8,Common,Milcery,False,Fairy,,495,65,60,75,110,121,64,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png,Permitted,18,0,80
869,Alcremie Gigantamax,Alcremie,Gigantamax,8,,Alcremie,,Fairy,,,,,,,,,https://archives.bulbagarden.net/media/upload/b/bc/869GiMS8.png,Gigantamax Allowed,,,
870,Falinks,Falinks,,8,Common,,False,Fighting,,470,65,100,100,70,60,75,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png,Permitted,-,-,-
871,Pincurchin,Pincurchin,,8,Common,,False,Electric,,435,48,101,95,91,85,15,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png,Permitted,9,0,147
872,Snom,Snom,,8,Common,,False,Ice,Bug,185,30,25,35,45,30,20,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png,Permitted,,,
873,Frosmoth,Frosmoth,,8,Common,Snom,False,Ice,Bug,475,70,65,60,125,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png,Permitted,,,
874,Stonjourner,Stonjourner,,8,Common,,False,Rock,,470,100,125,135,20,20,70,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png,Permitted,3,0,185
875,Eiscue Noice Face,Eiscue,Noice Face,8,Common,,False,Ice,,470,75,80,70,65,50,130,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png,,,,
875,Eiscue Ice Face,Eiscue,Ice Face,8,Common,,False,Ice,,470,75,80,110,65,90,50,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png,,-,-,-
876,Indeedee Female,Indeedee,Female,8,Common,,False,Psychic,Normal,475,70,55,65,95,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png,,387,18,14
876,Indeedee Male,Indeedee,Male,8,Common,,False,Psychic,Normal,475,60,65,55,105,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png,,26,1,57
877,Morpeko Hangry Mode,Morpeko,Hangry Mode,8,Common,,False,Electric,Dark,436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png,,,,
877,Morpeko Full Belly Mode,Morpeko,Full Belly Mode,8,Common,,False,Electric,Dark,436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png,,-,-,-
878,Cufant,Cufant,,8,Common,,False,Steel,,330,72,80,49,40,49,40,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png,Permitted,,,
879,Copperajah Gigantamax,Copperajah,Gigantamax,8,,Copperajah,,Steel,,,,,,,,,https://archives.bulbagarden.net/media/upload/3/3a/879GiMS8.png,Gigantamax Allowed,,,
879,Copperajah,Copperajah,,8,Common,Cufant,False,Steel,,500,122,130,69,80,69,30,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png,Permitted,-,-,-
880,Dracozolt,Dracozolt,,8,Common,,False,Electric,Dragon,505,90,100,90,80,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png,Permitted,8,0,145
881,Arctozolt,Arctozolt,,8,Common,,False,Electric,Ice,505,90,100,90,90,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png,Permitted,-,-,-
882,Dracovish,Dracovish,,8,Common,,False,Water,Dragon,505,90,90,100,70,80,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png,Permitted,32,0,87
883,Arctovish,Arctovish,,8,Common,,False,Water,Ice,505,90,90,100,80,90,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png,Permitted,-,-,-
884,Duraludon,Duraludon,,8,Common,,False,Steel,Dragon,535,70,95,115,120,50,85,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png,Permitted,8,0,176
884,Duraludon Gigantamax,Duraludon,Gigantamax,8,,Duraludon,,Steel,Dragon,,,,,,,,https://archives.bulbagarden.net/media/upload/b/ba/884GiMS8.png,Gigantamax Allowed,,,
885,Dreepy,Dreepy,,8,Common,,False,Dragon,Ghost,270,28,60,30,40,30,82,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png,Permitted,,,
886,Drakloak,Drakloak,,8,Common,Dreepy,False,Dragon,Ghost,410,68,80,50,60,50,102,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png,Permitted,,,
887,Dragapult,Dragapult,,8,Common,Drakloak,False,Dragon,Ghost,600,88,120,75,100,75,142,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png,Permitted,54,1,55
888,Zacian Hero of Many Battles,Zacian,Hero of Many Battles,8,Legendary,,False,Fairy,,670,92,130,115,80,115,138,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-hero.png,,,,
888,Zacian Crowned Sword,Zacian,Crowned Sword,8,Legendary,,False,Fairy,Steel,720,92,170,115,80,115,148,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png,,1088,65,1
889,Zamazenta Crowned Shield,Zamazenta,Crowned Shield,8,Legendary,,False,Fighting,Steel,720,92,130,145,80,145,128,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png,,41,0,72
889,Zamazenta Hero of Many Battles,Zamazenta,Hero of Many Battles,8,Legendary,,False,Fighting,,670,92,130,115,80,115,138,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-hero.png,,,,
890,Eternatus Eternamax,Eternatus,Eternamax,8,Legendary,,False,Poison,Dragon,1125,255,115,250,125,250,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus-eternamax.png,,,,
890,Eternatus,Eternatus,,8,Legendary,,False,Poison,Dragon,690,140,85,95,145,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png,,41,1,49
891,Kubfu,Kubfu,,8,Legendary,,False,Fighting,,385,60,90,60,53,50,72,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png,Permitted,,,
892,Urshifu (Single Strike) Gigantamax,Urshifu (Single Strike),Gigantamax,8,,Urshifu (Single Strike),,Fighting,Dark,,,,,,,,https://archives.bulbagarden.net/media/upload/8/83/892GiMS8.png,Gigantamax Allowed,,,
892,Urshifu (Rapid Strike) Gigantamax,Urshifu (Rapid Strike),Gigantamax,8,,Urshifu (Rapid Strike),,Fighting,Water,,,,,,,,https://archives.bulbagarden.net/media/upload/b/b8/892RGiMS8.png,Gigantamax Allowed,,,
892,Urshifu Single Strike Style,Urshifu,Single Strike Style,8,Legendary,Kubfu,False,Fighting,Dark,550,100,130,100,63,60,97,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-single-strike.png,,125,4,27
892,Urshifu Rapid Strike Style,Urshifu,Rapid Strike Style,8,Legendary,Kubfu,False,Fighting,Water,550,100,130,100,63,60,97,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-rapid-strike.png,,58,2,42
893,Zarude,Zarude,,8,Mythical,,False,Dark,Grass,600,105,120,105,70,95,105,https://img.pokemondb.net/sprites/sword-shield/icon/zarude.png,Banned,,,
894,Regieleki,Regieleki,,8,Legendary,,False,Electric,,580,80,100,50,100,50,200,https://img.pokemondb.net/sprites/sword-shield/icon/regieleki.png,Permitted,603,29,5
895,Regidrago,Regidrago,,8,Legendary,,False,Dragon,,580,200,100,50,100,50,80,https://img.pokemondb.net/sprites/sword-shield/icon/regidrago.png,Permitted,12,0,88
896,Glastrier,Glastrier,,8,Legendary,,False,Ice,,580,100,145,130,65,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/glastrier.png,Permitted,13,0,86
897,Spectrier,Spectrier,,8,Legendary,,False,Ghost,,580,100,65,60,145,80,130,https://img.pokemondb.net/sprites/sword-shield/icon/spectrier.png,Permitted,19,1,61
898,Calyrex,Calyrex,,8,Legendary,,False,Psychic,Grass,500,100,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex.png,Restricted (players can include two Restricted Pokémon in their team),,,
898,Calyrex Shadow Rider,Calyrex,Shadow Rider,8,Legendary,,False,Psychic,Ghost,680,100,85,80,165,100,150,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-shadow-rider.png,,363,22,8
898,Calyrex Ice Rider,Calyrex,Ice Rider,8,Legendary,,False,Psychic,Ice,680,100,165,150,85,130,50,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-ice-rider.png,,294,11,17
