,index,Name,Generation,Description,Pokemon
176,173,Ripen,8,Doubles the effect of berries.,"[{'is_hidden': False, 'pokemon': {'name': 'applin', 'url': 'https://pokeapi.co/api/v2/pokemon/840/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'flapple', 'url': 'https://pokeapi.co/api/v2/pokemon/841/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'appletun', 'url': 'https://pokeapi.co/api/v2/pokemon/842/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'flapple-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10216/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'appletun-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10217/'}, 'slot': 1}]"
177,174,Rivalry,4,Deals more damage to a Pokémon of same gender.,"[{'is_hidden': False, 'pokemon': {'name': 'nidoran-f', 'url': 'https://pokeapi.co/api/v2/pokemon/29/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'nidorina', 'url': 'https://pokeapi.co/api/v2/pokemon/30/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'nidoqueen', 'url': 'https://pokeapi.co/api/v2/pokemon/31/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'nidoran-m', 'url': 'https://pokeapi.co/api/v2/pokemon/32/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'nidorino', 'url': 'https://pokeapi.co/api/v2/pokemon/33/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'nidoking', 'url': 'https://pokeapi.co/api/v2/pokemon/34/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'beautifly', 'url': 'https://pokeapi.co/api/v2/pokemon/267/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'shinx', 'url': 'https://pokeapi.co/api/v2/pokemon/403/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'luxio', 'url': 'https://pokeapi.co/api/v2/pokemon/404/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'luxray', 'url': 'https://pokeapi.co/api/v2/pokemon/405/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'pidove', 'url': 'https://pokeapi.co/api/v2/pokemon/519/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'tranquill', 'url': 'https://pokeapi.co/api/v2/pokemon/520/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'unfezant', 'url': 'https://pokeapi.co/api/v2/pokemon/521/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'axew', 'url': 'https://pokeapi.co/api/v2/pokemon/610/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'fraxure', 'url': 'https://pokeapi.co/api/v2/pokemon/611/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'haxorus', 'url': 'https://pokeapi.co/api/v2/pokemon/612/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'litleo', 'url': 'https://pokeapi.co/api/v2/pokemon/667/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'pyroar', 'url': 'https://pokeapi.co/api/v2/pokemon/668/'}, 'slot': 1}]"
178,175,Rks System,7,Changes type depending on held item.,"[{'is_hidden': False, 'pokemon': {'name': 'silvally', 'url': 'https://pokeapi.co/api/v2/pokemon/773/'}, 'slot': 1}]"
179,176,Rock Head,3,Protects the Pokémon from recoil damage.,"[{'is_hidden': False, 'pokemon': {'name': 'geodude', 'url': 'https://pokeapi.co/api/v2/pokemon/74/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'graveler', 'url': 'https://pokeapi.co/api/v2/pokemon/75/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'golem', 'url': 'https://pokeapi.co/api/v2/pokemon/76/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'onix', 'url': 'https://pokeapi.co/api/v2/pokemon/95/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'cubone', 'url': 'https://pokeapi.co/api/v2/pokemon/104/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'marowak', 'url': 'https://pokeapi.co/api/v2/pokemon/105/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rhyhorn', 'url': 'https://pokeapi.co/api/v2/pokemon/111/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'rhydon', 'url': 'https://pokeapi.co/api/v2/pokemon/112/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'aerodactyl', 'url': 'https://pokeapi.co/api/v2/pokemon/142/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sudowoodo', 'url': 'https://pokeapi.co/api/v2/pokemon/185/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'steelix', 'url': 'https://pokeapi.co/api/v2/pokemon/208/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'aron', 'url': 'https://pokeapi.co/api/v2/pokemon/304/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'lairon', 'url': 'https://pokeapi.co/api/v2/pokemon/305/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'aggron', 'url': 'https://pokeapi.co/api/v2/pokemon/306/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'relicanth', 'url': 'https://pokeapi.co/api/v2/pokemon/369/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'bagon', 'url': 'https://pokeapi.co/api/v2/pokemon/371/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'shelgon', 'url': 'https://pokeapi.co/api/v2/pokemon/372/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'bonsly', 'url': 'https://pokeapi.co/api/v2/pokemon/438/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'tyrantrum', 'url': 'https://pokeapi.co/api/v2/pokemon/697/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'basculin-blue-striped', 'url': 'https://pokeapi.co/api/v2/pokemon/10016/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'marowak-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10115/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'marowak-totem', 'url': 'https://pokeapi.co/api/v2/pokemon/10149/'}, 'slot': 3}]"
180,177,Rough Skin,3,Inflicts damage to the attacker on contact.,"[{'is_hidden': False, 'pokemon': {'name': 'carvanha', 'url': 'https://pokeapi.co/api/v2/pokemon/318/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sharpedo', 'url': 'https://pokeapi.co/api/v2/pokemon/319/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'gible', 'url': 'https://pokeapi.co/api/v2/pokemon/443/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'gabite', 'url': 'https://pokeapi.co/api/v2/pokemon/444/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'garchomp', 'url': 'https://pokeapi.co/api/v2/pokemon/445/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'druddigon', 'url': 'https://pokeapi.co/api/v2/pokemon/621/'}, 'slot': 1}]"
181,178,Run Away,3,Enables a sure getaway from wild Pokémon.,"[{'is_hidden': True, 'pokemon': {'name': 'caterpie', 'url': 'https://pokeapi.co/api/v2/pokemon/10/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'weedle', 'url': 'https://pokeapi.co/api/v2/pokemon/13/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'rattata', 'url': 'https://pokeapi.co/api/v2/pokemon/19/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'raticate', 'url': 'https://pokeapi.co/api/v2/pokemon/20/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'oddish', 'url': 'https://pokeapi.co/api/v2/pokemon/43/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'venonat', 'url': 'https://pokeapi.co/api/v2/pokemon/48/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'ponyta', 'url': 'https://pokeapi.co/api/v2/pokemon/77/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rapidash', 'url': 'https://pokeapi.co/api/v2/pokemon/78/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'doduo', 'url': 'https://pokeapi.co/api/v2/pokemon/84/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'dodrio', 'url': 'https://pokeapi.co/api/v2/pokemon/85/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'eevee', 'url': 'https://pokeapi.co/api/v2/pokemon/133/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sentret', 'url': 'https://pokeapi.co/api/v2/pokemon/161/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'furret', 'url': 'https://pokeapi.co/api/v2/pokemon/162/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'aipom', 'url': 'https://pokeapi.co/api/v2/pokemon/190/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'dunsparce', 'url': 'https://pokeapi.co/api/v2/pokemon/206/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'snubbull', 'url': 'https://pokeapi.co/api/v2/pokemon/209/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'poochyena', 'url': 'https://pokeapi.co/api/v2/pokemon/261/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'wurmple', 'url': 'https://pokeapi.co/api/v2/pokemon/265/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'nincada', 'url': 'https://pokeapi.co/api/v2/pokemon/290/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'kricketot', 'url': 'https://pokeapi.co/api/v2/pokemon/401/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'pachirisu', 'url': 'https://pokeapi.co/api/v2/pokemon/417/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'buneary', 'url': 'https://pokeapi.co/api/v2/pokemon/427/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'patrat', 'url': 'https://pokeapi.co/api/v2/pokemon/504/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'lillipup', 'url': 'https://pokeapi.co/api/v2/pokemon/506/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'nickit', 'url': 'https://pokeapi.co/api/v2/pokemon/827/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'thievul', 'url': 'https://pokeapi.co/api/v2/pokemon/828/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'wooloo', 'url': 'https://pokeapi.co/api/v2/pokemon/831/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'eevee-starter', 'url': 'https://pokeapi.co/api/v2/pokemon/10159/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'ponyta-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10162/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'rapidash-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10163/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'eevee-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10205/'}, 'slot': 1}]"
182,179,Sand Force,5,Boosts certain moves' power in a sandstorm.,"[{'is_hidden': True, 'pokemon': {'name': 'diglett', 'url': 'https://pokeapi.co/api/v2/pokemon/50/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'dugtrio', 'url': 'https://pokeapi.co/api/v2/pokemon/51/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'nosepass', 'url': 'https://pokeapi.co/api/v2/pokemon/299/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'shellos', 'url': 'https://pokeapi.co/api/v2/pokemon/422/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'gastrodon', 'url': 'https://pokeapi.co/api/v2/pokemon/423/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'hippopotas', 'url': 'https://pokeapi.co/api/v2/pokemon/449/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'hippowdon', 'url': 'https://pokeapi.co/api/v2/pokemon/450/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'probopass', 'url': 'https://pokeapi.co/api/v2/pokemon/476/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'roggenrola', 'url': 'https://pokeapi.co/api/v2/pokemon/524/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'boldore', 'url': 'https://pokeapi.co/api/v2/pokemon/525/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'gigalith', 'url': 'https://pokeapi.co/api/v2/pokemon/526/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'drilbur', 'url': 'https://pokeapi.co/api/v2/pokemon/529/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'excadrill', 'url': 'https://pokeapi.co/api/v2/pokemon/530/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'landorus-incarnate', 'url': 'https://pokeapi.co/api/v2/pokemon/645/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'garchomp-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10058/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'steelix-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10072/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'diglett-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10105/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'dugtrio-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10106/'}, 'slot': 3}]"
183,180,Sand Rush,5,Boosts the Pokémon's Speed in a sandstorm.,"[{'is_hidden': True, 'pokemon': {'name': 'sandshrew', 'url': 'https://pokeapi.co/api/v2/pokemon/27/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'sandslash', 'url': 'https://pokeapi.co/api/v2/pokemon/28/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'herdier', 'url': 'https://pokeapi.co/api/v2/pokemon/507/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'stoutland', 'url': 'https://pokeapi.co/api/v2/pokemon/508/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'drilbur', 'url': 'https://pokeapi.co/api/v2/pokemon/529/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'excadrill', 'url': 'https://pokeapi.co/api/v2/pokemon/530/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'lycanroc-midday', 'url': 'https://pokeapi.co/api/v2/pokemon/745/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'dracozolt', 'url': 'https://pokeapi.co/api/v2/pokemon/880/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'dracovish', 'url': 'https://pokeapi.co/api/v2/pokemon/882/'}, 'slot': 3}]"
184,181,Sand Spit,8,Creates a sandstorm when hit by an attack.,"[{'is_hidden': False, 'pokemon': {'name': 'silicobra', 'url': 'https://pokeapi.co/api/v2/pokemon/843/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sandaconda', 'url': 'https://pokeapi.co/api/v2/pokemon/844/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sandaconda-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10218/'}, 'slot': 1}]"
185,182,Sand Stream,3,The Pokémon summons a sandstorm in battle.,"[{'is_hidden': False, 'pokemon': {'name': 'tyranitar', 'url': 'https://pokeapi.co/api/v2/pokemon/248/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'hippopotas', 'url': 'https://pokeapi.co/api/v2/pokemon/449/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'hippowdon', 'url': 'https://pokeapi.co/api/v2/pokemon/450/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gigalith', 'url': 'https://pokeapi.co/api/v2/pokemon/526/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'tyranitar-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10049/'}, 'slot': 1}]"
186,183,Sand Veil,3,Boosts the Pokémon's evasion in a sandstorm.,"[{'is_hidden': False, 'pokemon': {'name': 'sandshrew', 'url': 'https://pokeapi.co/api/v2/pokemon/27/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sandslash', 'url': 'https://pokeapi.co/api/v2/pokemon/28/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'diglett', 'url': 'https://pokeapi.co/api/v2/pokemon/50/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'dugtrio', 'url': 'https://pokeapi.co/api/v2/pokemon/51/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'geodude', 'url': 'https://pokeapi.co/api/v2/pokemon/74/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'graveler', 'url': 'https://pokeapi.co/api/v2/pokemon/75/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'golem', 'url': 'https://pokeapi.co/api/v2/pokemon/76/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'gligar', 'url': 'https://pokeapi.co/api/v2/pokemon/207/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'phanpy', 'url': 'https://pokeapi.co/api/v2/pokemon/231/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'donphan', 'url': 'https://pokeapi.co/api/v2/pokemon/232/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'larvitar', 'url': 'https://pokeapi.co/api/v2/pokemon/246/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'cacnea', 'url': 'https://pokeapi.co/api/v2/pokemon/331/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'cacturne', 'url': 'https://pokeapi.co/api/v2/pokemon/332/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gible', 'url': 'https://pokeapi.co/api/v2/pokemon/443/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gabite', 'url': 'https://pokeapi.co/api/v2/pokemon/444/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'garchomp', 'url': 'https://pokeapi.co/api/v2/pokemon/445/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gliscor', 'url': 'https://pokeapi.co/api/v2/pokemon/472/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'stunfisk', 'url': 'https://pokeapi.co/api/v2/pokemon/618/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'helioptile', 'url': 'https://pokeapi.co/api/v2/pokemon/694/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'heliolisk', 'url': 'https://pokeapi.co/api/v2/pokemon/695/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'sandygast', 'url': 'https://pokeapi.co/api/v2/pokemon/769/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'palossand', 'url': 'https://pokeapi.co/api/v2/pokemon/770/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'silicobra', 'url': 'https://pokeapi.co/api/v2/pokemon/843/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'sandaconda', 'url': 'https://pokeapi.co/api/v2/pokemon/844/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'diglett-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10105/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'dugtrio-alola', 'url': 'https://pokeapi.co/api/v2/pokemon/10106/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'sandaconda-gmax', 'url': 'https://pokeapi.co/api/v2/pokemon/10218/'}, 'slot': 3}]"
187,184,Sap Sipper,5,Boosts Attack when hit by a Grass-type move.,"[{'is_hidden': True, 'pokemon': {'name': 'marill', 'url': 'https://pokeapi.co/api/v2/pokemon/183/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'azumarill', 'url': 'https://pokeapi.co/api/v2/pokemon/184/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'girafarig', 'url': 'https://pokeapi.co/api/v2/pokemon/203/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'stantler', 'url': 'https://pokeapi.co/api/v2/pokemon/234/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'miltank', 'url': 'https://pokeapi.co/api/v2/pokemon/241/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'azurill', 'url': 'https://pokeapi.co/api/v2/pokemon/298/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'blitzle', 'url': 'https://pokeapi.co/api/v2/pokemon/522/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'zebstrika', 'url': 'https://pokeapi.co/api/v2/pokemon/523/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'deerling', 'url': 'https://pokeapi.co/api/v2/pokemon/585/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'sawsbuck', 'url': 'https://pokeapi.co/api/v2/pokemon/586/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'bouffalant', 'url': 'https://pokeapi.co/api/v2/pokemon/626/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'skiddo', 'url': 'https://pokeapi.co/api/v2/pokemon/672/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'gogoat', 'url': 'https://pokeapi.co/api/v2/pokemon/673/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'goomy', 'url': 'https://pokeapi.co/api/v2/pokemon/704/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'sliggoo', 'url': 'https://pokeapi.co/api/v2/pokemon/705/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'goodra', 'url': 'https://pokeapi.co/api/v2/pokemon/706/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'drampa', 'url': 'https://pokeapi.co/api/v2/pokemon/780/'}, 'slot': 2}]"
188,185,Schooling,7,Changes Wishiwashi to School Form.,"[{'is_hidden': False, 'pokemon': {'name': 'wishiwashi-solo', 'url': 'https://pokeapi.co/api/v2/pokemon/746/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'wishiwashi-school', 'url': 'https://pokeapi.co/api/v2/pokemon/10127/'}, 'slot': 1}]"
189,186,Scrappy,4,Enables moves to hit Ghost-type Pokémon.,"[{'is_hidden': False, 'pokemon': {'name': 'kangaskhan', 'url': 'https://pokeapi.co/api/v2/pokemon/115/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'miltank', 'url': 'https://pokeapi.co/api/v2/pokemon/241/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'taillow', 'url': 'https://pokeapi.co/api/v2/pokemon/276/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'swellow', 'url': 'https://pokeapi.co/api/v2/pokemon/277/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'loudred', 'url': 'https://pokeapi.co/api/v2/pokemon/294/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'exploud', 'url': 'https://pokeapi.co/api/v2/pokemon/295/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'herdier', 'url': 'https://pokeapi.co/api/v2/pokemon/507/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'stoutland', 'url': 'https://pokeapi.co/api/v2/pokemon/508/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pancham', 'url': 'https://pokeapi.co/api/v2/pokemon/674/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'pangoro', 'url': 'https://pokeapi.co/api/v2/pokemon/675/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'sirfetchd', 'url': 'https://pokeapi.co/api/v2/pokemon/865/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'lopunny-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10088/'}, 'slot': 1}, {'is_hidden': True, 'pokemon': {'name': 'farfetchd-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10166/'}, 'slot': 3}]"
190,187,Screen Cleaner,8,"Nullifies effects of Light Screen, Reflect, and Aurora Veil.","[{'is_hidden': False, 'pokemon': {'name': 'mr-rime', 'url': 'https://pokeapi.co/api/v2/pokemon/866/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'mr-mime-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10168/'}, 'slot': 2}]"
191,188,Serene Grace,3,Boosts the likelihood of added effects appearing.,"[{'is_hidden': False, 'pokemon': {'name': 'chansey', 'url': 'https://pokeapi.co/api/v2/pokemon/113/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'togepi', 'url': 'https://pokeapi.co/api/v2/pokemon/175/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'togetic', 'url': 'https://pokeapi.co/api/v2/pokemon/176/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'dunsparce', 'url': 'https://pokeapi.co/api/v2/pokemon/206/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'blissey', 'url': 'https://pokeapi.co/api/v2/pokemon/242/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'jirachi', 'url': 'https://pokeapi.co/api/v2/pokemon/385/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'happiny', 'url': 'https://pokeapi.co/api/v2/pokemon/440/'}, 'slot': 2}, {'is_hidden': False, 'pokemon': {'name': 'togekiss', 'url': 'https://pokeapi.co/api/v2/pokemon/468/'}, 'slot': 2}, {'is_hidden': True, 'pokemon': {'name': 'deerling', 'url': 'https://pokeapi.co/api/v2/pokemon/585/'}, 'slot': 3}, {'is_hidden': True, 'pokemon': {'name': 'sawsbuck', 'url': 'https://pokeapi.co/api/v2/pokemon/586/'}, 'slot': 3}, {'is_hidden': False, 'pokemon': {'name': 'meloetta-aria', 'url': 'https://pokeapi.co/api/v2/pokemon/648/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'shaymin-sky', 'url': 'https://pokeapi.co/api/v2/pokemon/10006/'}, 'slot': 1}, {'is_hidden': False, 'pokemon': {'name': 'meloetta-pirouette', 'url': 'https://pokeapi.co/api/v2/pokemon/10018/'}, 'slot': 1}]"
