,level_0,level_1,Name_x,Exact,Score,Name_y,Attributes,Category_x,Effect_x,Name,Category_y,Effect_y,sprite_url
507,1171,589,1.0,1,2.0,Salac Berry,['holdable-active'],In A Pinch,Held: Consumed at 1/4 max HP to boost Speed.,Salac Berry,Berries,Raises Speed when HP is low.,https://img.pokemondb.net/sprites/items/salac-berry.png
508,1172,590,1.0,1,2.0,Salad Mix,[],Curry Ingredients,,Salad Mix,General items,One of the many ingredients that can be used for cooking at your camp. The assortment of vegetables looks quite appealing and healthy.,https://img.pokemondb.net/s.png
509,1173,591,1.0,1,2.0,Salamencite,[],Mega Stones,Held: Allows Salamence to Mega Evolve into Mega Salamence.,Salamencite,Hold items,Enables Salamence to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/salamencite.png
510,1176,594,1.0,1,2.0,Sassy Mint,[],Nature Mints,,Sassy Mint,Battle items,Changes the Pokémon's stats to match the Sassy nature.,https://img.pokemondb.net/s.png
511,1177,595,1.0,1,2.0,Sausages,[],Curry Ingredients,,Sausages,General items,One of the many ingredients that can be used for cooking at your camp. These sausages should be boiled before eating.,https://img.pokemondb.net/s.png
512,1179,597,1.0,1,2.0,Sceptilite,[],Mega Stones,Held: Allows Sceptile to Mega Evolve into Mega Sceptile.,Sceptilite,Hold items,Enables Sceptile to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/sceptilite.png
513,1180,598,1.0,1,2.0,Scizorite,[],Mega Stones,Held: Allows Scizor to Mega Evolve into Mega Scizor.,Scizorite,Hold items,Enables Scizor to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/scizorite.png
514,1181,599,1.0,1,2.0,Scope Lens,"['holdable', 'holdable-active']",Held Items,Held: Raises the holder's critical hit ratio by one stage.,Scope Lens,Hold items,Increases critical-hit ratio.,https://img.pokemondb.net/sprites/items/scope-lens.png
515,1183,600,1.0,1,2.0,Sea Incense,"['holdable', 'holdable-active']",Type Enhancement,Held: Water-Type moves from holder do 20% more damage. Breeding: Marill or Azumarill beget an Azurill Egg.,Sea Incense,Hold items,Increases the power of Water-type moves. Breeding Marill or Azumarill produces Azurill when held.,https://img.pokemondb.net/sprites/items/sea-incense.png
516,1190,602,1.0,1,2.0,Serious Mint,[],Nature Mints,,Serious Mint,Battle items,Changes the Pokémon's stats to match a neutral nature.,https://img.pokemondb.net/s.png
517,1191,603,1.0,1,2.0,Shaderoot Carrot,[],Plot Advancement,,Shaderoot Carrot,General items,Produce that the King of Bountiful Harvests’ beloved steed likes to eat. It grew in a gloomy field.,https://img.pokemondb.net/s.png
518,1193,604,1.0,1,2.0,Shalour Sable,[],Status Cures,Cures any major status ailment and confusion.,Shalour Sable,Medicine,Heals all major status conditions.,https://img.pokemondb.net/sprites/items/shalour-sable.png
519,1194,605,1.0,1,2.0,Sharp Beak,"['holdable', 'holdable-active']",Type Enhancement,Held: Flying-Type moves from holder do 20% more damage.,Sharp Beak,Hold items,Increases the power of Flying-type moves.,https://img.pokemondb.net/sprites/items/sharp-beak.png
520,1195,606,1.0,1,2.0,Sharpedonite,[],Mega Stones,Held: Allows Sharpedo to Mega Evolve into Mega Sharpedo.,Sharpedonite,Hold items,Enables Sharpedo to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/sharpedonite.png
521,1196,607,1.0,1,2.0,Shed Shell,"['holdable', 'holdable-active']",Held Items,Held: Holder can bypass all trapping effects and switch out. Multi-turn moves still cannot be switched out of.,Shed Shell,Hold items,"A tough, discarded carapace to be held by a Pokémon. It enables the holder to switch with a waiting Pokémon in battle.",https://img.pokemondb.net/sprites/items/shed-shell.png
522,1197,608,1.0,1,2.0,Shell Bell,"['holdable', 'holdable-active']",Held Items,Held: Holder receives 1/8 of the damage it deals when attacking.,Shell Bell,Hold items,An item to be held by a Pokémon. The holder's HP is restored a little every time it inflicts damage.,https://img.pokemondb.net/sprites/items/shell-bell.png
523,1199,609,1.0,1,2.0,Shiny Charm,[],Gameplay,Raises the chance of finding a shiny Pokémon.,Shiny Charm,General items,A shiny charm said to increase the chance of finding a Shiny Pokémon in the wild.,https://img.pokemondb.net/sprites/items/shiny-charm.png
524,1200,610,1.0,1,2.0,Shiny Stone,[],Evolution,"Evolves a Minccino into Cinccino, a Roselia into Roserade, or a Togetic into Togekiss.",Shiny Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/shiny-stone.png
525,1201,611,1.0,1,2.0,Shoal Salt,['countable'],Collectibles,No effect. Gen III: Trade four and four Shoal Shells for a Shell Bell.,Shoal Salt,General items,Pure salt that can be discovered deep inside the Shoal Cave. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/shoal-salt.png
526,1202,612,1.0,1,2.0,Shoal Shell,['countable'],Collectibles,No effect. Gen III: Trade four and four Shoal Salts for a Shell Bell.,Shoal Shell,General items,A pretty seashell that can be found deep inside the Shoal Cave. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/shoal-shell.png
527,1203,613,1.0,1,2.0,Shock Drive,[],Species Specific,"Grants Genesect a yellow, Electric-type Techno Blast.",Shock Drive,Hold items,Changes Techno Blast to an Electric-type move when held by Genesect.,https://img.pokemondb.net/sprites/items/shock-drive.png
528,1204,614,1.0,1,2.0,Shuca Berry,['holdable-active'],Type Protection,Held: Consumed when struck by a super-effective Ground-type attack to halve the damage.,Shuca Berry,Berries,Weakens a supereffective Ground-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/shuca-berry.png
529,1205,615,1.0,1,2.0,Silk Scarf,"['holdable', 'holdable-active']",Type Enhancement,Held: Normal-Type moves from holder do 20% more damage.,Silk Scarf,Hold items,Increases the power of Normal-type moves.,https://img.pokemondb.net/sprites/items/silk-scarf.png
530,1207,616,1.0,1,2.0,Silver Leaf,[],Loot,,Silver Leaf,General items,,https://img.pokemondb.net/s.png
531,1208,617,1.0,1,2.0,Silver Nanab Berry,[],Catching Bonus,,Silver Nanab Berry,Berries,"Greatly calms a Pokémon in battle, in Let's Go Pikachu/Eevee.",https://img.pokemondb.net/sprites/items/silver-nanab-berry.png
532,1209,618,1.0,1,2.0,Silver Pinap Berry,[],Catching Bonus,,Silver Pinap Berry,Berries,"Greatly increases chance of getting items when a Pokémon is caught, in Pokémon Let's Go.",https://img.pokemondb.net/sprites/items/silver-pinap-berry.png
533,1210,619,1.0,1,2.0,Silver Powder,"['holdable', 'holdable-active']",Type Enhancement,Held: Bug-Type moves from holder do 20% more damage.,Silver Powder,Hold items,Increases the power of Bug-type moves.,https://img.pokemondb.net/sprites/items/silver-powder.png
534,1211,620,1.0,1,2.0,Silver Razz Berry,[],Catching Bonus,,Silver Razz Berry,Berries,Makes a Pokémon easier to catch in Pokémon Let's Go.,https://img.pokemondb.net/sprites/items/silver-razz-berry.png
535,1213,621,1.0,1,2.0,Sitrus Berry,['holdable-active'],Medicine,Held: Consumed at 1/2 max HP to recover 1/4 max HP.,Sitrus Berry,Berries,"If held by a Pokémon, it heals the user's HP a little.",https://img.pokemondb.net/sprites/items/sitrus-berry.png
536,1214,622,1.0,1,2.0,Skull Fossil,['underground'],Dex Completion,Can be revived into a Cranidos.,Skull Fossil,General items,A fossil from a prehistoric Pokémon that lived on the land. It appears to be part of a head.,https://img.pokemondb.net/sprites/items/skull-fossil.png
537,1215,623,1.0,1,2.0,Sky Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Flying-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Flying.,Sky Plate,Hold items,Increases power of Flying-type moves. Changes Arceus' type to Flying.,https://img.pokemondb.net/sprites/items/sky-plate.png
538,1216,625,1.0,1,2.0,Slowbronite,[],Mega Stones,Held: Allows Slowbro to Mega Evolve into Mega Slowbro.,Slowbronite,Hold items,Enables Slowbro to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/slowbronite.png
539,1219,626,1.0,1,2.0,Small Bouquet,[],Loot,,Small Bouquet,General items,,https://img.pokemondb.net/s.png
540,1220,627,1.0,1,2.0,Smart Candy,[],Vitamins,,Smart Candy,Medicine,Increases a Pokémon's Special Attack stat by 1.,https://img.pokemondb.net/sprites/items/smart-candy.png
541,1221,628,1.0,1,2.0,Smart Candy L,[],Vitamins,,Smart Candy L,Medicine,Increases a Pokémon's Special Attack stat.,https://img.pokemondb.net/sprites/items/smart-candy-l.png
542,1222,629,1.0,1,2.0,Smart Candy Xl,[],Vitamins,,Smart Candy Xl,Medicine,Increases a Pokémon's Special Attack stat.,https://img.pokemondb.net/sprites/items/smart-candy-xl.png
543,1223,630,1.0,1,2.0,Smoke Ball,"['holdable', 'holdable-active']",Held Items,Held: Allows the Holder to escape from any wild battle.,Smoke Ball,Hold items,An item to be held by a Pokémon. It enables the holder to flee from any wild Pokémon without fail.,https://img.pokemondb.net/sprites/items/smoke-ball.png
544,1224,632,1.0,1,2.0,Smoke Poke Tail,[],Curry Ingredients,,Smoke Poke Tail,General items,"One of the many ingredients that can be used for cooking at your camp. When a Slowpoke’s tail falls off, it grows back quickly.",https://img.pokemondb.net/s.png
545,1225,633,1.0,1,2.0,Smooth Rock,"['holdable', 'holdable-active', 'underground']",Held Items,Held: Sandstorm by the holder lasts 8 rounds instead of 5.,Smooth Rock,Hold items,A Pokémon held item that extends the duration of the move Sandstorm used by the holder.,https://img.pokemondb.net/sprites/items/smooth-rock.png
546,1230,635,1.0,1,2.0,Snowball,[],Held Items,"Held: If the holder is hit by a damaging Ice move, raises its Attack by one stage.",Snowball,Hold items,Raises Attack if hit by an Ice-type move.,https://img.pokemondb.net/sprites/items/snowball.png
547,1231,636,1.0,1,2.0,Soda Pop,"['countable', 'consumable', 'usable-overworld', 'usable-in-battle', 'holdable']",Healing,Restores 60 HP.,Soda Pop,Medicine,Restores 50 HP.,https://img.pokemondb.net/sprites/items/soda-pop.png
548,1232,637,1.0,1,2.0,Soft Sand,"['holdable', 'holdable-active']",Type Enhancement,Held: Ground-Type moves from holder do 20% more damage.,Soft Sand,Hold items,Increases the power of Ground-type moves.,https://img.pokemondb.net/sprites/items/soft-sand.png
549,1237,640,1.0,1,2.0,Soothe Bell,"['holdable', 'holdable-active']",Training,Held: Doubles the happiness earned by the holder.,Soothe Bell,Hold items,An item to be held by a Pokémon. It is a bell with a comforting chime that calms the holder and makes it friendly.,https://img.pokemondb.net/sprites/items/soothe-bell.png
550,1238,641,1.0,1,2.0,Soul Dew,['holdable'],Species Specific,Raises Latias and Latios's Special Attack and Special Defense by 50%.,Soul Dew,Hold items,Increases the power of Psychic- and Dragon-type moves when held by Latios or Latias. Increases Sp.Atk/Sp.Def prior to Gen 7.,https://img.pokemondb.net/sprites/items/soul-dew.png
551,1242,642,1.0,1,2.0,Spell Tag,"['holdable', 'holdable-active']",Type Enhancement,Held: Ghost-Type moves from holder do 20% more damage.,Spell Tag,Hold items,Increases the power of Ghost-type moves.,https://img.pokemondb.net/sprites/items/spell-tag.png
552,1243,643,1.0,1,2.0,Spelon Berry,[],Baking Only,Used for creating PokéBlocks and Poffins.,Spelon Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/spelon-berry.png
553,1244,644,1.0,1,2.0,Spice Mix,[],Curry Ingredients,,Spice Mix,General items,One of the many ingredients that can be used for cooking at your camp. There are over fifty spices contained within this ingredient’s hot flavor.,https://img.pokemondb.net/s.png
554,1245,645,1.0,1,2.0,Splash Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Water-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Water.,Splash Plate,Hold items,Increases power of Water-type moves. Changes Arceus' type to Water.,https://img.pokemondb.net/sprites/items/splash-plate.png
555,1246,647,1.0,1,2.0,Spooky Plate,"['holdable', 'holdable-active', 'underground']",Plates,Held: Ghost-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Ghost.,Spooky Plate,Hold items,Increases power of Ghost-type moves. Changes Arceus' type to Ghost.,https://img.pokemondb.net/sprites/items/spooky-plate.png
556,1247,648,1.0,1,2.0,Sport Ball,[],Standard Balls,Tries to catch a Pokémon in the Bug-Catching contest in National Park. (Gen II: Park Ball),Sport Ball,Pokeballs,A special Poké Ball for the Bug-Catching Contest.,https://img.pokemondb.net/sprites/items/sport-ball.png
557,1249,650,1.0,1,2.0,Sprinklotad,[],Gameplay,Waters Berry plants.,Sprinklotad,General items,"A watering can shaped like a Lotad. It helps promote the healthy growth of any Berries planted in good, soft soil.",https://img.pokemondb.net/sprites/items/sprinklotad.png
558,1255,651,1.0,1,2.0,Stable Mulch,[],Mulch,Berries stay on the plant for longer than their usual time.,Stable Mulch,General items,A fertilizer to be spread on soft soil in regions where Berries are grown. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/stable-mulch.png
559,1256,652,1.0,1,2.0,Star Piece,['underground'],Loot,"Platinum: Trade for one of each color Shard. Black and White: Trade for PP Up. Sell for 4900 Pokédollars, or to Ore Collector for 9800 Pokédollars.",Star Piece,General items,A shard of a pretty gem that sparkles in a red color. It can be sold at a high price to shops.,https://img.pokemondb.net/sprites/items/star-piece.png
560,1257,653,1.0,1,2.0,Star Sweet,[],Evolution,,Star Sweet,Hold items,Evolves Milcery into Star Flavor Alcremie.,https://img.pokemondb.net/s.png
561,1258,654,1.0,1,2.0,Stardust,[],Loot,"Sell for 1000 Pokédollars, or to Ore Collector for 2000 Pokédollars.",Stardust,General items,"Lovely, red-colored sand with a loose, silky feel. It can be sold at a high price to shops.",https://img.pokemondb.net/sprites/items/stardust.png
562,1259,655,1.0,1,2.0,Starf Berry,['holdable-active'],In A Pinch,Held: Consumed at 1/4 max HP to boost a random stat by two stages.,Starf Berry,Berries,Sharply raises a random stat when HP is low.,https://img.pokemondb.net/sprites/items/starf-berry.png
563,1261,657,1.0,1,2.0,Steel Gem,[],Jewels,"Held: When the holder uses a damaging steel-type move, the move has 1.5× power and this item is consumed.",Steel Gem,Hold items,Increases the power of a Steel-type move only once.,https://img.pokemondb.net/sprites/items/steel-gem.png
564,1263,658,1.0,1,2.0,Steel Memory,[],Memories,Held: Changes Silvally to its Steel form.  Changes Multi-Attack's type to Steel.,Steel Memory,Hold items,Changes Silvally and its move Multi-Attack to Steel type.,https://img.pokemondb.net/sprites/items/steel-memory.png
565,1266,660,1.0,1,2.0,Steelixite,[],Mega Stones,Held: Allows Steelix to Mega Evolve into Mega Steelix.,Steelixite,Hold items,Enables Steelix to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/steelixite.png
566,1268,661,1.0,1,2.0,Sticky Barb,"['holdable', 'holdable-active']",Bad Held Items,"Held: Holder takes 1/8 (12.5%) its max HP at the end of each turn. When the holder is hit by a contact move, the attacking Pokémon takes 1/8 its max HP in damage and receive the item if not holding one.",Sticky Barb,Hold items,A held item that damages the holder on every turn. It may latch on to foes and allies that touch the holder.,https://img.pokemondb.net/sprites/items/sticky-barb.png
