index;Name;AlternativeEffect;Effect;UsageAttributes;SpecificCategory;GeneralCategory;image_url;id;Label
513;Shiny Charm;Raises the chance of finding a shiny Pokémon.;A shiny charm said to increase the chance of finding a Shiny Pokémon in the wild.;;Gameplay;General items;https://img.pokemondb.net/sprites/items/shiny-charm.png;Shiny Charm;Item
514;Shiny Stone;Evolves a Minccino into Cinccino, a Roselia into Roserade, or a Togetic into Togekiss.;Evolves certain species of Pokémon.;;Evolution;General items;https://img.pokemondb.net/sprites/items/shiny-stone.png;Shiny Stone;Item
515;Shoal Salt;No effect. Gen III: Trade four and four Shoal Shells for a Shell Bell.;Pure salt that can be discovered deep inside the Shoal Cave. A maniac will buy it for a high price.;countable;Collectibles;General items;https://img.pokemondb.net/sprites/items/shoal-salt.png;Shoal Salt;Item
516;Shoal Shell;No effect. Gen III: Trade four and four Shoal Salts for a Shell Bell.;A pretty seashell that can be found deep inside the Shoal Cave. A maniac will buy it for a high price.;countable;Collectibles;General items;https://img.pokemondb.net/sprites/items/shoal-shell.png;Shoal Shell;Item
517;Shock Drive;Grants Genesect a yellow, Electric-type Techno Blast.;Changes Techno Blast to an Electric-type move when held by Genesect.;;Species Specific;Hold items;https://img.pokemondb.net/sprites/items/shock-drive.png;Shock Drive;Item
518;Shuca Berry;Held: Consumed when struck by a super-effective Ground-type attack to halve the damage.;Weakens a supereffective Ground-type attack against the holding Pokémon.;holdable-active;Type Protection;Berries;https://img.pokemondb.net/sprites/items/shuca-berry.png;Shuca Berry;Item
519;Silk Scarf;Held: Normal-Type moves from holder do 20% more damage.;Increases the power of Normal-type moves.;"holdable; holdable-active";Type Enhancement;Hold items;https://img.pokemondb.net/sprites/items/silk-scarf.png;Silk Scarf;Item
520;Silver Leaf;;;;Loot;General items;https://img.pokemondb.net/s.png;Silver Leaf;Item
521;Silver Nanab Berry;;Greatly calms a Pokémon in battle, in Let's Go Pikachu/Eevee.;;Catching Bonus;Berries;https://img.pokemondb.net/sprites/items/silver-nanab-berry.png;Silver Nanab Berry;Item
522;Silver Pinap Berry;;Greatly increases chance of getting items when a Pokémon is caught, in Pokémon Let's Go.;;Catching Bonus;Berries;https://img.pokemondb.net/sprites/items/silver-pinap-berry.png;Silver Pinap Berry;Item
523;Silver Powder;Held: Bug-Type moves from holder do 20% more damage.;Increases the power of Bug-type moves.;"holdable; holdable-active";Type Enhancement;Hold items;https://img.pokemondb.net/sprites/items/silver-powder.png;Silver Powder;Item
524;Silver Razz Berry;;Makes a Pokémon easier to catch in Pokémon Let's Go.;;Catching Bonus;Berries;https://img.pokemondb.net/sprites/items/silver-razz-berry.png;Silver Razz Berry;Item
525;Sitrus Berry;Held: Consumed at 1/2 max HP to recover 1/4 max HP.;If held by a Pokémon, it heals the user's HP a little.;holdable-active;Medicine;Berries;https://img.pokemondb.net/sprites/items/sitrus-berry.png;Sitrus Berry;Item
526;Skull Fossil;Can be revived into a Cranidos.;A fossil from a prehistoric Pokémon that lived on the land. It appears to be part of a head.;underground;Dex Completion;General items;https://img.pokemondb.net/sprites/items/skull-fossil.png;Skull Fossil;Item
527;Sky Plate;Held: Flying-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Flying.;Increases power of Flying-type moves. Changes Arceus' type to Flying.;"holdable; holdable-active; underground";Plates;Hold items;https://img.pokemondb.net/sprites/items/sky-plate.png;Sky Plate;Item
528;Slowbronite;Held: Allows Slowbro to Mega Evolve into Mega Slowbro.;Enables Slowbro to Mega Evolve during battle.;;Mega Stones;Hold items;https://img.pokemondb.net/sprites/items/slowbronite.png;Slowbronite;Item
529;Small Bouquet;;;;Loot;General items;https://img.pokemondb.net/s.png;Small Bouquet;Item
530;Smart Candy;;Increases a Pokémon's Special Attack stat by 1.;;Vitamins;Medicine;https://img.pokemondb.net/sprites/items/smart-candy.png;Smart Candy;Item
531;Smart Candy L;;Increases a Pokémon's Special Attack stat.;;Vitamins;Medicine;https://img.pokemondb.net/sprites/items/smart-candy-l.png;Smart Candy L;Item
532;Smart Candy Xl;;Increases a Pokémon's Special Attack stat.;;Vitamins;Medicine;https://img.pokemondb.net/sprites/items/smart-candy-xl.png;Smart Candy Xl;Item
533;Smoke Ball;Held: Allows the Holder to escape from any wild battle.;An item to be held by a Pokémon. It enables the holder to flee from any wild Pokémon without fail.;"holdable; holdable-active";Held Items;Hold items;https://img.pokemondb.net/sprites/items/smoke-ball.png;Smoke Ball;Item
534;Smoke Poke Tail;;One of the many ingredients that can be used for cooking at your camp. When a Slowpoke’s tail falls off, it grows back quickly.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Smoke Poke Tail;Item
535;Smooth Rock;Held: Sandstorm by the holder lasts 8 rounds instead of 5.;A Pokémon held item that extends the duration of the move Sandstorm used by the holder.;"holdable; holdable-active; underground";Held Items;Hold items;https://img.pokemondb.net/sprites/items/smooth-rock.png;Smooth Rock;Item
536;Snowball;Held: If the holder is hit by a damaging Ice move, raises its Attack by one stage.;Raises Attack if hit by an Ice-type move.;;Held Items;Hold items;https://img.pokemondb.net/sprites/items/snowball.png;Snowball;Item
537;Soda Pop;Restores 60 HP.;Restores 50 HP.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Healing;Medicine;https://img.pokemondb.net/sprites/items/soda-pop.png;Soda Pop;Item
538;Soft Sand;Held: Ground-Type moves from holder do 20% more damage.;Increases the power of Ground-type moves.;"holdable; holdable-active";Type Enhancement;Hold items;https://img.pokemondb.net/sprites/items/soft-sand.png;Soft Sand;Item
539;Soothe Bell;Held: Doubles the happiness earned by the holder.;An item to be held by a Pokémon. It is a bell with a comforting chime that calms the holder and makes it friendly.;"holdable; holdable-active";Training;Hold items;https://img.pokemondb.net/sprites/items/soothe-bell.png;Soothe Bell;Item
540;Soul Dew;Raises Latias and Latios's Special Attack and Special Defense by 50%.;Increases the power of Psychic- and Dragon-type moves when held by Latios or Latias. Increases Sp.Atk/Sp.Def prior to Gen 7.;holdable;Species Specific;Hold items;https://img.pokemondb.net/sprites/items/soul-dew.png;Soul Dew;Item
541;Spell Tag;Held: Ghost-Type moves from holder do 20% more damage.;Increases the power of Ghost-type moves.;"holdable; holdable-active";Type Enhancement;Hold items;https://img.pokemondb.net/sprites/items/spell-tag.png;Spell Tag;Item
542;Spelon Berry;Used for creating PokéBlocks and Poffins.;A Berry which is very rare in the Unova region. A maniac will buy it for a high price.;;Baking Only;Berries;https://img.pokemondb.net/sprites/items/spelon-berry.png;Spelon Berry;Item
543;Spice Mix;;One of the many ingredients that can be used for cooking at your camp. There are over fifty spices contained within this ingredient’s hot flavor.;;Curry Ingredients;General items;https://img.pokemondb.net/s.png;Spice Mix;Item
544;Splash Plate;Held: Water-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Water.;Increases power of Water-type moves. Changes Arceus' type to Water.;"holdable; holdable-active; underground";Plates;Hold items;https://img.pokemondb.net/sprites/items/splash-plate.png;Splash Plate;Item
545;Spooky Plate;Held: Ghost-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Ghost.;Increases power of Ghost-type moves. Changes Arceus' type to Ghost.;"holdable; holdable-active; underground";Plates;Hold items;https://img.pokemondb.net/sprites/items/spooky-plate.png;Spooky Plate;Item
546;Sport Ball;Tries to catch a Pokémon in the Bug-Catching contest in National Park. (Gen II: Park Ball);A special Poké Ball for the Bug-Catching Contest.;;Standard Balls;Pokeballs;https://img.pokemondb.net/sprites/items/sport-ball.png;Sport Ball;Item
547;Sprinklotad;Waters Berry plants.;A watering can shaped like a Lotad. It helps promote the healthy growth of any Berries planted in good, soft soil.;;Gameplay;General items;https://img.pokemondb.net/sprites/items/sprinklotad.png;Sprinklotad;Item
548;Stable Mulch;Berries stay on the plant for longer than their usual time.;A fertilizer to be spread on soft soil in regions where Berries are grown. A maniac will buy it for a high price.;;Mulch;General items;https://img.pokemondb.net/sprites/items/stable-mulch.png;Stable Mulch;Item
549;Star Piece;Platinum: Trade for one of each color Shard. Black and White: Trade for PP Up. Sell for 4900 Pokédollars, or to Ore Collector for 9800 Pokédollars.;A shard of a pretty gem that sparkles in a red color. It can be sold at a high price to shops.;underground;Loot;General items;https://img.pokemondb.net/sprites/items/star-piece.png;Star Piece;Item
550;Star Sweet;;Evolves Milcery into Star Flavor Alcremie.;;Evolution;Hold items;https://img.pokemondb.net/s.png;Star Sweet;Item
551;Stardust;Sell for 1000 Pokédollars, or to Ore Collector for 2000 Pokédollars.;Lovely, red-colored sand with a loose, silky feel. It can be sold at a high price to shops.;;Loot;General items;https://img.pokemondb.net/sprites/items/stardust.png;Stardust;Item
552;Starf Berry;Held: Consumed at 1/4 max HP to boost a random stat by two stages.;Sharply raises a random stat when HP is low.;holdable-active;In A Pinch;Berries;https://img.pokemondb.net/sprites/items/starf-berry.png;Starf Berry;Item
553;Steel Gem;Held: When the holder uses a damaging steel-type move, the move has 1.5× power and this item is consumed.;Increases the power of a Steel-type move only once.;;Jewels;Hold items;https://img.pokemondb.net/sprites/items/steel-gem.png;Steel Gem;Item
554;Steel Memory;Held: Changes Silvally to its Steel form.  Changes Multi-Attack's type to Steel.;Changes Silvally and its move Multi-Attack to Steel type.;;Memories;Hold items;https://img.pokemondb.net/sprites/items/steel-memory.png;Steel Memory;Item
555;Steelixite;Held: Allows Steelix to Mega Evolve into Mega Steelix.;Enables Steelix to Mega Evolve during battle.;;Mega Stones;Hold items;https://img.pokemondb.net/sprites/items/steelixite.png;Steelixite;Item
556;Sticky Barb;Held: Holder takes 1/8 (12.5%) its max HP at the end of each turn. When the holder is hit by a contact move, the attacking Pokémon takes 1/8 its max HP in damage and receive the item if not holding one.;A held item that damages the holder on every turn. It may latch on to foes and allies that touch the holder.;"holdable; holdable-active";Bad Held Items;Hold items;https://img.pokemondb.net/sprites/items/sticky-barb.png;Sticky Barb;Item
557;Stone Plate;Held: Rock-Type moves from holder do 20% more damage. Changes Arceus's and Judgment's type to Rock.;Increases power of Rock-type moves. Changes Arceus' type to Rock.;"holdable; holdable-active; underground";Plates;Hold items;https://img.pokemondb.net/sprites/items/stone-plate.png;Stone Plate;Item
558;Strange Souvenir;Vendor trash.;An ornament depicting a Pokémon that is venerated as a protector in some region far from Kalos.;;Loot;General items;https://img.pokemondb.net/sprites/items/strange-souvenir.png;Strange Souvenir;Item
559;Strawberry Sweet;;Evolves Milcery into Strawberry Flavor Alcremie.;;Evolution;Hold items;https://img.pokemondb.net/s.png;Strawberry Sweet;Item
560;Stretchy Spring;;;;Loot;General items;https://img.pokemondb.net/s.png;Stretchy Spring;Item
561;Sun Stone;Evolves a Cottonee into Whimsicott, a Gloom into Bellossom, a Petilil into Lilligant, or a Sunkern into Sunflora.;Evolves certain species of Pokémon.;underground;Evolution;General items;https://img.pokemondb.net/sprites/items/sun-stone.png;Sun Stone;Item
562;Super Lure;;Attracts Pokémon in the wild.;;Spelunking;General items;https://img.pokemondb.net/s.png;Super Lure;Item
563;Super Potion;Restores 50 HP.;Restores 60 HP.;"countable; consumable; usable-overworld; usable-in-battle; holdable";Healing;Medicine;https://img.pokemondb.net/sprites/items/super-potion.png;Super Potion;Item
564;Super Repel;For 200 steps, prevents wild encounters of level lower than your party's lead Pokémon.;An item that prevents weak wild Pokémon from appearing for 200 steps after its use.;;Spelunking;General items;https://img.pokemondb.net/sprites/items/super-repel.png;Super Repel;Item
565;Swampertite;Held: Allows Swampert to Mega Evolve into Mega Swampert.;Enables Swampert to Mega Evolve during battle.;;Mega Stones;Hold items;https://img.pokemondb.net/sprites/items/swampertite.png;Swampertite;Item
566;Sweet Apple;;Evolves Applin into Appletun.;;Evolution;Hold items;https://img.pokemondb.net/s.png;Sweet Apple;Item
567;Sweet Heart;Restores 20 HP.;Very sweet chocolate. It restores the HP of one Pokémon by only 20 points.;;Healing;Medicine;https://img.pokemondb.net/sprites/items/sweet-heart.png;Sweet Heart;Item
568;Swift Wing;Increases Speed effort by 1.;Increases Speed EVs by 1.;;Vitamins;Medicine;https://img.pokemondb.net/sprites/items/swift-wing.png;Swift Wing;Item
569;Tamato Berry;Drops Speed Effort Values by 10 and raises happiness.;Increases Friendship but lowers Speed EVs.;;Effort Drop;Berries;https://img.pokemondb.net/sprites/items/tamato-berry.png;Tamato Berry;Item
570;Tanga Berry;Held: Consumed when struck by a super-effective Bug-type attack to halve the damage.;Weakens a supereffective Bug-type attack against the holding Pokémon.;holdable-active;Type Protection;Berries;https://img.pokemondb.net/sprites/items/tanga-berry.png;Tanga Berry;Item
571;Tart Apple;;Evolves Applin into Flapple.;;Evolution;Hold items;https://img.pokemondb.net/s.png;Tart Apple;Item
