Nature,HP/Atk/Def/SpA/SpD/Spe,Use_Percentage (%),Pokemon
Adamant,220/116/12/0/4/156,0.033%,Drednaw
Adamant,112/252/0/0/4/140,0.001%,Drednaw
Adamant,0/252/0/4/0/252,0.001%,Drednaw
Hardy,100/140/68/0/84/116,0.000%,Drednaw
Hardy,128/252/124/0/0/0,0.000%,Drednaw
Careful,252/252/0/0/4/0,0.000%,Drednaw
Naughty,252/132/124/0/0/0,0.000%,Drednaw
Jolly,0/252/0/0/172/84,0.000%,Drednaw
Jolly,0/188/100/0/100/116,0.000%,Drednaw
Serious,188/196/0/0/0/124,0.000%,Drednaw
Adamant,252/252/0/4/0/0,0.000%,Drednaw
Hardy,252/211/0/0/0/0,0.000%,Drednaw
Modest,252/0/0/252/4/0,31.374%,Heatran
Timid,20/0/4/252/12/220,25.650%,Heatran
Calm,244/0/4/4/188/24,12.569%,Heatran
Modest,0/0/0/252/4/252,6.944%,Heatran
Bold,236/0/252/20/0/0,6.568%,Heatran
Modest,252/0/4/252/0/0,3.680%,Heatran
Bold,252/0/44/212/0/0,2.977%,Heatran
Modest,0/0/140/252/116/0,2.287%,Heatran
Modest,76/0/84/252/52/40,1.364%,Heatran
Modest,68/0/4/236/4/196,1.162%,Heatran
Timid,4/0/0/252/0/252,0.858%,Heatran
Calm,252/0/36/216/0/0,0.818%,Heatran
Calm,252/0/0/0/136/120,0.703%,Heatran
Modest,188/0/12/156/12/140,0.626%,Heatran
Modest,180/0/132/68/4/124,0.536%,Heatran
Modest,252/0/0/252/0/4,0.455%,Heatran
Modest,4/0/0/252/0/252,0.271%,Heatran
Quiet,252/0/4/252/0/0,0.269%,Heatran
Bold,124/0/180/20/180/0,0.220%,Heatran
Quiet,252/0/0/252/4/0,0.204%,Heatran
Sassy,252/0/180/0/76/0,82.886%,Clefable
Calm,252/0/0/4/252/0,4.436%,Clefable
Calm,252/0/148/4/100/0,2.761%,Clefable
Calm,252/0/4/0/252/0,2.583%,Clefable
Bold,252/0/132/0/124/0,2.012%,Clefable
Bold,252/0/252/4/0/0,1.443%,Clefable
Bold,252/0/4/0/252/0,1.439%,Clefable
Relaxed,252/0/252/0/4/0,0.573%,Clefable
Modest,252/0/0/252/4/0,0.515%,Clefable
Hardy,252/0/4/252/0/0,0.360%,Clefable
Hardy,242/0/116/128/20/0,0.165%,Clefable
Hardy,136/0/116/156/0/0,0.148%,Clefable
Sassy,252/0/4/0/252/0,0.132%,Clefable
Serious,52/200/4/0/252/0,0.112%,Clefable
Bold,252/0/252/0/4/0,0.059%,Clefable
Bold,4/0/252/0/252/0,0.052%,Clefable
Sassy,252/4/0/0/252/0,0.049%,Clefable
Hardy,252/0/132/0/116/0,0.047%,Clefable
Modest,4/0/252/0/252/0,0.037%,Clefable
Bold,252/0/132/0/120/0,0.030%,Clefable
Bold,180/0/156/0/172/0,39.147%,Appletun
Bold,180/0/204/0/124/0,26.145%,Appletun
Modest,252/0/0/252/4/0,19.609%,Appletun
Calm,252/0/0/4/252/0,7.314%,Appletun
Sassy,196/0/156/0/156/0,3.083%,Appletun
Quiet,252/4/60/132/60/0,1.691%,Appletun
Quiet,252/0/0/252/4/0,0.923%,Appletun
Sassy,252/4/0/0/252/0,0.845%,Appletun
Hardy,164/0/156/84/100/0,0.307%,Appletun
Brave,76/236/148/0/44/0,0.234%,Appletun
Hardy,252/0/0/4/252/0,0.141%,Appletun
Sassy,252/0/0/252/4/0,0.129%,Appletun
Brave,252/132/60/0/60/0,0.112%,Appletun
Sassy,252/0/0/4/252/0,0.079%,Appletun
Modest,4/0/0/252/252/0,0.078%,Appletun
Sassy,248/0/0/8/252/0,0.056%,Appletun
Bold,252/0/252/0/0/4,0.053%,Appletun
Relaxed,4/0/252/252/0/0,0.020%,Appletun
Adamant,76/220/44/0/44/124,0.009%,Appletun
Calm,244/0/0/12/252/0,0.008%,Appletun
Adamant,0/252/0/0/4/252,41.604%,Bisharp
Adamant,252/252/0/0/4/0,38.534%,Bisharp
Adamant,0/252/4/0/0/252,6.689%,Bisharp
Adamant,4/252/252/0/0/0,3.974%,Bisharp
Jolly,0/252/0/0/4/252,2.777%,Bisharp
Adamant,4/252/0/0/0/252,2.422%,Bisharp
Jolly,0/252/0/0/0/252,1.946%,Bisharp
Hardy,1/0/0/0/0/0,1.157%,Bisharp
Brave,252/252/0/0/4/0,0.121%,Bisharp
Jolly,0/4/252/0/0/252,0.105%,Bisharp
Adamant,0/252/0/0/4/0,0.105%,Bisharp
Careful,0/252/132/0/124/0,0.095%,Bisharp
Hardy,80/252/76/0/0/96,0.084%,Bisharp
Jolly,0/252/4/0/0/252,0.079%,Bisharp
Jolly,4/116/220/0/76/88,0.061%,Bisharp
Jolly,4/0/0/0/252/252,0.061%,Bisharp
Adamant,4/252/0/0/252/0,0.059%,Bisharp
Impish,252/4/252/0/0/0,0.056%,Bisharp
Adamant,68/252/0/0/0/188,0.026%,Bisharp
Impish,252/0/132/0/124/0,0.013%,Bisharp
Bold,220/0/252/0/36/0,65.014%,Registeel
Bold,252/0/156/0/100/0,10.380%,Registeel
Impish,252/0/252/0/4/0,10.004%,Registeel
Impish,252/0/148/0/108/0,5.969%,Registeel
Careful,252/4/0/0/252/0,2.031%,Registeel
Adamant,252/100/108/0/44/0,1.696%,Registeel
Impish,220/0/252/0/36/0,1.685%,Registeel
Calm,252/0/124/0/128/0,1.684%,Registeel
Bold,4/0/252/0/252/0,0.734%,Registeel
Relaxed,252/0/236/0/20/0,0.643%,Registeel
Brave,252/0/124/0/128/0,0.065%,Registeel
Bold,252/0/252/0/4/0,0.049%,Registeel
Careful,252/252/0/0/4/0,0.020%,Registeel
Serious,164/0/172/0/172/2,0.013%,Registeel
Bold,188/0/236/0/0/84,0.006%,Registeel
Adamant,4/252/252/0/0/0,0.004%,Registeel
Calm,252/0/60/0/196/0,0.003%,Registeel
Sassy,252/4/0/0/252/0,0.001%,Registeel
Bold,252/0/204/0/52/0,0.001%,Registeel
Impish,252/40/164/0/52/0,0.000%,Registeel
Adamant,220/76/20/0/180/12,24.724%,Rhyperior
Sassy,4/252/0/0/252/0,16.064%,Rhyperior
Sassy,76/252/52/4/124/0,14.640%,Rhyperior
Adamant,252/252/0/0/4/0,14.179%,Rhyperior
Brave,0/156/148/0/204/0,10.016%,Rhyperior
Brave,252/252/0/0/4/0,7.258%,Rhyperior
Adamant,0/252/0/0/4/252,6.738%,Rhyperior
Sassy,252/252/0/0/4/0,2.055%,Rhyperior
Modest,252/0/0/0/252/0,1.114%,Rhyperior
Brave,92/252/0/0/164/0,0.956%,Rhyperior
Brave,252/252/4/0/0/0,0.545%,Rhyperior
Jolly,0/252/0/0/4/252,0.435%,Rhyperior
Brave,0/252/252/0/4/0,0.404%,Rhyperior
Adamant,0/252/0/0/0/252,0.205%,Rhyperior
Adamant,252/252/0/0/0/4,0.128%,Rhyperior
Jolly,4/252/0/0/0/252,0.091%,Rhyperior
Brave,54/31/36/0/31/0,0.077%,Rhyperior
Brave,68/0/252/0/188/0,0.066%,Rhyperior
Adamant,252/252/4/0/0/0,0.039%,Rhyperior
Adamant,4/252/0/0/252/0,0.038%,Rhyperior
Impish,252/4/252/0/0/0,60.433%,Stonjourner
Impish,252/0/0/0/252/4,17.236%,Stonjourner
Jolly,204/0/0/0/52/252,7.254%,Stonjourner
Adamant,0/252/0/0/4/252,3.710%,Stonjourner
Adamant,0/252/0/0/0/252,3.692%,Stonjourner
Hardy,252/4/252/0/0/0,2.699%,Stonjourner
Relaxed,252/0/252/0/4/0,2.214%,Stonjourner
Bold,252/0/252/0/4/0,1.084%,Stonjourner
Jolly,4/252/0/0/0/252,0.544%,Stonjourner
Careful,4/0/0/0/252/252,0.514%,Stonjourner
Hardy,196/28/196/0/0/84,0.407%,Stonjourner
Adamant,0/252/180/0/72/0,0.145%,Stonjourner
Impish,252/0/252/0/4/0,0.036%,Stonjourner
Jolly,0/252/4/0/0/252,0.019%,Stonjourner
Careful,4/252/0/0/252/0,0.008%,Stonjourner
Adamant,252/252/0/0/4/0,0.004%,Stonjourner
Jolly,0/252/0/0/4/252,0.001%,Stonjourner
Impish,0/10/244/0/0/248,0.000%,Stonjourner
Impish,208/48/252/0/0/0,0.000%,Stonjourner
Jolly,188/4/68/0/60/188,0.000%,Stonjourner
Jolly,28/248/0/0/4/228,91.561%,Electivire
Jolly,0/252/0/0/0/252,4.130%,Electivire
Lonely,0/252/0/4/0/252,1.873%,Electivire
Jolly,4/252/0/0/0/252,1.173%,Electivire
Jolly,28/252/4/0/4/220,0.664%,Electivire
Adamant,0/252/0/0/4/252,0.240%,Electivire
Adamant,252/252/0/0/0/0,0.114%,Electivire
Adamant,0/252/0/0/0/252,0.054%,Electivire
Brave,100/252/148/0/4/0,0.051%,Electivire
Adamant,248/248/0/0/0/12,0.047%,Electivire
Jolly,180/252/0/0/0/76,0.046%,Electivire
Hardy,164/0/0/252/0/92,0.017%,Electivire
Hasty,0/252/0/4/0/252,0.011%,Electivire
Adamant,88/252/148/0/20/0,0.008%,Electivire
Adamant,4/252/0/0/0/252,0.005%,Electivire
Adamant,20/252/4/0/4/228,0.003%,Electivire
Hardy,0/248/4/252/0/0,0.001%,Electivire
Modest,0/0/0/252/4/252,0.001%,Electivire
Adamant,132/252/124/0/0/0,0.000%,Electivire
Hardy,0/252/0/0/0/252,0.000%,Electivire
Adamant,252/248/0/0/0/0,40.108%,Leafeon
Adamant,0/252/0/0/4/252,24.783%,Leafeon
Jolly,84/196/0/0/0/228,19.293%,Leafeon
Jolly,4/252/92/0/20/140,5.687%,Leafeon
Jolly,0/252/0/0/4/252,5.337%,Leafeon
Jolly,252/36/0/0/76/140,2.636%,Leafeon
Adamant,236/252/0/0/0/20,0.588%,Leafeon
Hardy,68/236/4/0/4/196,0.248%,Leafeon
Adamant,68/252/0/0/0/188,0.235%,Leafeon
Naughty,0/252/0/4/0/252,0.171%,Leafeon
Jolly,118/252/0/0/0/140,0.151%,Leafeon
Adamant,0/252/4/0/0/252,0.135%,Leafeon
Jolly,0/252/4/0/0/252,0.130%,Leafeon
Adamant,252/252/0/0/4/0,0.118%,Leafeon
Jolly,4/252/0/0/0/252,0.094%,Leafeon
Hardy,132/0/124/0/0/252,0.075%,Leafeon
Adamant,0/252/252/0/0/0,0.065%,Leafeon
Adamant,4/252/0/0/0/252,0.056%,Leafeon
Impish,220/12/76/0/4/196,0.048%,Leafeon
Adamant,0/252/0/0/0/252,0.021%,Leafeon
Quiet,252/0/0/236/20/0,31.662%,Abomasnow
Adamant,252/252/0/0/4/0,24.453%,Abomasnow
Timid,36/0/0/252/0/220,19.107%,Abomasnow
Modest,252/0/0/252/4/0,15.852%,Abomasnow
Quiet,252/4/0/252/0/0,7.756%,Abomasnow
Modest,4/0/252/0/252/0,0.491%,Abomasnow
Relaxed,252/0/252/0/4/0,0.239%,Abomasnow
Quiet,252/60/0/108/86/0,0.103%,Abomasnow
Quiet,232/0/0/252/24/0,0.068%,Abomasnow
Quiet,252/0/4/252/0/0,0.058%,Abomasnow
Hardy,252/4/0/252/0/0,0.055%,Abomasnow
Quiet,252/0/0/252/4/0,0.047%,Abomasnow
Modest,0/0/0/252/4/252,0.036%,Abomasnow
Modest,252/0/0/156/100/0,0.027%,Abomasnow
Sassy,252/4/0/0/252/0,0.023%,Abomasnow
Careful,252/4/0/0/252/0,0.008%,Abomasnow
Brave,248/252/0/8/0/0,0.007%,Abomasnow
Calm,252/0/0/4/252/0,0.004%,Abomasnow
Modest,0/0/52/204/252/0,0.002%,Abomasnow
Calm,252/0/0/0/252/0,0.001%,Abomasnow
Adamant,140/252/4/0/4/108,48.091%,Diggersby
Adamant,4/252/0/0/0/252,40.528%,Diggersby
Jolly,4/252/0/0/0/252,11.074%,Diggersby
Adamant,244/252/0/0/12/0,0.196%,Diggersby
Jolly,0/252/0/0/0/252,0.093%,Diggersby
Hardy,0/252/0/0/4/252,0.019%,Diggersby
Adamant,12/240/0/0/0/252,0.000%,Diggersby
Brave,156/252/100/0/0/0,0.000%,Diggersby
Adamant,0/252/0/0/0/252,0.000%,Diggersby
Timid,252/0/116/0/124/12,0.000%,Diggersby
Adamant,128/128/0/0/0/252,0.000%,Diggersby
Jolly,0/252/4/0/0/252,0.000%,Diggersby
Impish,252/0/252/0/4/0,0.000%,Diggersby
Adamant,0/252/76/0/76/104,0.000%,Diggersby
Jolly,0/252/0/0/4/252,0.000%,Diggersby
Adamant,100/252/0/0/0/156,0.000%,Diggersby
Careful,252/0/4/0/252/0,0.000%,Diggersby
Jolly,0/252/0/0/12/244,0.000%,Diggersby
Hardy,124/252/0/0/0/132,0.000%,Diggersby
Hardy,36/152/60/152/56/48,0.000%,Diggersby
Adamant,248/252/0/0/8/0,17.320%,Giratina Altered Forme
Jolly,4/252/0/0/0/252,14.957%,Giratina Altered Forme
Impish,116/0/156/0/236/0,12.067%,Giratina Altered Forme
Adamant,4/252/124/0/124/4,11.096%,Giratina Altered Forme
Naughty,0/236/0/252/0/20,7.198%,Giratina Altered Forme
Modest,252/0/0/236/0/20,6.335%,Giratina Altered Forme
Bold,220/0/60/116/84/28,6.014%,Giratina Altered Forme
Bold,244/0/116/124/4/20,5.990%,Giratina Altered Forme
Quiet,252/0/0/76/180/0,5.216%,Giratina Altered Forme
Modest,28/0/0/252/0/228,3.573%,Giratina Altered Forme
Bold,248/0/0/8/252/0,2.109%,Giratina Altered Forme
Bold,252/0/164/0/92/0,1.731%,Giratina Altered Forme
Jolly,0/252/0/0/4/252,1.608%,Giratina Altered Forme
Calm,0/0/196/156/156/0,0.996%,Giratina Altered Forme
Modest,4/0/0/252/0/252,0.699%,Giratina Altered Forme
Adamant,252/252/0/0/0/4,0.665%,Giratina Altered Forme
Careful,252/44/164/0/44/0,0.634%,Giratina Altered Forme
Adamant,252/252/0/0/4/0,0.236%,Giratina Altered Forme
Modest,252/0/0/252/4/0,0.231%,Giratina Altered Forme
Modest,0/0/196/0/188/124,0.185%,Giratina Altered Forme
Timid,252/0/0/0/4/252,84.987%,Swoobat
Timid,252/0/0/4/0/252,9.757%,Swoobat
Timid,0/0/0/252/4/252,3.099%,Swoobat
Timid,60/0/92/0/98/252,1.748%,Swoobat
Modest,0/0/0/252/4/252,0.408%,Swoobat
Hardy,84/0/0/0/0/0,0.000%,Swoobat
Timid,252/0/4/0/0/252,0.000%,Swoobat
Modest,228/0/12/180/4/84,0.000%,Swoobat
Hardy,68/0/100/0/88/252,0.000%,Swoobat
Jolly,0/252/0/0/0/228,0.000%,Swoobat
Jolly,252/4/0/0/0/252,0.000%,Swoobat
Modest,4/0/0/252/0/252,0.000%,Swoobat
Hardy,252/0/0/0/4/252,0.000%,Swoobat
Jolly,116/252/0/0/0/140,0.000%,Swoobat
Timid,0/0/0/0/0/252,0.000%,Swoobat
Timid,0/0/0/252/0/252,0.000%,Swoobat
Jolly,252/0/4/0/0/252,0.000%,Swoobat
Calm,4/0/0/0/252/252,0.000%,Swoobat
Timid,4/0/0/252/0/252,0.000%,Swoobat
Modest,252/0/0/252/4/0,0.000%,Swoobat
Jolly,252/252/0/0/0/4,40.723%,Corviknight
Impish,252/4/252/0/0/0,18.578%,Corviknight
Relaxed,4/0/252/0/252/0,9.693%,Corviknight
Impish,252/0/196/0/60/0,8.016%,Corviknight
Careful,252/4/0/0/252/0,5.041%,Corviknight
Impish,252/12/4/0/172/68,3.637%,Corviknight
Impish,252/0/252/0/4/0,2.890%,Corviknight
Adamant,252/60/0/0/0/196,2.057%,Corviknight
Adamant,252/150/100/0/0/0,1.342%,Corviknight
Careful,252/0/28/0/136/88,1.009%,Corviknight
Adamant,0/160/252/0/96/0,1.005%,Corviknight
Impish,252/84/92/0/60/20,0.799%,Corviknight
Bold,252/0/252/4/0/0,0.677%,Corviknight
Careful,212/0/0/0/252/44,0.672%,Corviknight
Careful,252/0/4/0/252/0,0.612%,Corviknight
Impish,220/0/252/0/36/0,0.583%,Corviknight
Jolly,0/252/0/0/4/252,0.514%,Corviknight
Adamant,252/92/0/0/164/0,0.497%,Corviknight
Impish,252/4/124/0/128/0,0.448%,Corviknight
Adamant,252/252/0/0/4/0,0.285%,Corviknight
Modest,244/0/0/252/12/0,47.850%,Vikavolt
Quiet,252/0/0/212/44/0,34.871%,Vikavolt
Quiet,252/0/0/252/4/0,6.840%,Vikavolt
Modest,40/0/52/252/136/24,2.622%,Vikavolt
Quiet,252/0/0/236/20/0,2.327%,Vikavolt
Modest,236/0/60/196/12/4,1.636%,Vikavolt
Timid,0/0/4/252/0/252,1.140%,Vikavolt
Quiet,0/0/0/252/4/0,1.108%,Vikavolt
Quiet,244/0/0/252/12/0,0.805%,Vikavolt
Quiet,0/0/156/148/200/0,0.319%,Vikavolt
Quiet,252/0/0/76/180/0,0.176%,Vikavolt
Modest,252/0/0/252/4/0,0.154%,Vikavolt
Quiet,252/0/4/252/0/0,0.076%,Vikavolt
Timid,252/0/0/252/4/0,0.071%,Vikavolt
Quiet,236/0/20/252/0/0,0.003%,Vikavolt
Modest,0/0/0/252/4/252,0.002%,Vikavolt
Modest,188/0/0/252/0/68,0.000%,Vikavolt
Quiet,188/0/4/252/64/0,0.000%,Vikavolt
Quiet,0/0/84/252/172/0,0.000%,Vikavolt
Quiet,252/0/0/252/0/0,0.000%,Vikavolt
Jolly,4/252/0/0/0/252,71.069%,Durant
Jolly,0/252/0/0/4/252,13.976%,Durant
Jolly,20/144/4/0/148/192,13.296%,Durant
Adamant,4/252/0/0/0/252,1.285%,Durant
Jolly,0/252/4/0/0/252,0.253%,Durant
Jolly,0/0/252/0/0/0,0.095%,Durant
Jolly,0/0/252/0/0/252,0.024%,Durant
Jolly,0/252/52/0/76/124,0.002%,Durant
Hardy,252/0/4/0/0/252,0.000%,Durant
Hardy,0/4/252/0/0/252,0.000%,Durant
Jolly,0/252/252/0/4/0,0.000%,Durant
Jolly,0/0/252/0/4/252,0.000%,Durant
Jolly,60/252/12/0/0/180,0.000%,Durant
Careful,0/0/124/0/128/252,0.000%,Durant
Careful,0/0/252/0/252/0,0.000%,Durant
Jolly,4/0/252/0/0/252,0.000%,Durant
Jolly,0/0/0/0/252/252,0.000%,Durant
Hardy,252/0/132/0/124/0,0.000%,Durant
Naughty,0/252/4/0/0/252,0.000%,Durant
Adamant,252/0/252/0/0/0,0.000%,Durant
Bold,252/0/236/0/20/0,29.484%,Cresselia
Calm,252/0/0/4/252/0,17.178%,Cresselia
Calm,228/0/124/0/156/0,7.767%,Cresselia
Calm,252/0/92/0/164/0,6.653%,Cresselia
Calm,252/0/100/0/156/0,6.189%,Cresselia
Bold,196/0/140/0/172/0,4.673%,Cresselia
Modest,252/0/0/252/4/0,3.822%,Cresselia
Calm,252/0/36/0/220/0,3.716%,Cresselia
Bold,252/0/252/0/4/0,3.307%,Cresselia
Sassy,252/0/252/0/4/0,1.981%,Cresselia
Sassy,252/0/0/4/252/0,1.973%,Cresselia
Bold,236/0/244/0/28/0,1.716%,Cresselia
Calm,4/0/252/0/252/0,1.700%,Cresselia
Sassy,252/0/4/0/252/0,1.545%,Cresselia
Hardy,0/0/252/4/252/0,1.495%,Cresselia
Timid,164/0/172/0/172/0,1.370%,Cresselia
Bold,252/0/4/0/252/0,0.940%,Cresselia
Bold,0/0/252/4/252/0,0.774%,Cresselia
Relaxed,252/0/196/0/60/0,0.601%,Cresselia
Calm,252/0/20/0/236/0,0.524%,Cresselia
Modest,252/0/4/252/0/0,97.290%,Mr. Rime
Calm,252/0/4/0/252/0,1.191%,Mr. Rime
Quiet,138/83/108/175/0/0,1.033%,Mr. Rime
Modest,44/0/84/220/4/156,0.210%,Mr. Rime
Impish,252/0/252/0/4/0,0.203%,Mr. Rime
Calm,252/0/148/4/100/4,0.037%,Mr. Rime
Quiet,196/0/0/108/204/0,0.029%,Mr. Rime
Calm,0/0/0/252/252/0,0.005%,Mr. Rime
Jolly,0/252/0/0/4/252,0.001%,Mr. Rime
Modest,252/0/116/140/0/0,0.001%,Mr. Rime
Modest,252/0/204/52/0/0,0.000%,Mr. Rime
Quiet,248/0/0/252/8/0,0.000%,Mr. Rime
Modest,252/0/4/236/4/12,0.000%,Mr. Rime
Hardy,0/4/252/0/0/252,0.000%,Mr. Rime
Timid,36/0/0/252/0/220,0.000%,Mr. Rime
Bold,252/0/116/0/140/0,0.000%,Mr. Rime
Bold,252/0/252/0/0/4,0.000%,Mr. Rime
Timid,0/0/4/252/0/252,0.000%,Mr. Rime
Quiet,252/0/0/252/4/0,0.000%,Mr. Rime
Timid,0/4/0/252/0/252,0.000%,Mr. Rime
Quiet,252/0/4/252/0/0,93.167%,Wishiwashi Solo Form
Brave,252/252/4/0/0/0,6.763%,Wishiwashi Solo Form
Brave,244/252/0/0/12/0,0.049%,Wishiwashi Solo Form
Sassy,252/0/0/4/252/0,0.012%,Wishiwashi Solo Form
Quiet,244/0/0/252/12/0,0.008%,Wishiwashi Solo Form
Adamant,244/252/0/0/0/0,0.001%,Wishiwashi Solo Form
Relaxed,252/0/44/84/124/0,0.001%,Wishiwashi Solo Form
Lonely,244/252/0/12/0/0,0.000%,Wishiwashi Solo Form
Calm,244/0/0/12/252/0,0.000%,Wishiwashi Solo Form
Hardy,252/252/4/0/0/0,0.000%,Wishiwashi Solo Form
Quiet,248/8/0/252/0/0,0.000%,Wishiwashi Solo Form
Brave,208/252/44/0/4/0,0.000%,Wishiwashi Solo Form
Adamant,252/252/0/0/4/0,0.000%,Wishiwashi Solo Form
Rash,76/0/0/180/0/252,0.000%,Wishiwashi Solo Form
Relaxed,252/4/252/0/0/0,0.000%,Wishiwashi Solo Form
Hardy,0/0/252/252/0/0,0.000%,Wishiwashi Solo Form
Modest,252/0/0/252/4/0,0.000%,Wishiwashi Solo Form
Brave,212/140/0/156/0/0,0.000%,Wishiwashi Solo Form
Brave,252/252/0/0/4/0,0.000%,Wishiwashi Solo Form
Relaxed,0/0/4/252/252/0,0.000%,Wishiwashi Solo Form
Adamant,252/252/0/0/4/0,47.744%,Conkeldurr
Brave,252/252/0/0/4/0,12.640%,Conkeldurr
Brave,252/252/4/0/0/0,9.489%,Conkeldurr
Adamant,0/252/0/0/0/252,6.339%,Conkeldurr
Brave,60/252/0/0/196/0,6.293%,Conkeldurr
Brave,0/252/4/0/252/0,3.660%,Conkeldurr
Brave,68/252/0/0/188/0,3.558%,Conkeldurr
Adamant,0/252/4/0/252/0,3.371%,Conkeldurr
Adamant,120/252/0/0/116/20,2.343%,Conkeldurr
Brave,140/252/0/0/116/0,1.409%,Conkeldurr
Adamant,252/252/4/0/0/0,0.607%,Conkeldurr
Brave,156/252/0/0/100/0,0.520%,Conkeldurr
Hardy,252/252/0/0/4/0,0.475%,Conkeldurr
Jolly,4/252/0/0/0/252,0.290%,Conkeldurr
Adamant,108/252/28/0/120/0,0.249%,Conkeldurr
Brave,252/172/4/0/76/0,0.195%,Conkeldurr
Adamant,188/252/0/0/68/0,0.192%,Conkeldurr
Adamant,4/252/252/0/0/0,0.093%,Conkeldurr
Adamant,0/252/0/0/76/180,0.084%,Conkeldurr
Adamant,140/228/140/0/0/0,0.075%,Conkeldurr
Timid,252/0/0/4/0/252,46.681%,Boltund
Timid,4/0/0/252/0/252,46.123%,Boltund
Timid,6/0/0/252/0/252,3.528%,Boltund
Naive,4/0/0/252/0/252,2.954%,Boltund
Jolly,4/252/0/0/0/252,0.384%,Boltund
Hasty,4/0/0/252/0/252,0.257%,Boltund
Timid,0/0/0/252/0/252,0.042%,Boltund
Hasty,244/12/0/0/0/252,0.014%,Boltund
Hardy,4/252/0/0/0/252,0.007%,Boltund
Naive,0/0/4/252/0/252,0.003%,Boltund
Modest,0/0/4/252/0/252,0.003%,Boltund
Timid,0/0/4/252/0/252,0.002%,Boltund
Timid,0/0/0/252/4/252,0.002%,Boltund
Jolly,252/4/0/0/0/252,0.001%,Boltund
Timid,68/0/4/180/4/252,0.000%,Boltund
Timid,104/0/0/188/0/216,0.000%,Boltund
Hardy,132/100/28/108/60/80,0.000%,Boltund
Adamant,0/252/0/252/0/0,0.000%,Boltund
Serious,4/0/0/252/0/0,0.000%,Boltund
Timid,0/4/0/252/0/252,0.000%,Boltund
Jolly,0/252/0/0/4/252,64.803%,Terrakion
Jolly,68/252/4/0/4/180,18.083%,Terrakion
Jolly,4/252/0/0/0/252,5.377%,Terrakion
Hasty,0/252/0/4/0/252,4.365%,Terrakion
Jolly,28/252/28/0/4/196,3.364%,Terrakion
Adamant,0/252/0/0/4/252,2.390%,Terrakion
Careful,0/0/252/0/252/0,0.519%,Terrakion
Jolly,0/252/4/0/0/252,0.352%,Terrakion
Adamant,252/0/124/0/128/0,0.350%,Terrakion
Jolly,92/132/28/0/4/252,0.244%,Terrakion
Jolly,108/84/76/0/68/172,0.045%,Terrakion
Hardy,4/0/124/0/126/252,0.024%,Terrakion
Jolly,68/156/36/0/12/236,0.024%,Terrakion
Timid,4/252/0/0/0/252,0.023%,Terrakion
Jolly,0/4/0/0/252/252,0.020%,Terrakion
Impish,0/252/252/0/0/0,0.009%,Terrakion
Jolly,0/252/0/0/0/252,0.002%,Terrakion
Jolly,6/252/0/0/0/252,0.002%,Terrakion
Hardy,0/252/0/0/0/252,0.001%,Terrakion
Hardy,4/252/0/0/0/252,0.001%,Terrakion
Adamant,132/252/4/0/36/84,44.248%,Cobalion
Jolly,4/252/0/0/0/252,20.478%,Cobalion
Jolly,0/252/0/0/4/252,14.046%,Cobalion
Jolly,36/180/36/0/60/196,9.785%,Cobalion
Jolly,76/228/0/0/0/204,5.285%,Cobalion
Jolly,28/252/4/0/4/220,1.711%,Cobalion
Adamant,196/236/4/0/20/52,1.359%,Cobalion
Jolly,4/192/0/0/60/252,0.952%,Cobalion
Adamant,84/172/4/0/12/236,0.701%,Cobalion
Jolly,4/0/252/0/0/252,0.300%,Cobalion
Jolly,4/164/52/0/36/252,0.286%,Cobalion
Adamant,4/252/0/0/0/252,0.213%,Cobalion
Adamant,212/252/4/0/28/12,0.204%,Cobalion
Jolly,4/244/4/0/4/252,0.135%,Cobalion
Jolly,252/0/0/0/4/252,0.094%,Cobalion
Adamant,0/252/148/0/4/100,0.037%,Cobalion
Jolly,0/252/252/0/0/0,0.035%,Cobalion
Adamant,252/252/0/0/4/0,0.035%,Cobalion
Careful,252/164/4/0/68/20,0.025%,Cobalion
Jolly,4/0/0/252/0/252,0.024%,Cobalion
Jolly,4/252/0/0/0/252,28.283%,Black Kyurem
Adamant,116/252/4/0/124/12,25.117%,Black Kyurem
Adamant,148/236/124/0/0/0,18.370%,Black Kyurem
Adamant,4/252/0/0/0/252,7.281%,Black Kyurem
Adamant,180/252/0/0/76/0,6.009%,Black Kyurem
Lax,244/12/252/0/0/0,3.153%,Black Kyurem
Modest,220/0/100/60/124/4,2.229%,Black Kyurem
Adamant,220/252/0/0/0/36,2.142%,Black Kyurem
Brave,88/252/84/0/84/0,1.484%,Black Kyurem
Adamant,244/252/0/0/12/0,1.347%,Black Kyurem
Timid,4/0/0/252/0/252,1.321%,Black Kyurem
Naive,0/0/0/252/0/252,1.024%,Black Kyurem
Jolly,0/252/0/0/4/252,0.714%,Black Kyurem
Adamant,252/252/0/0/0/4,0.685%,Black Kyurem
Adamant,4/252/0/0/252/0,0.275%,Black Kyurem
Quiet,20/0/4/252/204/28,0.193%,Black Kyurem
Jolly,4/252/4/0/20/228,0.110%,Black Kyurem
Naughty,156/252/0/0/100/0,0.053%,Black Kyurem
Serious,248/0/0/112/88/60,0.046%,Black Kyurem
Jolly,132/120/0/0/0/252,0.034%,Black Kyurem
Modest,4/0/0/252/0/252,82.972%,Mantine
Modest,68/0/0/252/0/188,10.152%,Mantine
Timid,4/0/0/252/0/252,5.072%,Mantine
