,Pokemon,Move,Type,Use_Percentage (%)
3589,Steelix,Iron Head,steel,93.224%
3590,Steelix,Body Press,fighting,92.580%
3591,Steelix,High Horsepower,ground,67.397%
3592,Steelix,Earthquake,ground,30.194%
3593,Steelix,Rock Slide,rock,4.941%
3594,Steelix,Other,,18.141%
3595,Noctowl,Roost,flying,91.575%
3596,Noctowl,Hurricane,flying,90.912%
3597,Noctowl,Protect,normal,87.569%
3598,Noctowl,Hyper Voice,normal,65.412%
3599,Noctowl,Nasty Plot,dark,31.279%
3600,Noctowl,Dream Eater,psychic,6.179%
3601,Noctowl,Calm Mind,psychic,5.982%
3602,Noctowl,Heat Wave,fire,5.764%
3603,Noctowl,Other,,15.326%
3604,Corsola,Liquidation,water,99.994%
3605,Corsola,Head Smash,rock,99.994%
3606,Corsola,Protect,normal,99.994%
3607,Corsola,Throat Chop,dark,94.336%
3608,Corsola,Other,,5.680%
3609,Mime Jr.,Skill Swap,psychic,99.870%
3610,Mime Jr.,Protect,normal,99.479%
3611,Mime Jr.,Taunt,dark,96.890%
3612,Mime Jr.,Trick Room,psychic,91.199%
3613,Mime Jr.,Other,,12.562%
3614,Gourgeist-Large,Power Whip,grass,100.000%
3615,Gourgeist-Large,Trick Room,psychic,99.986%
3616,Gourgeist-Large,Imprison,psychic,99.986%
3617,Gourgeist-Large,Shadow Sneak,ghost,99.986%
