ID,Name,Attributes,Category,Effect
442,griseous-orb,[],"{'name': 'species-specific', 'url': 'https://pokeapi.co/api/v2/item-category/18/'}","[{'effect': ""Held by giratina\n:   Holder's dragon and ghost moves have 1.2× their base power.\n\n    Holder is in Origin Forme.\n\nThis item cannot be held by any Pokémon but Giratina.  When you enter the Union Room or connect to Wi-Fi, this item returns to your bag."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Boosts the damage from Giratina's Dragon-type and Ghost-type moves by 20%, and transforms it into Origin Forme.""}]"
443,vs-recorder,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Optionally records wireless, Wi-Fi, and Battle Frontier battles.\n\nTracks Battle Points earned in the Battle Frontier, and stores commemorative prints.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Records wireless, Wi-Fi, or Battle Frontier battles, and stores points.'}]"
444,gracidea,[],"{'name': 'event-items', 'url': 'https://pokeapi.co/api/v2/item-category/20/'}","[{'effect': 'Used by trainer on a shaymin\n:   Changes the target Shaymin from Land Forme to Sky Forme.\n\n    This item cannot be used on a frozen Shaymin or at night.  Sky Forme Shaymin will revert to Land Forme overnight, when frozen, and upon entering a link battle.  This item must be used again to change it back.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Changes an unfrozen Shaymin to Sky Forme in the day.'}]"
445,secret-key,[],"{'name': 'event-items', 'url': 'https://pokeapi.co/api/v2/item-category/20/'}","[{'effect': ""Used by trainer in the Galactic Eterna Building, on the ground floor, to the left of the TV\n:   Unlocks the secret rotom room, in which there are five appliances which can change Rotom's form."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Gen IV: The key to Rotom's appliance room. Gen III: The key to Cinnabar Gym.""}]"
446,apricorn-box,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Stores Apricorns.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Holds Apricorns.'}]"
447,berry-pots,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Contains four portable pots of soil suitable for growing berries.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Allows portable berry growing.'}]"
448,squirt-bottle,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Required to water berries within the berry pots.\n\nRequired to battle the sudowoodo on johto route 36.\n\nThis item cannot be directly used from the bag.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Use on Sudowoodo blocking the path on Route 36. Also waters berries.'}]"
449,lure-ball,[],"{'name': 'apricorn-balls', 'url': 'https://pokeapi.co/api/v2/item-category/39/'}","[{'effect': ""Used by trainer in battle\n:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.\n\n    If the wild Pokémon was encountered by fishing, the wild Pokémon's catch rate is 3× normal."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': '3× effectiveness while fishing. Made from Blu Apricorn.'}]"
450,level-ball,[],"{'name': 'apricorn-balls', 'url': 'https://pokeapi.co/api/v2/item-category/39/'}","[{'effect': ""Used by trainer in battle\n:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.\n\n    If the trainer's Pokémon's level is higher than:\n\n    * four times the wild Pokémon's, the wild Pokémon's catch rate is 8× normal.\n    * than twice the wild Pokémon's, the wild Pokémon's catch rate is 4× normal.\n    * the wild Pokémon's, the wild Pokémon's catch rate is 2× normal."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Success rate based off of fraction target Pokémon is of user's Pokémon. Made from Red Apricorn.""}]"
451,moon-ball,[],"{'name': 'apricorn-balls', 'url': 'https://pokeapi.co/api/v2/item-category/39/'}","[{'effect': 'Used by trainer in battle\n:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.\n\n    If the wild Pokémon is a clefairy, nidoran m, nidoran f, jigglypuff, skitty, or any evolution thereof, the wild Pokémon has 4× its catch rate.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': '4× effectiveness on familes of Pokémon with a Moon Stone evolution. Made from Ylw Apricorn.'}]"
452,heavy-ball,[],"{'name': 'apricorn-balls', 'url': 'https://pokeapi.co/api/v2/item-category/39/'}","[{'effect': 'Used by a trainer in battle\n:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.\n\n    If the wild Pokémon weighs:\n\n    * 409.6 kg (903.0 lb) or more, its catch rate is 40 more than normal.\n    * 307.2 kg (677.3 lb) or more, its catch rate is 30 more than normal.\n    * 204.8 kg (451.5 lb) or more, its catch rate is 20 more than normal.\n    * less than 204.8 kg (451.5 lb), its catch rate is 20 less than normal.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Has flat bonus or penalty to catch rate depending on weight class of target. Made from Blk Apricorn.'}]"
453,fast-ball,[],"{'name': 'apricorn-balls', 'url': 'https://pokeapi.co/api/v2/item-category/39/'}","[{'effect': ""Used by a trainer in battle\n:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.\n\n:   If the wild Pokémon's base speed is 100 or more, its catch rate is 4× normal."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': '4× effectiveness on Pokémon with 100 or greater base speed. (Gen II: Roaming or Fleeing Pokémon). Made from Wht Apricorn.'}]"
454,friend-ball,[],"{'name': 'apricorn-balls', 'url': 'https://pokeapi.co/api/v2/item-category/39/'}","[{'effect': ""Used by a trainer in battle\n:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.\n\n    If caught, the wild Pokémon's happiness starts at 200."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Caught Pokémon start with 200 happiness. Made from Grn Apricorn.'}]"
455,love-ball,[],"{'name': 'apricorn-balls', 'url': 'https://pokeapi.co/api/v2/item-category/39/'}","[{'effect': ""Used by a trainer in battle\n:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.\n\n    If the trainer's Pokémon and wild Pokémon are of the same species but opposite genders, the wild Pokémon's catch rate is 8× normal."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': '8× effectiveness on opposite sex, same species targets of the Active Pokémon. Made from Pnk Apricorn.'}]"
456,park-ball,[],"{'name': 'standard-balls', 'url': 'https://pokeapi.co/api/v2/item-category/34/'}","[{'effect': 'Used by a trainer in battle\n:   Catches a wild Pokémon.\n\nThis item can only be used in pal park.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Catches Pokémon in the Pal Park every time.'}]"
457,sport-ball,[],"{'name': 'standard-balls', 'url': 'https://pokeapi.co/api/v2/item-category/34/'}","[{'effect': ""Used by a trainer in battle\n:   Attempts to catch a wild Pokémon.\n\n    The wild Pokémon's catch rate is 1.5× normal."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Tries to catch a Pokémon in the Bug-Catching contest in National Park. (Gen II: Park Ball)'}]"
458,red-apricorn,[],"{'name': 'apricorn-box', 'url': 'https://pokeapi.co/api/v2/item-category/40/'}","[{'effect': 'May be given to Kurt in azalea town to produce a level ball.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to make a Level Ball.'}]"
459,blue-apricorn,[],"{'name': 'apricorn-box', 'url': 'https://pokeapi.co/api/v2/item-category/40/'}","[{'effect': 'May be given to Kurt in azalea town to produce a lure ball.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to make a Lure Ball.'}]"
460,yellow-apricorn,[],"{'name': 'apricorn-box', 'url': 'https://pokeapi.co/api/v2/item-category/40/'}","[{'effect': 'May be given to Kurt in azalea town to produce a moon ball.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to make a Moon Ball.'}]"
461,green-apricorn,[],"{'name': 'apricorn-box', 'url': 'https://pokeapi.co/api/v2/item-category/40/'}","[{'effect': 'May be given to Kurt in azalea town to produce a friend ball.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to make a Friend Ball.'}]"
462,pink-apricorn,[],"{'name': 'apricorn-box', 'url': 'https://pokeapi.co/api/v2/item-category/40/'}","[{'effect': 'May be given to Kurt in azalea town to produce a love ball.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to make a Love Ball.'}]"
463,white-apricorn,[],"{'name': 'apricorn-box', 'url': 'https://pokeapi.co/api/v2/item-category/40/'}","[{'effect': 'May be given to Kurt in azalea town to produce a fast ball.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to make a Fast Ball.'}]"
464,black-apricorn,[],"{'name': 'apricorn-box', 'url': 'https://pokeapi.co/api/v2/item-category/40/'}","[{'effect': 'May be given to Kurt in azalea town to produce a heavy ball.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Used to make a Heavy Ball.'}]"
465,dowsing-machine,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Used by trainer outside of battle\n:   Searches for hidden items.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Use to find hidden items on the field. AKA Itemfinder.'}]"
466,rage-candy-bar,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'May be traded for a tm64 in the vertical Underground Path.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'HS: Traded for TM64. Gen II & Gen V: Acts as a Potion.'}]"
467,red-orb,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Causes groudon to appear in the embedded tower.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Summons Groudon to the Embedded Tower.'}]"
468,blue-orb,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Causes kyogre to appear in the embedded tower.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Summons Kyogre to the Embedded Tower.'}]"
469,jade-orb,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Causes rayquaza to appear in the embedded tower.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Summons Rayquaza to the Embedded Tower.'}]"
470,enigma-stone,[],"{'name': 'event-items', 'url': 'https://pokeapi.co/api/v2/item-category/20/'}","[{'effect': ""When taken to the pewter city museum, causes latias or latios to attack the trainer.\n\nThe Pokémon to appear will be whicher can't be encountered roaming in the wild."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'S: Summons Latias H: Summons Latios.'}]"
471,unown-report,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Lists which unown forms the trainer has caught.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Keeps track of Unown types caught.'}]"
472,blue-card,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': ""Allows the trainer to answer the daily question on Buena's radio show.  Records the points earned for correct answers."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': ""Keeps track of points from Buena's show.""}]"
473,slowpoke-tail,[],"{'name': 'unused', 'url': 'https://pokeapi.co/api/v2/item-category/23/'}","[{'effect': 'Does nothing.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'A tasty tail that sells for a high price.'}]"
474,clear-bell,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'May be given to the Kimono Girls to summon ho oh to the top of the bell tower.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'HS: Allows Kimono-girls to summon Ho-oh. C: Summons Suicune to the Tin Tower.'}]"
475,card-key,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Used by trainer outside of battle\n:   Opens doors in the goldenrod city Radio Tower.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'HS: Opens doors in the Radio Tower. Gen III: Unlocks Silph Co Doors.'}]"
476,basement-key,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Used by trainer outside of battle\n:   Opens the door to the basement tunnel under goldenrod city.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'HS: Key to the tunnel under Goldenrod City. Gen III: Key to New Mauville.'}]"
477,red-scale,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'May be traded to Mr. Pokémon for an exp share.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Trade to Mr. Pokémon for an Exp. Share.'}]"
478,lost-item,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'May be traded to the Copycat for a pass.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'A Poké Doll lost by the Copycat who lives in Saffron City. Trade for a Pass.'}]"
479,pass,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Allows the trainer to ride the Magnet Train between goldenrod city and saffron city.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Grants access to ride the Magnet Train between Goldenrod City and Saffron City.'}]"
480,machine-part,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Must be replaced in the power plant to power the Magnet Train.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Must be replaced in the Power Plant to power the Magnet Train.'}]"
481,silver-wing,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Causes lugia to appear in the whirl islands.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Summons Lugia to the Whirl Islands.'}]"
482,rainbow-wing,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'Causes ho oh to appear at the top of bell tower.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Summons Ho-Oh at the top of the Bell Tower.'}]"
483,mystery-egg,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': ""Must be obtained to trigger the break-in at Professor Elm's lab, the first rival battle, and access to johto route 31."", 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Deliver to Professor Elm.'}]"
484,gb-sounds,[],"{'name': 'gameplay', 'url': 'https://pokeapi.co/api/v2/item-category/21/'}","[{'effect': 'Used by trainer outside of battle\n:   Changes the background music to the equivalent 8-bit music.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Use to listen to GameBoy era audio.'}]"
485,tidal-bell,[],"{'name': 'plot-advancement', 'url': 'https://pokeapi.co/api/v2/item-category/22/'}","[{'effect': 'May be given to the Kimono Girls to summon lugia to the top of the bell tower.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Allows Kimono-girls to summon Lugia.'}]"
486,data-card-01,[],"{'name': 'data-cards', 'url': 'https://pokeapi.co/api/v2/item-category/41/'}","[{'effect': 'Records the number of times the trainer has come in first place overall in the Pokéathlon.', 'language': {'name': 'en', 'url': 'https://pokeapi.co/api/v2/language/9/'}, 'short_effect': 'Records the number of times the trainer has come in first place overall in the Pokéathlon.'}]"
