,Pokemon,Nature,HP/Atk/Def/SpA/SpD/Spe,Use_Percentage (%)
4013,Cobalion,Jolly,4/244/4/0/4/252,0.135%
4014,Cobalion,Jolly,252/0/0/0/4/252,0.094%
4015,Cobalion,Adamant,0/252/148/0/4/100,0.037%
4016,Cobalion,Jolly,0/252/252/0/0/0,0.035%
4017,Cobalion,Adamant,252/252/0/0/4/0,0.035%
4018,Cobalion,Careful,252/164/4/0/68/20,0.025%
4019,Cobalion,Jolly,4/0/0/252/0/252,0.024%
4020,Kyurem-Black,Jolly,4/252/0/0/0/252,28.283%
4021,Kyurem-Black,Adamant,116/252/4/0/124/12,25.117%
4022,Kyurem-Black,Adamant,148/236/124/0/0/0,18.370%
4023,Kyurem-Black,Adamant,4/252/0/0/0/252,7.281%
4024,Kyurem-Black,Adamant,180/252/0/0/76/0,6.009%
4025,Kyurem-Black,Lax,244/12/252/0/0/0,3.153%
4026,Kyurem-Black,Modest,220/0/100/60/124/4,2.229%
4027,Kyurem-Black,Adamant,220/252/0/0/0/36,2.142%
4028,Kyurem-Black,Brave,88/252/84/0/84/0,1.484%
4029,Kyurem-Black,Adamant,244/252/0/0/12/0,1.347%
4030,Kyurem-Black,Timid,4/0/0/252/0/252,1.321%
4031,Kyurem-Black,Naive,0/0/0/252/0/252,1.024%
4032,Kyurem-Black,Jolly,0/252/0/0/4/252,0.714%
4033,Kyurem-Black,Adamant,252/252/0/0/0/4,0.685%
4034,Kyurem-Black,Adamant,4/252/0/0/252/0,0.275%
4035,Kyurem-Black,Quiet,20/0/4/252/204/28,0.193%
4036,Kyurem-Black,Jolly,4/252/4/0/20/228,0.110%
4037,Kyurem-Black,Naughty,156/252/0/0/100/0,0.053%
4038,Kyurem-Black,Serious,248/0/0/112/88/60,0.046%
4039,Kyurem-Black,Jolly,132/120/0/0/0/252,0.034%
4040,Mantine,Modest,4/0/0/252/0/252,82.972%
4041,Mantine,Modest,68/0/0/252/0/188,10.152%
4042,Mantine,Timid,4/0/0/252/0/252,5.072%
4043,Mantine,Bold,244/0/172/4/4/84,0.788%
4044,Mantine,Careful,252/4/0/0/252/0,0.695%
4045,Mantine,Bold,188/0/156/0/0/164,0.147%
4046,Mantine,Timid,252/0/0/0/4/252,0.111%
4047,Mantine,Bold,252/0/84/0/172/0,0.038%
4048,Mantine,Mild,4/0/0/252/0/252,0.015%
4049,Mantine,Modest,4/0/0/0/252/252,0.004%
4050,Mantine,Bold,252/0/148/4/52/52,0.003%
4051,Mantine,Calm,252/0/0/60/196/0,0.003%
4052,Mantine,Bold,252/0/164/68/4/20,0.000%
4053,Mantine,Bold,244/0/20/4/4/236,0.000%
4054,Mantine,Bold,180/0/188/28/108/0,0.000%
4055,Mantine,Calm,4/0/0/0/252/252,0.000%
4056,Mantine,Impish,244/12/252/0/0/0,0.000%
4057,Mantine,Bold,252/0/76/4/4/172,0.000%
4058,Mantine,Bold,252/0/252/0/0/4,0.000%
4059,Mantine,Timid,0/0/4/252/0/252,0.000%
4060,Machamp,Adamant,252/252/0/0/4/0,81.703%
4061,Machamp,Adamant,4/252/0/0/0/252,8.430%
4062,Machamp,Brave,252/236/0/0/20/0,3.239%
4063,Machamp,Careful,252/0/4/0/252/0,2.101%
4064,Machamp,Adamant,252/252/0/0/0/4,1.663%
4065,Machamp,Adamant,0/252/4/0/0/252,0.643%
4066,Machamp,Brave,252/252/0/0/4/0,0.540%
4067,Machamp,Adamant,140/252/76/0/36/4,0.499%
4068,Machamp,Relaxed,252/0/252/0/0/0,0.367%
4069,Machamp,Adamant,248/252/0/0/8/0,0.298%
4070,Machamp,Brave,252/252/4/0/0/0,0.181%
4071,Machamp,Careful,4/0/252/0/252/0,0.123%
4072,Machamp,Adamant,0/252/252/0/0/0,0.088%
4073,Machamp,Adamant,100/156/0/0/0/252,0.051%
4074,Machamp,Impish,128/80/148/0/152/0,0.050%
4075,Machamp,Impish,4/0/252/0/252/0,0.011%
4076,Machamp,Adamant,252/0/4/0/0/252,0.005%
4077,Machamp,Hardy,0/252/0/0/0/252,0.003%
4078,Machamp,Adamant,124/252/0/0/4/124,0.003%
4079,Machamp,Adamant,252/4/252/0/0/0,0.001%
4080,Goodra,Relaxed,252/0/252/0/4/0,27.442%
4081,Goodra,Modest,252/0/0/252/4/0,25.438%
4082,Goodra,Adamant,220/132/76/0/4/76,10.415%
4083,Goodra,Relaxed,252/4/252/0/0/0,6.667%
4084,Goodra,Relaxed,252/252/4/0/0/0,6.165%
4085,Goodra,Hasty,0/4/0/252/0/252,5.375%
4086,Goodra,Modest,244/0/100/156/4/4,5.238%
4087,Goodra,Adamant,252/252/0/0/4/0,4.252%
4088,Goodra,Impish,252/252/4/0/0/0,2.144%
4089,Goodra,Jolly,0/252/0/0/4/252,2.099%
4090,Goodra,Adamant,252/252/0/0/0/4,0.856%
4091,Goodra,Modest,252/0/4/252/0/0,0.843%
4092,Goodra,Adamant,252/248/0/0/8/0,0.748%
4093,Goodra,Relaxed,220/0/172/0/116/0,0.603%
4094,Goodra,Serious,252/252/0/0/0/4,0.549%
4095,Goodra,Relaxed,0/128/252/128/0/0,0.393%
4096,Goodra,Timid,0/0/0/252/4/252,0.296%
4097,Goodra,Modest,172/0/0/252/0/84,0.148%
4098,Goodra,Gentle,88/8/60/100/0/252,0.067%
4099,Goodra,Adamant,252/104/148/0/0/0,0.065%
4100,Silvally,Jolly,0/252/0/0/4/252,51.824%
4101,Silvally,Hasty,0/252/0/0/0/252,38.335%
4102,Silvally,Jolly,4/252/0/0/0/252,9.394%
4103,Silvally,Gentle,252/4/0/0/252/0,0.190%
4104,Silvally,Adamant,0/252/0/0/4/252,0.131%
4105,Silvally,Jolly,0/252/4/0/0/252,0.084%
4106,Silvally,Adamant,0/252/0/4/0/252,0.033%
4107,Silvally,Adamant,4/252/0/0/0/252,0.008%
4108,Silvally,Impish,0/252/252/0/4/0,0.000%
4109,Silvally,Jolly,96/252/0/0/0/160,0.000%
4110,Silvally,Timid,4/0/0/252/0/252,0.000%
4111,Silvally,Hasty,0/252/0/4/0/252,0.000%
4112,Silvally,Modest,244/0/4/252/4/4,0.000%
4113,Silvally,Hardy,252/252/4/0/0/0,0.000%
4114,Silvally,Adamant,0/252/100/0/156/0,0.000%
4115,Silvally,Adamant,252/252/0/0/4/0,0.000%
4116,Silvally,Careful,180/0/0/0/252/76,0.000%
4117,Silvally,Hasty,0/252/0/84/0/172,0.000%
4118,Silvally,Modest,0/0/0/252/0/252,0.000%
4119,Silvally,Jolly,0/252/0/4/0/252,0.000%
4120,Accelgor,Jolly,252/0/4/0/0/252,39.005%
4121,Accelgor,Bold,252/0/252/0/4/0,15.954%
4122,Accelgor,Timid,100/0/0/156/0/252,11.126%
4123,Accelgor,Timid,252/0/0/4/0/252,10.121%
4124,Accelgor,Jolly,252/0/0/0/4/252,4.732%
4125,Accelgor,Jolly,0/252/0/0/4/252,3.577%
4126,Accelgor,Modest,0/0/0/252/4/252,3.410%
4127,Accelgor,Jolly,252/0/0/0/0/252,3.285%
4128,Accelgor,Mild,0/4/0/252/0/252,1.605%
4129,Accelgor,Timid,252/0/0/0/4/252,1.438%
4130,Accelgor,Timid,248/0/0/8/0/252,1.362%
4131,Accelgor,Hardy,1/0/0/0/0/0,0.745%
4132,Accelgor,Timid,0/0/0/252/4/252,0.701%
4133,Accelgor,Timid,4/0/0/252/0/252,0.677%
4134,Accelgor,Adamant,0/252/0/0/4/252,0.396%
4135,Accelgor,Hasty,4/0/0/252/0/252,0.354%
4136,Accelgor,Timid,252/0/0/0/0/252,0.285%
4137,Accelgor,Modest,4/0/0/252/0/252,0.281%
4138,Accelgor,Timid,0/0/0/252/0/252,0.242%
4139,Accelgor,Timid,68/0/0/188/0/252,0.228%
4140,Xurkitree,Modest,252/0/0/252/4/0,30.977%
4141,Xurkitree,Quiet,252/0/0/252/4/0,21.125%
4142,Xurkitree,Modest,92/0/4/252/68/92,17.949%
4143,Xurkitree,Timid,4/0/0/252/0/252,12.590%
4144,Xurkitree,Timid,0/0/0/252/4/252,7.491%
4145,Xurkitree,Modest,4/0/0/252/0/252,4.959%
4146,Xurkitree,Modest,252/0/4/0/0/252,3.615%
4147,Xurkitree,Modest,0/0/0/252/4/252,0.506%
4148,Xurkitree,Modest,228/0/52/172/52/4,0.321%
4149,Xurkitree,Modest,252/0/0/252/0/4,0.289%
4150,Xurkitree,Modest,4/0/100/252/52/100,0.123%
4151,Xurkitree,Modest,0/0/4/252/0/252,0.015%
4152,Xurkitree,Modest,252/0/4/252/0/0,0.013%
4153,Xurkitree,Hasty,0/4/0/252/0/252,0.012%
4154,Xurkitree,Quiet,244/0/0/252/12/0,0.008%
4155,Xurkitree,Quiet,164/0/0/252/92/0,0.005%
4156,Xurkitree,Timid,0/0/0/252/0/252,0.002%
4157,Xurkitree,Modest,188/0/0/252/0/68,0.000%
4158,Xurkitree,Hardy,4/252/0/252/0/0,0.000%
4159,Xurkitree,Timid,52/0/4/52/148/252,0.000%
4160,Tauros,Jolly,12/252/0/0/0/244,82.896%
4161,Tauros,Jolly,252/12/0/0/0/244,5.508%
4162,Tauros,Naughty,252/248/4/0/0/0,2.347%
4163,Tauros,Modest,0/0/0/252/116/140,1.945%
4164,Tauros,Hardy,252/4/0/0/0/252,1.719%
4165,Tauros,Jolly,20/228/4/0/0/252,1.503%
4166,Tauros,Adamant,156/0/116/0/0/236,1.019%
4167,Tauros,Jolly,0/252/0/0/4/252,0.783%
4168,Tauros,Jolly,4/252/4/0/4/244,0.771%
4169,Tauros,Jolly,0/252/12/0/0/244,0.614%
4170,Tauros,Jolly,4/252/0/0/0/252,0.552%
4171,Tauros,Jolly,0/0/252/0/8/248,0.215%
4172,Tauros,Adamant,252/4/0/0/0/252,0.067%
4173,Tauros,Jolly,0/252/0/0/0/252,0.018%
4174,Tauros,Adamant,4/252/0/0/0/252,0.018%
4175,Tauros,Serious,196/20/28/0/12/252,0.012%
4176,Tauros,Jolly,252/4/0/0/0/252,0.006%
4177,Tauros,Careful,0/112/140/0/252/0,0.005%
4178,Tauros,Jolly,180/84/0/0/0/244,0.000%
4179,Tauros,Jolly,0/0/188/0/68/252,0.000%
4180,Garbodor,Adamant,60/252/0/0/0/196,93.103%
4181,Garbodor,Adamant,36/252/4/0/4/212,3.825%
4182,Garbodor,Adamant,0/252/0/0/0/252,1.865%
4183,Garbodor,Adamant,252/252/0/0/4/0,0.485%
4184,Garbodor,Jolly,4/252/0/0/0/252,0.327%
4185,Garbodor,Adamant,4/252/0/0/0/252,0.209%
4186,Garbodor,Careful,252/4/0/0/252/0,0.171%
4187,Garbodor,Adamant,0/252/0/0/4/252,0.007%
4188,Garbodor,Brave,252/252/4/0/0/0,0.007%
4189,Garbodor,Sassy,216/52/0/0/184/56,0.000%
4190,Garbodor,Careful,252/0/4/0/252/0,0.000%
4191,Garbodor,Sassy,252/52/0/0/204/0,0.000%
4192,Garbodor,Careful,124/100/140/0/140/4,0.000%
4193,Garbodor,Careful,164/0/108/0/230/0,0.000%
4194,Garbodor,Jolly,0/252/4/0/0/252,0.000%
4195,Garbodor,Relaxed,252/0/188/0/68/0,0.000%
4196,Garbodor,Hardy,0/4/252/0/252/0,0.000%
4197,Garbodor,Impish,252/8/156/0/92/0,0.000%
4198,Garbodor,Impish,80/0/252/0/0/176,0.000%
4199,Garbodor,Careful,252/0/0/0/252/0,0.000%
4200,Luxray,Jolly,0/252/0/0/4/252,78.720%
4201,Luxray,Brave,252/252/4/0/0/0,7.704%
4202,Luxray,Relaxed,252/60/196/0/0/0,6.326%
4203,Luxray,Impish,252/60/196/0/0/0,4.256%
4204,Luxray,Bold,236/0/244/0/28/0,0.828%
4205,Luxray,Relaxed,252/0/164/0/92/0,0.572%
4206,Luxray,Careful,252/4/0/0/252/0,0.504%
4207,Luxray,Careful,228/20/172/0/84/4,0.388%
4208,Luxray,Adamant,0/252/0/0/4/252,0.208%
4209,Luxray,Adamant,4/252/0/0/0/252,0.195%
4210,Luxray,Impish,252/0/252/0/0/0,0.168%
4211,Luxray,Modest,252/0/0/252/4/0,0.069%
4212,Luxray,Impish,252/56/196/0/0/4,0.020%
4213,Luxray,Adamant,244/140/0/0/0/124,0.020%
4214,Luxray,Careful,252/0/164/0/92/0,0.011%
4215,Luxray,Jolly,4/252/0/0/0/252,0.006%
4216,Luxray,Jolly,252/4/0/0/0/252,0.002%
4217,Luxray,Jolly,252/0/28/0/108/120,0.002%
4218,Luxray,Adamant,252/252/0/0/4/0,0.001%
4219,Luxray,Hardy,0/252/60/0/60/136,0.000%
4220,Dugtrio,Jolly,0/252/0/0/4/252,88.362%
4221,Dugtrio,Jolly,4/252/0/0/0/252,6.480%
4222,Dugtrio,Jolly,0/252/4/0/0/252,4.948%
4223,Dugtrio,Jolly,236/20/0/0/0/252,0.147%
4224,Dugtrio,Jolly,0/252/0/0/0/252,0.052%
4225,Dugtrio,Adamant,0/252/0/0/4/252,0.003%
4226,Dugtrio,Timid,252/0/0/0/0/252,0.003%
4227,Dugtrio,Timid,252/0/0/0/4/252,0.002%
4228,Dugtrio,Hardy,0/252/0/0/0/252,0.001%
4229,Dugtrio,Jolly,4/252/4/0/12/236,0.001%
4230,Dugtrio,Jolly,252/0/4/0/0/252,0.001%
4231,Dugtrio,Adamant,4/252/0/0/0/252,0.000%
4232,Dugtrio,Careful,252/0/4/0/252/0,0.000%
4233,Dugtrio,Jolly,100/0/156/0/0/252,0.000%
4234,Dugtrio,Hasty,0/252/0/4/0/252,0.000%
4235,Dugtrio,Impish,236/0/132/136/0/4,0.000%
4236,Dugtrio,Hardy,252/252/4/0/0/0,0.000%
4237,Dugtrio,Jolly,4/248/0/0/0/252,0.000%
4238,Dugtrio,Adamant,196/252/0/0/0/60,0.000%
4239,Dugtrio,Hardy,0/248/0/0/8/252,0.000%
4240,Rotom-Mow,Modest,188/0/0/200/0/120,40.403%
4241,Rotom-Mow,Quiet,244/0/60/144/60/0,22.416%
4242,Rotom-Mow,Timid,0/0/0/252/4/252,11.704%
4243,Rotom-Mow,Calm,4/0/252/0/252/0,7.565%
4244,Rotom-Mow,Modest,196/0/0/60/0/252,6.439%
4245,Rotom-Mow,Hasty,4/0/0/252/0/252,3.759%
4246,Rotom-Mow,Modest,180/0/0/252/4/72,1.987%
4247,Rotom-Mow,Quiet,252/0/0/252/0/0,1.737%
4248,Rotom-Mow,Hardy,0/0/100/148/100/156,1.232%
4249,Rotom-Mow,Timid,60/0/4/252/4/188,0.671%
4250,Rotom-Mow,Calm,252/0/0/0/149/107,0.466%
4251,Rotom-Mow,Modest,252/0/12/196/4/44,0.413%
4252,Rotom-Mow,Modest,0/0/0/252/188/68,0.184%
4253,Rotom-Mow,Bold,252/0/108/4/100/44,0.177%
4254,Rotom-Mow,Modest,252/0/0/188/68/0,0.165%
4255,Rotom-Mow,Modest,140/0/0/220/0/148,0.110%
4256,Rotom-Mow,Modest,68/0/28/156/4/252,0.104%
4257,Rotom-Mow,Calm,212/0/36/156/100/4,0.093%
4258,Rotom-Mow,Calm,252/0/0/149/0/107,0.088%
4259,Rotom-Mow,Timid,60/0/0/196/0/252,0.079%
4260,Gengar,Timid,4/0/0/252/0/252,34.473%
4261,Gengar,Bold,0/0/0/252/4/252,21.349%
4262,Gengar,Timid,0/0/0/252/4/252,19.256%
4263,Gengar,Timid,0/0/4/252/0/252,4.862%
4264,Gengar,Modest,252/0/4/252/0/0,4.779%
4265,Gengar,Timid,28/0/0/228/0/252,4.245%
4266,Gengar,Modest,0/0/0/252/4/252,3.066%
4267,Gengar,Timid,92/0/20/172/4/220,2.603%
4268,Gengar,Modest,4/0/0/252/0/252,1.412%
4269,Gengar,Timid,0/4/0/252/0/252,0.923%
4270,Gengar,Timid,12/0/0/248/0/248,0.915%
4271,Gengar,Modest,0/0/4/252/0/252,0.381%
4272,Gengar,Hasty,152/4/0/252/0/100,0.364%
4273,Gengar,Hardy,4/0/0/252/0/252,0.273%
4274,Gengar,Modest,0/0/36/172/48/252,0.222%
4275,Gengar,Modest,52/4/0/252/0/196,0.152%
4276,Gengar,Hardy,0/0/0/252/4/252,0.145%
4277,Gengar,Sassy,252/0/108/0/148/0,0.115%
4278,Gengar,Timid,0/0/0/252/0/252,0.109%
4279,Gengar,Hasty,252/4/0/0/0/252,0.097%
4280,Glaceon,Modest,0/0/0/252/4/252,50.465%
4281,Glaceon,Modest,244/0/0/252/12/0,36.282%
4282,Glaceon,Modest,244/0/0/248/16/0,11.259%
4283,Glaceon,Modest,52/0/0/252/0/204,1.169%
4284,Glaceon,Modest,0/0/0/252/0/252,0.447%
4285,Glaceon,Calm,4/0/252/0/252/0,0.236%
4286,Glaceon,Bold,4/0/252/252/0/0,0.082%
4287,Glaceon,Quiet,244/0/0/252/12/0,0.034%
4288,Glaceon,Calm,252/0/124/4/126/0,0.009%
4289,Glaceon,Modest,252/0/4/244/4/4,0.009%
4290,Glaceon,Modest,252/0/0/252/4/0,0.008%
4291,Glaceon,Modest,252/0/4/60/188/4,0.000%
4292,Glaceon,Modest,172/0/4/252/4/76,0.000%
4293,Glaceon,Hardy,252/0/4/0/0/252,0.000%
4294,Glaceon,Hardy,252/0/0/252/4/0,0.000%
4295,Glaceon,Careful,252/0/4/0/252/0,0.000%
4296,Glaceon,Hardy,252/0/0/252/0/4,0.000%
4297,Glaceon,Timid,0/0/4/252/0/252,0.000%
4298,Glaceon,Bold,252/0/212/0/44/0,0.000%
4299,Glaceon,Quiet,252/0/0/252/4/0,0.000%
4300,Manectric,Timid,0/0/0/252/4/252,94.621%
4301,Manectric,Timid,4/0/0/252/0/252,3.037%
4302,Manectric,Modest,4/0/0/252/0/252,2.170%
4303,Manectric,Timid,0/0/76/132/48/252,0.162%
4304,Manectric,Modest,68/0/0/252/0/188,0.008%
4305,Manectric,Calm,4/0/0/252/0/252,0.001%
4306,Manectric,Adamant,4/252/0/0/0/252,0.000%
4307,Manectric,Naive,0/252/0/4/0/252,0.000%
4308,Manectric,Hardy,40/0/100/128/156/84,0.000%
4309,Manectric,Timid,56/0/0/40/160/252,0.000%
4310,Manectric,Rash,4/0/0/252/0/252,0.000%
4311,Manectric,Timid,252/0/0/0/4/252,0.000%
4312,Manectric,Mild,0/4/0/252/0/252,0.000%
4313,Manectric,Timid,0/0/0/252/0/252,0.000%
4314,Manectric,Modest,20/0/0/252/0/236,0.000%
4315,Manectric,Modest,0/4/0/252/0/252,0.000%
4316,Manectric,Timid,140/0/0/252/0/116,0.000%
4317,Manectric,Modest,0/0/0/252/0/252,0.000%
4318,Manectric,Hardy,252/0/4/252/0/0,0.000%
4319,Manectric,Timid,148/0/0/108/0/252,0.000%
4320,Palossand,Modest,244/0/0/252/12/0,53.510%
4321,Palossand,Modest,252/0/0/252/4/0,21.880%
4322,Palossand,Calm,252/0/36/0/220/0,13.903%
4323,Palossand,Relaxed,252/0/252/0/4/0,4.476%
4324,Palossand,Careful,252/4/0/0/252/0,1.702%
4325,Palossand,Modest,156/0/0/252/100/0,1.428%
4326,Palossand,Quiet,252/0/0/4/252/0,1.089%
4327,Palossand,Modest,0/0/4/252/252/0,0.926%
4328,Palossand,Modest,252/0/4/252/0/0,0.364%
4329,Palossand,Modest,252/0/28/172/52/0,0.351%
4330,Palossand,Modest,4/0/124/252/126/0,0.089%
4331,Palossand,Hardy,60/0/156/76/216/0,0.067%
4332,Palossand,Brave,244/252/0/0/12/0,0.048%
4333,Palossand,Bold,252/0/252/4/0/0,0.026%
4334,Palossand,Modest,0/0/252/252/4/0,0.025%
4335,Palossand,Bold,252/0/252/0/4/0,0.022%
4336,Palossand,Bold,244/0/252/12/0/0,0.021%
4337,Palossand,Modest,204/0/0/204/100/0,0.016%
4338,Palossand,Modest,124/0/132/252/0/0,0.010%
4339,Palossand,Relaxed,244/0/252/12/0/0,0.009%
4340,Espeon,Timid,4/0/0/252/0/252,42.829%
4341,Espeon,Timid,0/0/0/252/4/252,37.284%
4342,Espeon,Timid,0/0/4/252/0/252,11.600%
4343,Espeon,Timid,252/0/0/4/0/252,4.050%
4344,Espeon,Sassy,252/0/0/4/252/0,2.504%
4345,Espeon,Quiet,252/0/0/252/4/0,0.766%
4346,Espeon,Modest,116/0/0/252/0/140,0.386%
4347,Espeon,Timid,0/0/84/172/0/252,0.236%
4348,Espeon,Calm,252/0/0/4/0/252,0.229%
4349,Espeon,Hardy,0/0/0/252/0/252,0.097%
4350,Espeon,Sassy,252/0/4/0/252/0,0.015%
4351,Espeon,Modest,100/0/4/252/44/108,0.005%
4352,Espeon,Timid,252/0/0/0/216/40,0.000%
4353,Espeon,Modest,188/0/0/252/0/68,0.000%
4354,Espeon,Careful,0/6/52/0/196/252,0.000%
4355,Espeon,Careful,252/0/4/0/252/0,0.000%
4356,Espeon,Bold,252/0/252/0/0/4,0.000%
4357,Espeon,Hardy,0/0/252/4/252/0,0.000%
4358,Espeon,Bold,252/0/4/0/0/252,0.000%
4359,Espeon,Modest,188/0/0/172/0/148,0.000%
4360,Crobat,Jolly,244/4/4/0/4/252,53.758%
4361,Crobat,Jolly,252/0/4/0/0/252,19.289%
4362,Crobat,Jolly,252/4/0/0/0/252,9.532%
4363,Crobat,Jolly,244/0/12/0/0/252,6.856%
4364,Crobat,Jolly,4/252/0/0/0/252,5.219%
4365,Crobat,Timid,20/0/0/236/0/252,2.661%
4366,Crobat,Jolly,0/252/0/0/0/252,1.233%
4367,Crobat,Timid,252/0/0/4/0/252,0.458%
4368,Crobat,Jolly,0/252/0/0/4/252,0.228%
4369,Crobat,Jolly,6/252/0/0/0/252,0.168%
4370,Crobat,Jolly,244/12/0/0/0/252,0.153%
4371,Crobat,Serious,0/252/0/0/0/252,0.111%
4372,Crobat,Jolly,252/0/204/0/0/28,0.070%
4373,Crobat,Jolly,248/4/4/0/0/252,0.047%
4374,Crobat,Timid,244/0/0/12/0/252,0.046%
4375,Crobat,Jolly,252/0/0/0/0/252,0.038%
4376,Crobat,Jolly,0/252/4/0/0/252,0.024%
4377,Crobat,Impish,244/4/4/0/4/252,0.022%
4378,Crobat,Hardy,36/116/108/100/84/60,0.016%
4379,Crobat,Jolly,252/0/0/0/4/252,0.013%
4380,Tyrantrum,Adamant,252/252/0/0/4/0,87.584%
4381,Tyrantrum,Adamant,252/92/0/0/164/0,11.294%
4382,Tyrantrum,Jolly,0/252/0/0/0/252,0.380%
4383,Tyrantrum,Adamant,0/252/0/0/0/252,0.298%
4384,Tyrantrum,Brave,4/252/0/0/252/0,0.209%
4385,Tyrantrum,Adamant,4/252/0/0/0/252,0.069%
4386,Tyrantrum,Jolly,4/251/0/1/1/252,0.057%
4387,Tyrantrum,Brave,252/252/0/0/0/0,0.037%
4388,Tyrantrum,Brave,252/252/0/0/4/0,0.035%
4389,Tyrantrum,Adamant,248/252/0/0/8/0,0.032%
4390,Tyrantrum,Adamant,0/252/164/0/0/89,0.002%
4391,Tyrantrum,Jolly,0/252/0/0/4/252,0.001%
4392,Tyrantrum,Jolly,140/252/4/0/4/108,0.000%
4393,Tyrantrum,Adamant,0/100/68/0/212/124,0.000%
4394,Tyrantrum,Adamant,76/252/0/0/0/180,0.000%
4395,Tyrantrum,Adamant,252/100/148/0/4/0,0.000%
4396,Tyrantrum,Hardy,252/0/0/0/4/252,0.000%
4397,Tyrantrum,Naughty,124/180/124/80/0/0,0.000%
4398,Tyrantrum,Impish,248/0/252/0/8/0,0.000%
4399,Tyrantrum,Adamant,252/252/0/0/0/4,0.000%
4400,Cinccino,Jolly,0/252/0/0/4/252,66.707%
4401,Cinccino,Jolly,252/0/0/0/4/252,14.467%
4402,Cinccino,Adamant,0/252/0/0/4/252,10.587%
4403,Cinccino,Jolly,4/252/0/0/0/252,6.602%
4404,Cinccino,Naive,0/128/0/128/0/252,1.011%
4405,Cinccino,Adamant,0/252/4/0/0/252,0.275%
4406,Cinccino,Jolly,252/0/4/0/0/252,0.164%
4407,Cinccino,Jolly,0/252/0/0/6/252,0.121%
4408,Cinccino,Jolly,252/4/0/0/0/252,0.052%
4409,Cinccino,Timid,252/0/0/0/4/252,0.010%
4410,Cinccino,Adamant,100/188/52/0/44/124,0.006%
4411,Cinccino,Adamant,4/252/0/0/0/252,0.001%
4412,Cinccino,Timid,252/0/0/4/0/252,0.000%
4413,Cinccino,Hardy,0/252/0/0/0/252,0.000%
4414,Cinccino,Hardy,0/248/0/0/0/252,0.000%
4415,Cinccino,Hardy,252/0/4/0/0/252,0.000%
4416,Cinccino,Jolly,116/252/0/0/0/140,0.000%
4417,Cinccino,Jolly,4/248/0/0/0/252,0.000%
4418,Cinccino,Adamant,0/252/84/0/140/0,0.000%
4419,Cinccino,Jolly,0/252/4/0/0/252,0.000%
4420,Kommo-o,Careful,252/0/4/0/252/0,45.295%
4421,Kommo-o,Timid,4/0/4/252/4/244,36.357%
4422,Kommo-o,Calm,148/0/0/252/108/0,10.972%
4423,Kommo-o,Timid,0/0/0/252/4/252,4.822%
4424,Kommo-o,Jolly,252/4/0/0/0/252,1.666%
4425,Kommo-o,Jolly,0/252/0/0/4/252,0.375%
4426,Kommo-o,Modest,4/0/0/252/0/252,0.332%
4427,Kommo-o,Careful,252/4/0/0/252/0,0.112%
4428,Kommo-o,Bold,212/0/204/0/92/0,0.036%
4429,Kommo-o,Bold,236/0/252/0/0/20,0.023%
4430,Kommo-o,Jolly,0/252/0/0/6/252,0.004%
4431,Kommo-o,Careful,252/0/0/0/4/252,0.003%
4432,Kommo-o,Naive,0/0/4/252/0/252,0.002%
4433,Kommo-o,Adamant,252/252/0/0/4/0,0.001%
4434,Kommo-o,Jolly,4/252/0/0/0/252,0.001%
4435,Kommo-o,Modest,148/0/0/148/196/12,0.000%
4436,Kommo-o,Timid,124/0/172/0/44/164,0.000%
4437,Kommo-o,Hardy,0/252/0/0/0/252,0.000%
4438,Kommo-o,Lax,112/0/252/0/0/144,0.000%
4439,Kommo-o,Hardy,211/234/0/0/0/0,0.000%
4440,Blissey,Jolly,4/0/252/0/0/252,58.463%
4441,Blissey,Bold,252/0/252/0/4/0,28.570%
4442,Blissey,Bold,252/0/252/4/0/0,11.071%
4443,Blissey,Impish,252/4/252/0/0/0,1.043%
4444,Blissey,Modest,252/0/0/252/4/0,0.237%
4445,Blissey,Impish,252/0/132/0/120/0,0.160%
4446,Blissey,Calm,252/0/116/0/136/0,0.146%
4447,Blissey,Bold,248/0/252/0/8/0,0.143%
4448,Blissey,Hardy,252/0/0/4/252/0,0.123%
4449,Blissey,Sassy,252/0/4/0/252/0,0.009%
4450,Blissey,Hardy,112/92/108/44/64/88,0.009%
4451,Blissey,Careful,252/0/252/0/4/0,0.008%
4452,Blissey,Bold,252/0/252/0/0/4,0.008%
4453,Blissey,Relaxed,252/0/252/0/4/0,0.008%
4454,Blissey,Hardy,252/0/252/0/4/0,0.003%
4455,Blissey,Bold,4/0/252/0/252/0,0.001%
4456,Blissey,Calm,0/0/0/4/252/0,0.000%
4457,Blissey,Rash,252/68/92/0/0/96,0.000%
4458,Blissey,Hardy,252/0/4/0/0/252,0.000%
4459,Blissey,Mild,252/4/0/0/252/0,0.000%
4460,Cloyster,Jolly,252/0/0/0/4/252,56.930%
4461,Cloyster,Adamant,0/252/0/0/4/252,26.113%
4462,Cloyster,Adamant,0/252/4/0/0/252,11.174%
4463,Cloyster,Adamant,252/156/0/0/100/0,3.638%
4464,Cloyster,Sassy,252/4/0/0/252/0,0.984%
4465,Cloyster,Adamant,4/252/0/0/252/0,0.686%
4466,Cloyster,Brave,4/248/252/0/4/0,0.195%
4467,Cloyster,Impish,0/248/68/192/0/0,0.062%
4468,Cloyster,Jolly,4/252/0/0/0/252,0.056%
4469,Cloyster,Brave,252/252/0/0/0/0,0.046%
