Move,Pokemon
Icy Wind,Dratini
Incinerate,Dratini
Iron Tail,Dratini
Leer,Dratini
Light Screen,Dratini
Mimic,Dratini
Mist,Dratini
Natural Gift,Dratini
Outrage,Dratini
Protect,Dratini
Rage,Dratini
Rain Dance,Dratini
Reflect,Dratini
Rest,Dratini
Return,Dratini
Round,Dratini
Safeguard,Dratini
Scale Shot,Dratini
Secret Power,Dratini
Shock Wave,Dratini
Skull Bash,Dratini
Slam,Dratini
Sleep Talk,Dratini
Snore,Dratini
Substitute,Dratini
Sunny Day,Dratini
Supersonic,Dratini
Surf,Dratini
Swagger,Dratini
Swift,Dratini
Take Down,Dratini
Thunder,Dratini
Thunder Wave,Dratini
Thunderbolt,Dratini
Toxic,Dratini
Twister,Dratini
Water Gun,Dratini
Water Pulse,Dratini
Waterfall,Dratini
Whirlpool,Dratini
Wrap,Dratini
Zap Cannon,Dratini
Agility,Dragonair
Aqua Tail,Dragonair
Attract,Dragonair
Bide,Dragonair
Bind,Dragonair
Blizzard,Dragonair
Body Slam,Dragonair
Breaking Swipe,Dragonair
Brutal Swing,Dragonair
Bubble Beam,Dragonair
Captivate,Dragonair
Confide,Dragonair
Curse,Dragonair
Detect,Dragonair
Double Edge,Dragonair
Double Team,Dragonair
Draco Meteor,Dragonair
Dragon Breath,Dragonair
Dragon Dance,Dragonair
Dragon Pulse,Dragonair
Dragon Rage,Dragonair
Dragon Rush,Dragonair
Dragon Tail,Dragonair
Endure,Dragonair
Facade,Dragonair
Fire Blast,Dragonair
Fire Spin,Dragonair
Flamethrower,Dragonair
Frustration,Dragonair
Giga Impact,Dragonair
Hail,Dragonair
Headbutt,Dragonair
Hidden Power,Dragonair
Horn Drill,Dragonair
Hydro Pump,Dragonair
Hyper Beam,Dragonair
Ice Beam,Dragonair
Icy Wind,Dragonair
Incinerate,Dragonair
Iron Tail,Dragonair
Leer,Dragonair
Light Screen,Dragonair
Mimic,Dragonair
Natural Gift,Dragonair
Outrage,Dragonair
Protect,Dragonair
Rage,Dragonair
Rain Dance,Dragonair
Reflect,Dragonair
Rest,Dragonair
Return,Dragonair
Round,Dragonair
Safeguard,Dragonair
Scale Shot,Dragonair
Secret Power,Dragonair
Shock Wave,Dragonair
Skull Bash,Dragonair
Slam,Dragonair
Sleep Talk,Dragonair
Snore,Dragonair
Substitute,Dragonair
Sunny Day,Dragonair
Surf,Dragonair
Swagger,Dragonair
Swift,Dragonair
Take Down,Dragonair
Thunder,Dragonair
Thunder Wave,Dragonair
Thunderbolt,Dragonair
Toxic,Dragonair
Twister,Dragonair
Water Gun,Dragonair
Water Pulse,Dragonair
Waterfall,Dragonair
Whirlpool,Dragonair
Wrap,Dragonair
Zap Cannon,Dragonair
Agility,Furret
Amnesia,Furret
Aqua Tail,Furret
Attract,Furret
Baton Pass,Furret
Blizzard,Furret
Body Slam,Furret
Brick Break,Furret
Brutal Swing,Furret
Captivate,Furret
Charge Beam,Furret
Coil,Furret
Confide,Furret
Covet,Furret
Curse,Furret
Cut,Furret
Defense Curl,Furret
Detect,Furret
Dig,Furret
Double Edge,Furret
Double Team,Furret
Dynamic Punch,Furret
Echoed Voice,Furret
Endure,Furret
Facade,Furret
Fire Punch,Furret
Flamethrower,Furret
Fling,Furret
Focus Blast,Furret
Focus Punch,Furret
Follow Me,Furret
Foresight,Furret
Frustration,Furret
Fury Cutter,Furret
Fury Swipes,Furret
Giga Impact,Furret
Grass Knot,Furret
Headbutt,Furret
Helping Hand,Furret
Hidden Power,Furret
Hone Claws,Furret
Hyper Beam,Furret
Hyper Voice,Furret
Ice Beam,Furret
Ice Punch,Furret
Iron Tail,Furret
Knock Off,Furret
Last Resort,Furret
Me First,Furret
Mimic,Furret
Mud Slap,Furret
Natural Gift,Furret
Power Up Punch,Furret
Protect,Furret
Quick Attack,Furret
Rain Dance,Furret
Rest,Furret
Retaliate,Furret
Return,Furret
Rock Smash,Furret
Rollout,Furret
Round,Furret
Scratch,Furret
Secret Power,Furret
Shadow Ball,Furret
Shadow Claw,Furret
Shock Wave,Furret
Slam,Furret
Sleep Talk,Furret
Snore,Furret
Solar Beam,Furret
Strength,Furret
Substitute,Furret
Sucker Punch,Furret
Sunny Day,Furret
Super Fang,Furret
Surf,Furret
Swagger,Furret
Swift,Furret
Thief,Furret
Thunder,Furret
Thunder Punch,Furret
Thunderbolt,Furret
Toxic,Furret
Trick,Furret
U Turn,Furret
Uproar,Furret
Water Pulse,Furret
Whirlpool,Furret
Work Up,Furret
Agility,Chinchou
Amnesia,Chinchou
Aqua Ring,Chinchou
Attract,Chinchou
Blizzard,Chinchou
Bounce,Chinchou
Brine,Chinchou
Bubble,Chinchou
Bubble Beam,Chinchou
Captivate,Chinchou
Charge,Chinchou
Charge Beam,Chinchou
Confide,Chinchou
Confuse Ray,Chinchou
Curse,Chinchou
Dazzling Gleam,Chinchou
Discharge,Chinchou
Dive,Chinchou
Double Edge,Chinchou
Double Team,Chinchou
Electro Ball,Chinchou
Endure,Chinchou
Facade,Chinchou
Flail,Chinchou
Flash,Chinchou
Frustration,Chinchou
Hail,Chinchou
Heal Bell,Chinchou
Hidden Power,Chinchou
Hydro Pump,Chinchou
Ice Beam,Chinchou
Icy Wind,Chinchou
Ion Deluge,Chinchou
Mimic,Chinchou
Mist,Chinchou
Natural Gift,Chinchou
Protect,Chinchou
Psybeam,Chinchou
Rain Dance,Chinchou
Rest,Chinchou
Return,Chinchou
Rising Voltage,Chinchou
Round,Chinchou
Scald,Chinchou
Screech,Chinchou
Secret Power,Chinchou
Shock Wave,Chinchou
Signal Beam,Chinchou
Sleep Talk,Chinchou
Snore,Chinchou
Soak,Chinchou
Spark,Chinchou
Substitute,Chinchou
Sucker Punch,Chinchou
Supersonic,Chinchou
Surf,Chinchou
Swagger,Chinchou
Take Down,Chinchou
Thunder,Chinchou
Thunder Wave,Chinchou
Thunderbolt,Chinchou
Toxic,Chinchou
Volt Switch,Chinchou
Water Gun,Chinchou
Water Pulse,Chinchou
Waterfall,Chinchou
Whirlpool,Chinchou
Wild Charge,Chinchou
Zap Cannon,Chinchou
Agility,Lanturn
Amnesia,Lanturn
Aqua Ring,Lanturn
Aqua Tail,Lanturn
Attract,Lanturn
Blizzard,Lanturn
Bounce,Lanturn
Brine,Lanturn
Bubble,Lanturn
Bubble Beam,Lanturn
Captivate,Lanturn
Charge,Lanturn
Charge Beam,Lanturn
Confide,Lanturn
Confuse Ray,Lanturn
Curse,Lanturn
Dazzling Gleam,Lanturn
Discharge,Lanturn
Dive,Lanturn
Double Edge,Lanturn
Double Team,Lanturn
Eerie Impulse,Lanturn
Electro Ball,Lanturn
Endure,Lanturn
Facade,Lanturn
Flail,Lanturn
Flash,Lanturn
Frustration,Lanturn
Giga Impact,Lanturn
Hail,Lanturn
Heal Bell,Lanturn
Hidden Power,Lanturn
Hydro Pump,Lanturn
Hyper Beam,Lanturn
Ice Beam,Lanturn
Icy Wind,Lanturn
Ion Deluge,Lanturn
Mimic,Lanturn
Natural Gift,Lanturn
Protect,Lanturn
Rain Dance,Lanturn
Rest,Lanturn
Return,Lanturn
Rising Voltage,Lanturn
Round,Lanturn
Scald,Lanturn
Screech,Lanturn
Secret Power,Lanturn
Shock Wave,Lanturn
Signal Beam,Lanturn
Sleep Talk,Lanturn
Snore,Lanturn
Spark,Lanturn
Spit Up,Lanturn
Spotlight,Lanturn
Stockpile,Lanturn
Substitute,Lanturn
Sucker Punch,Lanturn
Supersonic,Lanturn
Surf,Lanturn
Swagger,Lanturn
Swallow,Lanturn
Take Down,Lanturn
Thunder,Lanturn
Thunder Wave,Lanturn
Thunderbolt,Lanturn
Toxic,Lanturn
Volt Switch,Lanturn
Water Gun,Lanturn
Water Pulse,Lanturn
Waterfall,Lanturn
Whirlpool,Lanturn
Wild Charge,Lanturn
Zap Cannon,Lanturn
Agility,Girafarig
Ally Switch,Girafarig
Amnesia,Girafarig
Assurance,Girafarig
Astonish,Girafarig
Attract,Girafarig
Baton Pass,Girafarig
Beat Up,Girafarig
Body Slam,Girafarig
Bulldoze,Girafarig
Calm Mind,Girafarig
Captivate,Girafarig
Charge Beam,Girafarig
Confide,Girafarig
Confusion,Girafarig
Crunch,Girafarig
Curse,Girafarig
Dazzling Gleam,Girafarig
Double Edge,Girafarig
Double Hit,Girafarig
Double Kick,Girafarig
Double Team,Girafarig
Dream Eater,Girafarig
Earthquake,Girafarig
Echoed Voice,Girafarig
Endure,Girafarig
Energy Ball,Girafarig
Facade,Girafarig
Flash,Girafarig
Foresight,Girafarig
Foul Play,Girafarig
Frustration,Girafarig
Future Sight,Girafarig
Grass Knot,Girafarig
Gravity,Girafarig
Growl,Girafarig
Guard Swap,Girafarig
Headbutt,Girafarig
Hidden Power,Girafarig
Hyper Voice,Girafarig
Iron Tail,Girafarig
Light Screen,Girafarig
Magic Coat,Girafarig
Mean Look,Girafarig
Mimic,Girafarig
Mirror Coat,Girafarig
Mud Slap,Girafarig
Nasty Plot,Girafarig
Natural Gift,Girafarig
Nightmare,Girafarig
Odor Sleuth,Girafarig
Power Swap,Girafarig
Protect,Girafarig
Psybeam,Girafarig
Psych Up,Girafarig
Psychic,Girafarig
Psychic Fangs,Girafarig
Psychic Terrain,Girafarig
Psyshock,Girafarig
Rain Dance,Girafarig
Razor Wind,Girafarig
Recycle,Girafarig
Reflect,Girafarig
Rest,Girafarig
Retaliate,Girafarig
Return,Girafarig
Rock Smash,Girafarig
Round,Girafarig
Secret Power,Girafarig
Shadow Ball,Girafarig
Shock Wave,Girafarig
Signal Beam,Girafarig
Skill Swap,Girafarig
Sleep Talk,Girafarig
Snore,Girafarig
Stomp,Girafarig
Stomping Tantrum,Girafarig
Strength,Girafarig
Substitute,Girafarig
Sucker Punch,Girafarig
Sunny Day,Girafarig
Swagger,Girafarig
Swift,Girafarig
Tackle,Girafarig
Take Down,Girafarig
Telekinesis,Girafarig
Thief,Girafarig
Thunder,Girafarig
Thunder Wave,Girafarig
Thunderbolt,Girafarig
Toxic,Girafarig
Trick,Girafarig
Trick Room,Girafarig
Uproar,Girafarig
Wish,Girafarig
Work Up,Girafarig
Zap Cannon,Girafarig
Zen Headbutt,Girafarig
Agility,Dunsparce
Air Slash,Dunsparce
Amnesia,Dunsparce
Ancient Power,Dunsparce
Aqua Tail,Dunsparce
Astonish,Dunsparce
Attract,Dunsparce
Baton Pass,Dunsparce
Bide,Dunsparce
Bind,Dunsparce
Bite,Dunsparce
Blizzard,Dunsparce
Body Slam,Dunsparce
Bulldoze,Dunsparce
Calm Mind,Dunsparce
Captivate,Dunsparce
Charge Beam,Dunsparce
Coil,Dunsparce
Confide,Dunsparce
Counter,Dunsparce
Curse,Dunsparce
Defense Curl,Dunsparce
Dig,Dunsparce
Double Edge,Dunsparce
Double Team,Dunsparce
Dragon Rush,Dunsparce
Dream Eater,Dunsparce
Drill Run,Dunsparce
Dual Wingbeat,Dunsparce
Earthquake,Dunsparce
Endeavor,Dunsparce
Endure,Dunsparce
Facade,Dunsparce
Fire Blast,Dunsparce
Flail,Dunsparce
Flamethrower,Dunsparce
Frustration,Dunsparce
Glare,Dunsparce
Gyro Ball,Dunsparce
Headbutt,Dunsparce
Helping Hand,Dunsparce
Hex,Dunsparce
Hidden Power,Dunsparce
Ice Beam,Dunsparce
Incinerate,Dunsparce
Iron Tail,Dunsparce
Last Resort,Dunsparce
Magic Coat,Dunsparce
Mimic,Dunsparce
Mud Slap,Dunsparce
Natural Gift,Dunsparce
Nightmare,Dunsparce
Pain Split,Dunsparce
Poison Jab,Dunsparce
Protect,Dunsparce
Psych Up,Dunsparce
Pursuit,Dunsparce
Rage,Dunsparce
Rain Dance,Dunsparce
Rest,Dunsparce
Retaliate,Dunsparce
Return,Dunsparce
Rock Slide,Dunsparce
Rock Smash,Dunsparce
Rock Tomb,Dunsparce
Rollout,Dunsparce
Roost,Dunsparce
Round,Dunsparce
Scale Shot,Dunsparce
Screech,Dunsparce
Secret Power,Dunsparce
Shadow Ball,Dunsparce
Shock Wave,Dunsparce
Skitter Smack,Dunsparce
Sleep Talk,Dunsparce
Snore,Dunsparce
Solar Beam,Dunsparce
Spite,Dunsparce
Stealth Rock,Dunsparce
Stomping Tantrum,Dunsparce
Stored Power,Dunsparce
Strength,Dunsparce
Substitute,Dunsparce
Sunny Day,Dunsparce
Swagger,Dunsparce
Take Down,Dunsparce
Terrain Pulse,Dunsparce
Thief,Dunsparce
Thunder,Dunsparce
Thunder Wave,Dunsparce
Thunderbolt,Dunsparce
Toxic,Dunsparce
Trump Card,Dunsparce
Water Pulse,Dunsparce
Wild Charge,Dunsparce
Yawn,Dunsparce
Zap Cannon,Dunsparce
Zen Headbutt,Dunsparce
Agility,Kingdra
Attract,Kingdra
Blizzard,Kingdra
Body Slam,Kingdra
Bounce,Kingdra
Breaking Swipe,Kingdra
Brine,Kingdra
Bubble,Kingdra
Bubble Beam,Kingdra
Captivate,Kingdra
Confide,Kingdra
Curse,Kingdra
Dive,Kingdra
Double Edge,Kingdra
Double Team,Kingdra
Draco Meteor,Kingdra
Dragon Breath,Kingdra
Dragon Dance,Kingdra
Dragon Pulse,Kingdra
Endure,Kingdra
Facade,Kingdra
Flash Cannon,Kingdra
Flip Turn,Kingdra
Focus Energy,Kingdra
Frustration,Kingdra
Giga Impact,Kingdra
Hail,Kingdra
Headbutt,Kingdra
Hidden Power,Kingdra
Hurricane,Kingdra
Hydro Pump,Kingdra
Hyper Beam,Kingdra
Ice Beam,Kingdra
Icy Wind,Kingdra
Iron Head,Kingdra
Laser Focus,Kingdra
Leer,Kingdra
Liquidation,Kingdra
Mimic,Kingdra
Muddy Water,Kingdra
Natural Gift,Kingdra
Outrage,Kingdra
Protect,Kingdra
Quash,Kingdra
Rain Dance,Kingdra
Rest,Kingdra
Return,Kingdra
Round,Kingdra
Scald,Kingdra
Scale Shot,Kingdra
Secret Power,Kingdra
Signal Beam,Kingdra
Sleep Talk,Kingdra
Smokescreen,Kingdra
Snore,Kingdra
Substitute,Kingdra
Surf,Kingdra
Swagger,Kingdra
Swift,Kingdra
Toxic,Kingdra
Twister,Kingdra
Water Gun,Kingdra
Water Pulse,Kingdra
Waterfall,Kingdra
Whirlpool,Kingdra
Yawn,Kingdra
Agility,Raikou
Aura Sphere,Raikou
Bite,Raikou
Body Slam,Raikou
Bulldoze,Raikou
Calm Mind,Raikou
Charge,Raikou
Charge Beam,Raikou
Confide,Raikou
Crunch,Raikou
Curse,Raikou
Cut,Raikou
Detect,Raikou
Dig,Raikou
Discharge,Raikou
Double Edge,Raikou
Double Team,Raikou
Eerie Impulse,Raikou
Electric Terrain,Raikou
Endure,Raikou
Extrasensory,Raikou
Extreme Speed,Raikou
Facade,Raikou
Flash,Raikou
Frustration,Raikou
Giga Impact,Raikou
Headbutt,Raikou
Helping Hand,Raikou
Hidden Power,Raikou
Howl,Raikou
Hyper Beam,Raikou
Iron Head,Raikou
Iron Tail,Raikou
Laser Focus,Raikou
Leer,Raikou
Light Screen,Raikou
Magnet Rise,Raikou
Mimic,Raikou
Mud Slap,Raikou
Natural Gift,Raikou
Protect,Raikou
Psych Up,Raikou
Quash,Raikou
Quick Attack,Raikou
Rain Dance,Raikou
Reflect,Raikou
Rest,Raikou
Return,Raikou
Rising Voltage,Raikou
Roar,Raikou
Rock Climb,Raikou
Rock Smash,Raikou
Round,Raikou
Sandstorm,Raikou
Scald,Raikou
Secret Power,Raikou
Shadow Ball,Raikou
Shock Wave,Raikou
Signal Beam,Raikou
Sleep Talk,Raikou
Snarl,Raikou
Snore,Raikou
Spark,Raikou
Strength,Raikou
Substitute,Raikou
Sunny Day,Raikou
Swagger,Raikou
Swift,Raikou
Throat Chop,Raikou
Thunder,Raikou
Thunder Fang,Raikou
Thunder Shock,Raikou
Thunder Wave,Raikou
Thunderbolt,Raikou
Toxic,Raikou
Volt Switch,Raikou
Weather Ball,Raikou
Wild Charge,Raikou
Zap Cannon,Raikou
Agility,Entei
Bite,Entei
Body Slam,Entei
Bulldoze,Entei
Calm Mind,Entei
Confide,Entei
Crunch,Entei
Curse,Entei
Cut,Entei
Detect,Entei
Dig,Entei
Double Edge,Entei
Double Team,Entei
Ember,Entei
Endure,Entei
Eruption,Entei
Extrasensory,Entei
Extreme Speed,Entei
Facade,Entei
Fire Blast,Entei
Fire Fang,Entei
Fire Spin,Entei
Flame Charge,Entei
Flame Wheel,Entei
Flamethrower,Entei
Flare Blitz,Entei
Flash,Entei
Frustration,Entei
Giga Impact,Entei
Headbutt,Entei
Heat Wave,Entei
Helping Hand,Entei
Hidden Power,Entei
Hyper Beam,Entei
Incinerate,Entei
Iron Head,Entei
Iron Tail,Entei
Laser Focus,Entei
Lava Plume,Entei
Leer,Entei
Mimic,Entei
Mud Slap,Entei
Natural Gift,Entei
Overheat,Entei
Protect,Entei
Psych Up,Entei
Quash,Entei
Rain Dance,Entei
Reflect,Entei
Rest,Entei
Return,Entei
Reversal,Entei
Roar,Entei
Rock Climb,Entei
Rock Smash,Entei
Round,Entei
Sacred Fire,Entei
Sandstorm,Entei
Scary Face,Entei
Scorching Sands,Entei
Secret Power,Entei
Shadow Ball,Entei
Sleep Talk,Entei
Smokescreen,Entei
Snarl,Entei
Snore,Entei
Solar Beam,Entei
Stomp,Entei
Stomping Tantrum,Entei
Stone Edge,Entei
Strength,Entei
Substitute,Entei
Sunny Day,Entei
Swagger,Entei
Swift,Entei
Toxic,Entei
Weather Ball,Entei
Will O Wisp,Entei
Agility,Suicune
Air Slash,Suicune
Aurora Beam,Suicune
Avalanche,Suicune
Bite,Suicune
Blizzard,Suicune
Body Slam,Suicune
Brine,Suicune
Bubble Beam,Suicune
Bulldoze,Suicune
Calm Mind,Suicune
Confide,Suicune
Crunch,Suicune
Curse,Suicune
Cut,Suicune
Detect,Suicune
Dig,Suicune
Dive,Suicune
Double Edge,Suicune
Double Team,Suicune
Endure,Suicune
Extrasensory,Suicune
Extreme Speed,Suicune
Facade,Suicune
Frustration,Suicune
Giga Impact,Suicune
Gust,Suicune
Hail,Suicune
Headbutt,Suicune
Helping Hand,Suicune
Hidden Power,Suicune
Hydro Pump,Suicune
Hyper Beam,Suicune
Ice Beam,Suicune
Ice Fang,Suicune
Icy Wind,Suicune
Iron Head,Suicune
Iron Tail,Suicune
Laser Focus,Suicune
Leer,Suicune
Liquidation,Suicune
Mimic,Suicune
Mirror Coat,Suicune
Mist,Suicune
Mud Slap,Suicune
Natural Gift,Suicune
Ominous Wind,Suicune
Protect,Suicune
Psych Up,Suicune
Quash,Suicune
Rain Dance,Suicune
Reflect,Suicune
Rest,Suicune
Return,Suicune
Roar,Suicune
Rock Climb,Suicune
Rock Smash,Suicune
Round,Suicune
Sandstorm,Suicune
Scald,Suicune
Secret Power,Suicune
Shadow Ball,Suicune
Sheer Cold,Suicune
Signal Beam,Suicune
Sleep Talk,Suicune
Snarl,Suicune
Snore,Suicune
Substitute,Suicune
Sunny Day,Suicune
Surf,Suicune
Swagger,Suicune
Swift,Suicune
Tailwind,Suicune
Toxic,Suicune
Water Gun,Suicune
Water Pulse,Suicune
Waterfall,Suicune
Weather Ball,Suicune
Whirlpool,Suicune
Agility,Surskit
Aqua Jet,Surskit
Attract,Surskit
Baton Pass,Surskit
Blizzard,Surskit
Bubble,Surskit
Bubble Beam,Surskit
Bug Bite,Surskit
Captivate,Surskit
Confide,Surskit
Double Edge,Surskit
Double Team,Surskit
Endure,Surskit
Facade,Surskit
Fell Stinger,Surskit
Flash,Surskit
Foresight,Surskit
Frustration,Surskit
Giga Drain,Surskit
Haze,Surskit
Hidden Power,Surskit
Hydro Pump,Surskit
Ice Beam,Surskit
Icy Wind,Surskit
Infestation,Surskit
Liquidation,Surskit
Lunge,Surskit
Mimic,Surskit
Mind Reader,Surskit
Mist,Surskit
Mud Shot,Surskit
Mud Slap,Surskit
Natural Gift,Surskit
Power Split,Surskit
Protect,Surskit
Psybeam,Surskit
Psych Up,Surskit
Quick Attack,Surskit
Rain Dance,Surskit
Rest,Surskit
Return,Surskit
Round,Surskit
Scald,Surskit
Secret Power,Surskit
Shadow Ball,Surskit
Signal Beam,Surskit
Sleep Talk,Surskit
Snore,Surskit
Solar Beam,Surskit
Sticky Web,Surskit
String Shot,Surskit
Struggle Bug,Surskit
Substitute,Surskit
Sunny Day,Surskit
Swagger,Surskit
Sweet Scent,Surskit
Swift,Surskit
Thief,Surskit
Toxic,Surskit
Water Pulse,Surskit
Water Sport,Surskit
Agility,Electrike
Attract,Electrike
Bite,Electrike
Body Slam,Electrike
Captivate,Electrike
Charge,Electrike
Charge Beam,Electrike
Confide,Electrike
Crunch,Electrike
Curse,Electrike
Discharge,Electrike
Double Edge,Electrike
Double Team,Electrike
Eerie Impulse,Electrike
Electro Ball,Electrike
Endure,Electrike
Facade,Electrike
Fire Fang,Electrike
Flame Burst,Electrike
Flamethrower,Electrike
Flash,Electrike
Frustration,Electrike
Headbutt,Electrike
Hidden Power,Electrike
Howl,Electrike
Ice Fang,Electrike
Iron Tail,Electrike
Leer,Electrike
Light Screen,Electrike
Magnet Rise,Electrike
Mimic,Electrike
Mud Slap,Electrike
Natural Gift,Electrike
Odor Sleuth,Electrike
Protect,Electrike
Psychic Fangs,Electrike
Quick Attack,Electrike
Rain Dance,Electrike
Rest,Electrike
Return,Electrike
Rising Voltage,Electrike
Roar,Electrike
Round,Electrike
Secret Power,Electrike
Shock Wave,Electrike
Signal Beam,Electrike
Sleep Talk,Electrike
Snarl,Electrike
Snore,Electrike
Spark,Electrike
Strength,Electrike
Substitute,Electrike
Swagger,Electrike
Swift,Electrike
Switcheroo,Electrike
Tackle,Electrike
Thief,Electrike
Thunder,Electrike
Thunder Fang,Electrike
Thunder Wave,Electrike
Thunderbolt,Electrike
Toxic,Electrike
Uproar,Electrike
Volt Switch,Electrike
Wild Charge,Electrike
Agility,Manectric
Attract,Manectric
Bite,Manectric
Body Slam,Manectric
Captivate,Manectric
Charge,Manectric
Charge Beam,Manectric
Confide,Manectric
Crunch,Manectric
Discharge,Manectric
Double Edge,Manectric
Double Team,Manectric
Eerie Impulse,Manectric
Electric Terrain,Manectric
Electro Ball,Manectric
Endure,Manectric
Facade,Manectric
Fire Fang,Manectric
Flamethrower,Manectric
Flash,Manectric
Frustration,Manectric
Giga Impact,Manectric
Headbutt,Manectric
Hidden Power,Manectric
Howl,Manectric
Hyper Beam,Manectric
Hyper Voice,Manectric
Ice Fang,Manectric
Iron Tail,Manectric
Laser Focus,Manectric
Leer,Manectric
Light Screen,Manectric
Magnet Rise,Manectric
Mimic,Manectric
Mud Slap,Manectric
Natural Gift,Manectric
Odor Sleuth,Manectric
Overheat,Manectric
Protect,Manectric
Psychic Fangs,Manectric
Quick Attack,Manectric
Rain Dance,Manectric
Rest,Manectric
Return,Manectric
Rising Voltage,Manectric
Roar,Manectric
Round,Manectric
Scary Face,Manectric
Secret Power,Manectric
Shock Wave,Manectric
Signal Beam,Manectric
Sleep Talk,Manectric
Snarl,Manectric
Snore,Manectric
Spark,Manectric
Strength,Manectric
Substitute,Manectric
Swagger,Manectric
Swift,Manectric
Tackle,Manectric
Thief,Manectric
Thunder,Manectric
Thunder Fang,Manectric
Thunder Wave,Manectric
Thunderbolt,Manectric
Toxic,Manectric
Uproar,Manectric
Volt Switch,Manectric
Wild Charge,Manectric
Agility,Plusle
Attract,Plusle
Baton Pass,Plusle
Bestow,Plusle
Body Slam,Plusle
Captivate,Plusle
Charge,Plusle
Charge Beam,Plusle
Charm,Plusle
Confide,Plusle
Copycat,Plusle
Counter,Plusle
Covet,Plusle
Defense Curl,Plusle
Discharge,Plusle
Double Edge,Plusle
Double Team,Plusle
Dynamic Punch,Plusle
Echoed Voice,Plusle
Electro Ball,Plusle
Electroweb,Plusle
Encore,Plusle
Endure,Plusle
Entrainment,Plusle
Facade,Plusle
Fake Tears,Plusle
Flash,Plusle
Fling,Plusle
Frustration,Plusle
Grass Knot,Plusle
Growl,Plusle
Headbutt,Plusle
Helping Hand,Plusle
Hidden Power,Plusle
Iron Tail,Plusle
Last Resort,Plusle
Light Screen,Plusle
Lucky Chant,Plusle
Magnet Rise,Plusle
Mega Kick,Plusle
Mega Punch,Plusle
Metronome,Plusle
Mimic,Plusle
Mud Slap,Plusle
Nasty Plot,Plusle
Natural Gift,Plusle
Nuzzle,Plusle
Play Nice,Plusle
Protect,Plusle
Quick Attack,Plusle
Rain Dance,Plusle
Rest,Plusle
Return,Plusle
Rollout,Plusle
Round,Plusle
Secret Power,Plusle
Seismic Toss,Plusle
Shock Wave,Plusle
Signal Beam,Plusle
Sing,Plusle
Sleep Talk,Plusle
Snore,Plusle
Spark,Plusle
Substitute,Plusle
Swagger,Plusle
Sweet Kiss,Plusle
Swift,Plusle
Tearful Look,Plusle
Thunder,Plusle
Thunder Punch,Plusle
Thunder Wave,Plusle
Thunderbolt,Plusle
Toxic,Plusle
Uproar,Plusle
Volt Switch,Plusle
Wild Charge,Plusle
Wish,Plusle
Agility,Minun
Attract,Minun
Baton Pass,Minun
Body Slam,Minun
Captivate,Minun
Charge,Minun
Charge Beam,Minun
Charm,Minun
Confide,Minun
Copycat,Minun
Counter,Minun
Covet,Minun
Defense Curl,Minun
Discharge,Minun
Double Edge,Minun
Double Team,Minun
Dynamic Punch,Minun
Echoed Voice,Minun
Electro Ball,Minun
Electroweb,Minun
Encore,Minun
Endure,Minun
Entrainment,Minun
Facade,Minun
Fake Tears,Minun
Flash,Minun
Fling,Minun
Frustration,Minun
Grass Knot,Minun
Growl,Minun
Headbutt,Minun
Helping Hand,Minun
Hidden Power,Minun
Iron Tail,Minun
Last Resort,Minun
Light Screen,Minun
Lucky Chant,Minun
Magnet Rise,Minun
Mega Kick,Minun
Mega Punch,Minun
Metronome,Minun
Mimic,Minun
Mud Slap,Minun
Nasty Plot,Minun
Natural Gift,Minun
Nuzzle,Minun
Play Nice,Minun
Protect,Minun
Quick Attack,Minun
Rain Dance,Minun
Rest,Minun
Return,Minun
Rollout,Minun
Round,Minun
Secret Power,Minun
Seismic Toss,Minun
Shock Wave,Minun
Signal Beam,Minun
Sing,Minun
Sleep Talk,Minun
Snore,Minun
Spark,Minun
Substitute,Minun
Swagger,Minun
Sweet Kiss,Minun
Swift,Minun
Switcheroo,Minun
Tearful Look,Minun
Thunder,Minun
Thunder Punch,Minun
Thunder Wave,Minun
Thunderbolt,Minun
Toxic,Minun
Trump Card,Minun
Uproar,Minun
Volt Switch,Minun
Wild Charge,Minun
Wish,Minun
Agility,Carvanha
Ancient Power,Carvanha
Aqua Jet,Carvanha
Assurance,Carvanha
Attract,Carvanha
Bite,Carvanha
Blizzard,Carvanha
Bounce,Carvanha
Brine,Carvanha
Captivate,Carvanha
Confide,Carvanha
Crunch,Carvanha
Dark Pulse,Carvanha
Destiny Bond,Carvanha
Dive,Carvanha
Double Edge,Carvanha
Double Team,Carvanha
Endure,Carvanha
Facade,Carvanha
Flip Turn,Carvanha
Focus Energy,Carvanha
Frustration,Carvanha
Fury Cutter,Carvanha
Hail,Carvanha
Hidden Power,Carvanha
Hydro Pump,Carvanha
Ice Beam,Carvanha
Ice Fang,Carvanha
Icy Wind,Carvanha
Leer,Carvanha
Liquidation,Carvanha
Mimic,Carvanha
Mud Slap,Carvanha
Natural Gift,Carvanha
Payback,Carvanha
Poison Fang,Carvanha
Protect,Carvanha
Psychic Fangs,Carvanha
Rage,Carvanha
Rain Dance,Carvanha
Rest,Carvanha
Retaliate,Carvanha
Return,Carvanha
Round,Carvanha
Scald,Carvanha
Scale Shot,Carvanha
Scary Face,Carvanha
Screech,Carvanha
Secret Power,Carvanha
Sleep Talk,Carvanha
Snarl,Carvanha
Snore,Carvanha
Spite,Carvanha
Substitute,Carvanha
Super Fang,Carvanha
