,Nature,UsePercentage,Pokemon,Hp,Atk,Def,SpA,SpD,Spe
3661,Sassy,16.064,Rhyperior,4,252,0,0,252,0
3662,Sassy,14.640,Rhyperior,76,252,52,4,124,0
3663,Adamant,14.179,Rhyperior,252,252,0,0,4,0
3664,Brave,10.016,Rhyperior,0,156,148,0,204,0
3665,Brave,7.258,Rhyperior,252,252,0,0,4,0
3666,Adamant,6.738,Rhyperior,0,252,0,0,4,252
3667,Sassy,2.055,Rhyperior,252,252,0,0,4,0
3668,Modest,1.114,Rhyperior,252,0,0,0,252,0
3669,Brave,0.956,Rhyperior,92,252,0,0,164,0
3670,Brave,0.545,Rhyperior,252,252,4,0,0,0
3671,Jolly,0.435,Rhyperior,0,252,0,0,4,252
3672,Brave,0.404,Rhyperior,0,252,252,0,4,0
3673,Adamant,0.205,Rhyperior,0,252,0,0,0,252
3674,Adamant,0.128,Rhyperior,252,252,0,0,0,4
3675,Jolly,0.091,Rhyperior,4,252,0,0,0,252
3676,Brave,0.077,Rhyperior,54,31,36,0,31,0
3677,Brave,0.066,Rhyperior,68,0,252,0,188,0
3678,Adamant,0.039,Rhyperior,252,252,4,0,0,0
3679,Adamant,0.038,Rhyperior,4,252,0,0,252,0
3680,Impish,60.433,Stonjourner,252,4,252,0,0,0
3681,Impish,17.236,Stonjourner,252,0,0,0,252,4
3682,Jolly,7.254,Stonjourner,204,0,0,0,52,252
3683,Adamant,3.710,Stonjourner,0,252,0,0,4,252
3684,Adamant,3.692,Stonjourner,0,252,0,0,0,252
3685,Hardy,2.699,Stonjourner,252,4,252,0,0,0
3686,Relaxed,2.214,Stonjourner,252,0,252,0,4,0
3687,Bold,1.084,Stonjourner,252,0,252,0,4,0
3688,Jolly,0.544,Stonjourner,4,252,0,0,0,252
3689,Careful,0.514,Stonjourner,4,0,0,0,252,252
3690,Hardy,0.407,Stonjourner,196,28,196,0,0,84
3691,Adamant,0.145,Stonjourner,0,252,180,0,72,0
3692,Impish,0.036,Stonjourner,252,0,252,0,4,0
3693,Jolly,0.019,Stonjourner,0,252,4,0,0,252
3694,Careful,0.008,Stonjourner,4,252,0,0,252,0
3695,Adamant,0.004,Stonjourner,252,252,0,0,4,0
3696,Jolly,0.001,Stonjourner,0,252,0,0,4,252
3697,Impish,0.000,Stonjourner,0,10,244,0,0,248
3698,Impish,0.000,Stonjourner,208,48,252,0,0,0
3699,Jolly,0.000,Stonjourner,188,4,68,0,60,188
3700,Jolly,91.561,Electivire,28,248,0,0,4,228
3701,Jolly,4.130,Electivire,0,252,0,0,0,252
3702,Lonely,1.873,Electivire,0,252,0,4,0,252
3703,Jolly,1.173,Electivire,4,252,0,0,0,252
3704,Jolly,0.664,Electivire,28,252,4,0,4,220
3705,Adamant,0.240,Electivire,0,252,0,0,4,252
3706,Adamant,0.114,Electivire,252,252,0,0,0,0
3707,Adamant,0.054,Electivire,0,252,0,0,0,252
3708,Brave,0.051,Electivire,100,252,148,0,4,0
3709,Adamant,0.047,Electivire,248,248,0,0,0,12
3710,Jolly,0.046,Electivire,180,252,0,0,0,76
3711,Hardy,0.017,Electivire,164,0,0,252,0,92
3712,Hasty,0.011,Electivire,0,252,0,4,0,252
3713,Adamant,0.008,Electivire,88,252,148,0,20,0
3714,Adamant,0.005,Electivire,4,252,0,0,0,252
3715,Adamant,0.003,Electivire,20,252,4,0,4,228
3716,Hardy,0.001,Electivire,0,248,4,252,0,0
3717,Modest,0.001,Electivire,0,0,0,252,4,252
3718,Adamant,0.000,Electivire,132,252,124,0,0,0
3719,Hardy,0.000,Electivire,0,252,0,0,0,252
3720,Adamant,40.108,Leafeon,252,248,0,0,0,0
3721,Adamant,24.783,Leafeon,0,252,0,0,4,252
3722,Jolly,19.293,Leafeon,84,196,0,0,0,228
3723,Jolly,5.687,Leafeon,4,252,92,0,20,140
3724,Jolly,5.337,Leafeon,0,252,0,0,4,252
3725,Jolly,2.636,Leafeon,252,36,0,0,76,140
3726,Adamant,0.588,Leafeon,236,252,0,0,0,20
3727,Hardy,0.248,Leafeon,68,236,4,0,4,196
3728,Adamant,0.235,Leafeon,68,252,0,0,0,188
3729,Naughty,0.171,Leafeon,0,252,0,4,0,252
3730,Jolly,0.151,Leafeon,118,252,0,0,0,140
3731,Adamant,0.135,Leafeon,0,252,4,0,0,252
3732,Jolly,0.130,Leafeon,0,252,4,0,0,252
3733,Adamant,0.118,Leafeon,252,252,0,0,4,0
3734,Jolly,0.094,Leafeon,4,252,0,0,0,252
3735,Hardy,0.075,Leafeon,132,0,124,0,0,252
3736,Adamant,0.065,Leafeon,0,252,252,0,0,0
3737,Adamant,0.056,Leafeon,4,252,0,0,0,252
3738,Impish,0.048,Leafeon,220,12,76,0,4,196
3739,Adamant,0.021,Leafeon,0,252,0,0,0,252
3740,Quiet,31.662,Abomasnow,252,0,0,236,20,0
3741,Adamant,24.453,Abomasnow,252,252,0,0,4,0
3742,Timid,19.107,Abomasnow,36,0,0,252,0,220
3743,Modest,15.852,Abomasnow,252,0,0,252,4,0
3744,Quiet,7.756,Abomasnow,252,4,0,252,0,0
3745,Modest,0.491,Abomasnow,4,0,252,0,252,0
3746,Relaxed,0.239,Abomasnow,252,0,252,0,4,0
3747,Quiet,0.103,Abomasnow,252,60,0,108,86,0
3748,Quiet,0.068,Abomasnow,232,0,0,252,24,0
3749,Quiet,0.058,Abomasnow,252,0,4,252,0,0
3750,Hardy,0.055,Abomasnow,252,4,0,252,0,0
3751,Quiet,0.047,Abomasnow,252,0,0,252,4,0
3752,Modest,0.036,Abomasnow,0,0,0,252,4,252
3753,Modest,0.027,Abomasnow,252,0,0,156,100,0
3754,Sassy,0.023,Abomasnow,252,4,0,0,252,0
3755,Careful,0.008,Abomasnow,252,4,0,0,252,0
3756,Brave,0.007,Abomasnow,248,252,0,8,0,0
3757,Calm,0.004,Abomasnow,252,0,0,4,252,0
3758,Modest,0.002,Abomasnow,0,0,52,204,252,0
3759,Calm,0.001,Abomasnow,252,0,0,0,252,0
3760,Adamant,48.091,Diggersby,140,252,4,0,4,108
3761,Adamant,40.528,Diggersby,4,252,0,0,0,252
3762,Jolly,11.074,Diggersby,4,252,0,0,0,252
3763,Adamant,0.196,Diggersby,244,252,0,0,12,0
3764,Jolly,0.093,Diggersby,0,252,0,0,0,252
3765,Hardy,0.019,Diggersby,0,252,0,0,4,252
3766,Adamant,0.000,Diggersby,12,240,0,0,0,252
3767,Brave,0.000,Diggersby,156,252,100,0,0,0
3768,Adamant,0.000,Diggersby,0,252,0,0,0,252
3769,Timid,0.000,Diggersby,252,0,116,0,124,12
3770,Adamant,0.000,Diggersby,128,128,0,0,0,252
3771,Jolly,0.000,Diggersby,0,252,4,0,0,252
3772,Impish,0.000,Diggersby,252,0,252,0,4,0
3773,Adamant,0.000,Diggersby,0,252,76,0,76,104
3774,Jolly,0.000,Diggersby,0,252,0,0,4,252
3775,Adamant,0.000,Diggersby,100,252,0,0,0,156
3776,Careful,0.000,Diggersby,252,0,4,0,252,0
3777,Jolly,0.000,Diggersby,0,252,0,0,12,244
3778,Hardy,0.000,Diggersby,124,252,0,0,0,132
3779,Hardy,0.000,Diggersby,36,152,60,152,56,48
3780,Adamant,17.320,Giratina Altered Forme,248,252,0,0,8,0
3781,Jolly,14.957,Giratina Altered Forme,4,252,0,0,0,252
3782,Impish,12.067,Giratina Altered Forme,116,0,156,0,236,0
3783,Adamant,11.096,Giratina Altered Forme,4,252,124,0,124,4
3784,Naughty,7.198,Giratina Altered Forme,0,236,0,252,0,20
3785,Modest,6.335,Giratina Altered Forme,252,0,0,236,0,20
3786,Bold,6.014,Giratina Altered Forme,220,0,60,116,84,28
3787,Bold,5.990,Giratina Altered Forme,244,0,116,124,4,20
3788,Quiet,5.216,Giratina Altered Forme,252,0,0,76,180,0
3789,Modest,3.573,Giratina Altered Forme,28,0,0,252,0,228
3790,Bold,2.109,Giratina Altered Forme,248,0,0,8,252,0
3791,Bold,1.731,Giratina Altered Forme,252,0,164,0,92,0
3792,Jolly,1.608,Giratina Altered Forme,0,252,0,0,4,252
3793,Calm,0.996,Giratina Altered Forme,0,0,196,156,156,0
3794,Modest,0.699,Giratina Altered Forme,4,0,0,252,0,252
3795,Adamant,0.665,Giratina Altered Forme,252,252,0,0,0,4
3796,Careful,0.634,Giratina Altered Forme,252,44,164,0,44,0
3797,Adamant,0.236,Giratina Altered Forme,252,252,0,0,4,0
3798,Modest,0.231,Giratina Altered Forme,252,0,0,252,4,0
3799,Modest,0.185,Giratina Altered Forme,0,0,196,0,188,124
3800,Timid,84.987,Swoobat,252,0,0,0,4,252
3801,Timid,9.757,Swoobat,252,0,0,4,0,252
3802,Timid,3.099,Swoobat,0,0,0,252,4,252
3803,Timid,1.748,Swoobat,60,0,92,0,98,252
3804,Modest,0.408,Swoobat,0,0,0,252,4,252
3805,Hardy,0.000,Swoobat,84,0,0,0,0,0
3806,Timid,0.000,Swoobat,252,0,4,0,0,252
3807,Modest,0.000,Swoobat,228,0,12,180,4,84
3808,Hardy,0.000,Swoobat,68,0,100,0,88,252
3809,Jolly,0.000,Swoobat,0,252,0,0,0,228
3810,Jolly,0.000,Swoobat,252,4,0,0,0,252
3811,Modest,0.000,Swoobat,4,0,0,252,0,252
3812,Hardy,0.000,Swoobat,252,0,0,0,4,252
3813,Jolly,0.000,Swoobat,116,252,0,0,0,140
3814,Timid,0.000,Swoobat,0,0,0,0,0,252
3815,Timid,0.000,Swoobat,0,0,0,252,0,252
3816,Jolly,0.000,Swoobat,252,0,4,0,0,252
3817,Calm,0.000,Swoobat,4,0,0,0,252,252
3818,Timid,0.000,Swoobat,4,0,0,252,0,252
3819,Modest,0.000,Swoobat,252,0,0,252,4,0
3820,Jolly,40.723,Corviknight,252,252,0,0,0,4
3821,Impish,18.578,Corviknight,252,4,252,0,0,0
3822,Relaxed,9.693,Corviknight,4,0,252,0,252,0
3823,Impish,8.016,Corviknight,252,0,196,0,60,0
3824,Careful,5.041,Corviknight,252,4,0,0,252,0
3825,Impish,3.637,Corviknight,252,12,4,0,172,68
3826,Impish,2.890,Corviknight,252,0,252,0,4,0
3827,Adamant,2.057,Corviknight,252,60,0,0,0,196
3828,Adamant,1.342,Corviknight,252,150,100,0,0,0
3829,Careful,1.009,Corviknight,252,0,28,0,136,88
3830,Adamant,1.005,Corviknight,0,160,252,0,96,0
3831,Impish,0.799,Corviknight,252,84,92,0,60,20
3832,Bold,0.677,Corviknight,252,0,252,4,0,0
3833,Careful,0.672,Corviknight,212,0,0,0,252,44
3834,Careful,0.612,Corviknight,252,0,4,0,252,0
3835,Impish,0.583,Corviknight,220,0,252,0,36,0
3836,Jolly,0.514,Corviknight,0,252,0,0,4,252
3837,Adamant,0.497,Corviknight,252,92,0,0,164,0
3838,Impish,0.448,Corviknight,252,4,124,0,128,0
3839,Adamant,0.285,Corviknight,252,252,0,0,4,0
3840,Modest,47.850,Vikavolt,244,0,0,252,12,0
3841,Quiet,34.871,Vikavolt,252,0,0,212,44,0
3842,Quiet,6.840,Vikavolt,252,0,0,252,4,0
3843,Modest,2.622,Vikavolt,40,0,52,252,136,24
3844,Quiet,2.327,Vikavolt,252,0,0,236,20,0
3845,Modest,1.636,Vikavolt,236,0,60,196,12,4
3846,Timid,1.140,Vikavolt,0,0,4,252,0,252
3847,Quiet,1.108,Vikavolt,0,0,0,252,4,0
3848,Quiet,0.805,Vikavolt,244,0,0,252,12,0
3849,Quiet,0.319,Vikavolt,0,0,156,148,200,0
3850,Quiet,0.176,Vikavolt,252,0,0,76,180,0
3851,Modest,0.154,Vikavolt,252,0,0,252,4,0
3852,Quiet,0.076,Vikavolt,252,0,4,252,0,0
3853,Timid,0.071,Vikavolt,252,0,0,252,4,0
3854,Quiet,0.003,Vikavolt,236,0,20,252,0,0
3855,Modest,0.002,Vikavolt,0,0,0,252,4,252
3856,Modest,0.000,Vikavolt,188,0,0,252,0,68
3857,Quiet,0.000,Vikavolt,188,0,4,252,64,0
3858,Quiet,0.000,Vikavolt,0,0,84,252,172,0
3859,Quiet,0.000,Vikavolt,252,0,0,252,0,0
3860,Jolly,71.069,Durant,4,252,0,0,0,252
3861,Jolly,13.976,Durant,0,252,0,0,4,252
3862,Jolly,13.296,Durant,20,144,4,0,148,192
3863,Adamant,1.285,Durant,4,252,0,0,0,252
3864,Jolly,0.253,Durant,0,252,4,0,0,252
3865,Jolly,0.095,Durant,0,0,252,0,0,0
3866,Jolly,0.024,Durant,0,0,252,0,0,252
3867,Jolly,0.002,Durant,0,252,52,0,76,124
3868,Hardy,0.000,Durant,252,0,4,0,0,252
3869,Hardy,0.000,Durant,0,4,252,0,0,252
3870,Jolly,0.000,Durant,0,252,252,0,4,0
3871,Jolly,0.000,Durant,0,0,252,0,4,252
3872,Jolly,0.000,Durant,60,252,12,0,0,180
3873,Careful,0.000,Durant,0,0,124,0,128,252
3874,Careful,0.000,Durant,0,0,252,0,252,0
3875,Jolly,0.000,Durant,4,0,252,0,0,252
3876,Jolly,0.000,Durant,0,0,0,0,252,252
3877,Hardy,0.000,Durant,252,0,132,0,124,0
3878,Naughty,0.000,Durant,0,252,4,0,0,252
3879,Adamant,0.000,Durant,252,0,252,0,0,0
3880,Bold,29.484,Cresselia,252,0,236,0,20,0
3881,Calm,17.178,Cresselia,252,0,0,4,252,0
3882,Calm,7.767,Cresselia,228,0,124,0,156,0
3883,Calm,6.653,Cresselia,252,0,92,0,164,0
3884,Calm,6.189,Cresselia,252,0,100,0,156,0
3885,Bold,4.673,Cresselia,196,0,140,0,172,0
3886,Modest,3.822,Cresselia,252,0,0,252,4,0
3887,Calm,3.716,Cresselia,252,0,36,0,220,0
3888,Bold,3.307,Cresselia,252,0,252,0,4,0
3889,Sassy,1.981,Cresselia,252,0,252,0,4,0
3890,Sassy,1.973,Cresselia,252,0,0,4,252,0
3891,Bold,1.716,Cresselia,236,0,244,0,28,0
3892,Calm,1.700,Cresselia,4,0,252,0,252,0
3893,Sassy,1.545,Cresselia,252,0,4,0,252,0
3894,Hardy,1.495,Cresselia,0,0,252,4,252,0
3895,Timid,1.370,Cresselia,164,0,172,0,172,0
3896,Bold,0.940,Cresselia,252,0,4,0,252,0
3897,Bold,0.774,Cresselia,0,0,252,4,252,0
3898,Relaxed,0.601,Cresselia,252,0,196,0,60,0
3899,Calm,0.524,Cresselia,252,0,20,0,236,0
3900,Modest,97.290,Mr. Rime,252,0,4,252,0,0
3901,Calm,1.191,Mr. Rime,252,0,4,0,252,0
3902,Quiet,1.033,Mr. Rime,138,83,108,175,0,0
3903,Modest,0.210,Mr. Rime,44,0,84,220,4,156
3904,Impish,0.203,Mr. Rime,252,0,252,0,4,0
3905,Calm,0.037,Mr. Rime,252,0,148,4,100,4
3906,Quiet,0.029,Mr. Rime,196,0,0,108,204,0
3907,Calm,0.005,Mr. Rime,0,0,0,252,252,0
3908,Jolly,0.001,Mr. Rime,0,252,0,0,4,252
3909,Modest,0.001,Mr. Rime,252,0,116,140,0,0
3910,Modest,0.000,Mr. Rime,252,0,204,52,0,0
3911,Quiet,0.000,Mr. Rime,248,0,0,252,8,0
3912,Modest,0.000,Mr. Rime,252,0,4,236,4,12
3913,Hardy,0.000,Mr. Rime,0,4,252,0,0,252
3914,Timid,0.000,Mr. Rime,36,0,0,252,0,220
3915,Bold,0.000,Mr. Rime,252,0,116,0,140,0
3916,Bold,0.000,Mr. Rime,252,0,252,0,0,4
3917,Timid,0.000,Mr. Rime,0,0,4,252,0,252
3918,Quiet,0.000,Mr. Rime,252,0,0,252,4,0
3919,Timid,0.000,Mr. Rime,0,4,0,252,0,252
3920,Quiet,93.167,Wishiwashi Solo Form,252,0,4,252,0,0
3921,Brave,6.763,Wishiwashi Solo Form,252,252,4,0,0,0
3922,Brave,0.049,Wishiwashi Solo Form,244,252,0,0,12,0
3923,Sassy,0.012,Wishiwashi Solo Form,252,0,0,4,252,0
3924,Quiet,0.008,Wishiwashi Solo Form,244,0,0,252,12,0
3925,Adamant,0.001,Wishiwashi Solo Form,244,252,0,0,0,0
3926,Relaxed,0.001,Wishiwashi Solo Form,252,0,44,84,124,0
3927,Lonely,0.000,Wishiwashi Solo Form,244,252,0,12,0,0
3928,Calm,0.000,Wishiwashi Solo Form,244,0,0,12,252,0
3929,Hardy,0.000,Wishiwashi Solo Form,252,252,4,0,0,0
3930,Quiet,0.000,Wishiwashi Solo Form,248,8,0,252,0,0
3931,Brave,0.000,Wishiwashi Solo Form,208,252,44,0,4,0
3932,Adamant,0.000,Wishiwashi Solo Form,252,252,0,0,4,0
3933,Rash,0.000,Wishiwashi Solo Form,76,0,0,180,0,252
3934,Relaxed,0.000,Wishiwashi Solo Form,252,4,252,0,0,0
3935,Hardy,0.000,Wishiwashi Solo Form,0,0,252,252,0,0
3936,Modest,0.000,Wishiwashi Solo Form,252,0,0,252,4,0
3937,Brave,0.000,Wishiwashi Solo Form,212,140,0,156,0,0
3938,Brave,0.000,Wishiwashi Solo Form,252,252,0,0,4,0
3939,Relaxed,0.000,Wishiwashi Solo Form,0,0,4,252,252,0
3940,Adamant,47.744,Conkeldurr,252,252,0,0,4,0
3941,Brave,12.640,Conkeldurr,252,252,0,0,4,0
3942,Brave,9.489,Conkeldurr,252,252,4,0,0,0
3943,Adamant,6.339,Conkeldurr,0,252,0,0,0,252
3944,Brave,6.293,Conkeldurr,60,252,0,0,196,0
3945,Brave,3.660,Conkeldurr,0,252,4,0,252,0
3946,Brave,3.558,Conkeldurr,68,252,0,0,188,0
3947,Adamant,3.371,Conkeldurr,0,252,4,0,252,0
3948,Adamant,2.343,Conkeldurr,120,252,0,0,116,20
3949,Brave,1.409,Conkeldurr,140,252,0,0,116,0
3950,Adamant,0.607,Conkeldurr,252,252,4,0,0,0
3951,Brave,0.520,Conkeldurr,156,252,0,0,100,0
3952,Hardy,0.475,Conkeldurr,252,252,0,0,4,0
3953,Jolly,0.290,Conkeldurr,4,252,0,0,0,252
3954,Adamant,0.249,Conkeldurr,108,252,28,0,120,0
3955,Brave,0.195,Conkeldurr,252,172,4,0,76,0
3956,Adamant,0.192,Conkeldurr,188,252,0,0,68,0
3957,Adamant,0.093,Conkeldurr,4,252,252,0,0,0
3958,Adamant,0.084,Conkeldurr,0,252,0,0,76,180
3959,Adamant,0.075,Conkeldurr,140,228,140,0,0,0
3960,Timid,46.681,Boltund,252,0,0,4,0,252
3961,Timid,46.123,Boltund,4,0,0,252,0,252
3962,Timid,3.528,Boltund,6,0,0,252,0,252
3963,Naive,2.954,Boltund,4,0,0,252,0,252
3964,Jolly,0.384,Boltund,4,252,0,0,0,252
3965,Hasty,0.257,Boltund,4,0,0,252,0,252
3966,Timid,0.042,Boltund,0,0,0,252,0,252
3967,Hasty,0.014,Boltund,244,12,0,0,0,252
3968,Hardy,0.007,Boltund,4,252,0,0,0,252
3969,Naive,0.003,Boltund,0,0,4,252,0,252
3970,Modest,0.003,Boltund,0,0,4,252,0,252
3971,Timid,0.002,Boltund,0,0,4,252,0,252
3972,Timid,0.002,Boltund,0,0,0,252,4,252
3973,Jolly,0.001,Boltund,252,4,0,0,0,252
3974,Timid,0.000,Boltund,68,0,4,180,4,252
3975,Timid,0.000,Boltund,104,0,0,188,0,216
3976,Hardy,0.000,Boltund,132,100,28,108,60,80
3977,Adamant,0.000,Boltund,0,252,0,252,0,0
3978,Serious,0.000,Boltund,4,0,0,252,0,0
3979,Timid,0.000,Boltund,0,4,0,252,0,252
3980,Jolly,64.803,Terrakion,0,252,0,0,4,252
3981,Jolly,18.083,Terrakion,68,252,4,0,4,180
3982,Jolly,5.377,Terrakion,4,252,0,0,0,252
3983,Hasty,4.365,Terrakion,0,252,0,4,0,252
3984,Jolly,3.364,Terrakion,28,252,28,0,4,196
3985,Adamant,2.390,Terrakion,0,252,0,0,4,252
3986,Careful,0.519,Terrakion,0,0,252,0,252,0
3987,Jolly,0.352,Terrakion,0,252,4,0,0,252
3988,Adamant,0.350,Terrakion,252,0,124,0,128,0
3989,Jolly,0.244,Terrakion,92,132,28,0,4,252
3990,Jolly,0.045,Terrakion,108,84,76,0,68,172
3991,Hardy,0.024,Terrakion,4,0,124,0,126,252
3992,Jolly,0.024,Terrakion,68,156,36,0,12,236
3993,Timid,0.023,Terrakion,4,252,0,0,0,252
3994,Jolly,0.020,Terrakion,0,4,0,0,252,252
3995,Impish,0.009,Terrakion,0,252,252,0,0,0
3996,Jolly,0.002,Terrakion,0,252,0,0,0,252
3997,Jolly,0.002,Terrakion,6,252,0,0,0,252
3998,Hardy,0.001,Terrakion,0,252,0,0,0,252
3999,Hardy,0.001,Terrakion,4,252,0,0,0,252
4000,Adamant,44.248,Cobalion,132,252,4,0,36,84
4001,Jolly,20.478,Cobalion,4,252,0,0,0,252
4002,Jolly,14.046,Cobalion,0,252,0,0,4,252
4003,Jolly,9.785,Cobalion,36,180,36,0,60,196
4004,Jolly,5.285,Cobalion,76,228,0,0,0,204
4005,Jolly,1.711,Cobalion,28,252,4,0,4,220
4006,Adamant,1.359,Cobalion,196,236,4,0,20,52
4007,Jolly,0.952,Cobalion,4,192,0,0,60,252
4008,Adamant,0.701,Cobalion,84,172,4,0,12,236
4009,Jolly,0.300,Cobalion,4,0,252,0,0,252
4010,Jolly,0.286,Cobalion,4,164,52,0,36,252
4011,Adamant,0.213,Cobalion,4,252,0,0,0,252
4012,Adamant,0.204,Cobalion,212,252,4,0,28,12
4013,Jolly,0.135,Cobalion,4,244,4,0,4,252
4014,Jolly,0.094,Cobalion,252,0,0,0,4,252
4015,Adamant,0.037,Cobalion,0,252,148,0,4,100
4016,Jolly,0.035,Cobalion,0,252,252,0,0,0
4017,Adamant,0.035,Cobalion,252,252,0,0,4,0
4018,Careful,0.025,Cobalion,252,164,4,0,68,20
4019,Jolly,0.024,Cobalion,4,0,0,252,0,252
4020,Jolly,28.283,Black Kyurem,4,252,0,0,0,252
4021,Adamant,25.117,Black Kyurem,116,252,4,0,124,12
4022,Adamant,18.370,Black Kyurem,148,236,124,0,0,0
4023,Adamant,7.281,Black Kyurem,4,252,0,0,0,252
4024,Adamant,6.009,Black Kyurem,180,252,0,0,76,0
4025,Lax,3.153,Black Kyurem,244,12,252,0,0,0
4026,Modest,2.229,Black Kyurem,220,0,100,60,124,4
4027,Adamant,2.142,Black Kyurem,220,252,0,0,0,36
4028,Brave,1.484,Black Kyurem,88,252,84,0,84,0
4029,Adamant,1.347,Black Kyurem,244,252,0,0,12,0
4030,Timid,1.321,Black Kyurem,4,0,0,252,0,252
4031,Naive,1.024,Black Kyurem,0,0,0,252,0,252
4032,Jolly,0.714,Black Kyurem,0,252,0,0,4,252
4033,Adamant,0.685,Black Kyurem,252,252,0,0,0,4
4034,Adamant,0.275,Black Kyurem,4,252,0,0,252,0
4035,Quiet,0.193,Black Kyurem,20,0,4,252,204,28
4036,Jolly,0.110,Black Kyurem,4,252,4,0,20,228
4037,Naughty,0.053,Black Kyurem,156,252,0,0,100,0
4038,Serious,0.046,Black Kyurem,248,0,0,112,88,60
4039,Jolly,0.034,Black Kyurem,132,120,0,0,0,252
4040,Modest,82.972,Mantine,4,0,0,252,0,252
4041,Modest,10.152,Mantine,68,0,0,252,0,188
4042,Timid,5.072,Mantine,4,0,0,252,0,252
4043,Bold,0.788,Mantine,244,0,172,4,4,84
4044,Careful,0.695,Mantine,252,4,0,0,252,0
4045,Bold,0.147,Mantine,188,0,156,0,0,164
4046,Timid,0.111,Mantine,252,0,0,0,4,252
4047,Bold,0.038,Mantine,252,0,84,0,172,0
4048,Mild,0.015,Mantine,4,0,0,252,0,252
4049,Modest,0.004,Mantine,4,0,0,0,252,252
4050,Bold,0.003,Mantine,252,0,148,4,52,52
4051,Calm,0.003,Mantine,252,0,0,60,196,0
4052,Bold,0.000,Mantine,252,0,164,68,4,20
4053,Bold,0.000,Mantine,244,0,20,4,4,236
4054,Bold,0.000,Mantine,180,0,188,28,108,0
4055,Calm,0.000,Mantine,4,0,0,0,252,252
4056,Impish,0.000,Mantine,244,12,252,0,0,0
4057,Bold,0.000,Mantine,252,0,76,4,4,172
4058,Bold,0.000,Mantine,252,0,252,0,0,4
4059,Timid,0.000,Mantine,0,0,4,252,0,252
4060,Adamant,81.703,Machamp,252,252,0,0,4,0
4061,Adamant,8.430,Machamp,4,252,0,0,0,252
4062,Brave,3.239,Machamp,252,236,0,0,20,0
4063,Careful,2.101,Machamp,252,0,4,0,252,0
4064,Adamant,1.663,Machamp,252,252,0,0,0,4
4065,Adamant,0.643,Machamp,0,252,4,0,0,252
4066,Brave,0.540,Machamp,252,252,0,0,4,0
4067,Adamant,0.499,Machamp,140,252,76,0,36,4
4068,Relaxed,0.367,Machamp,252,0,252,0,0,0
4069,Adamant,0.298,Machamp,248,252,0,0,8,0
4070,Brave,0.181,Machamp,252,252,4,0,0,0
4071,Careful,0.123,Machamp,4,0,252,0,252,0
4072,Adamant,0.088,Machamp,0,252,252,0,0,0
4073,Adamant,0.051,Machamp,100,156,0,0,0,252
4074,Impish,0.050,Machamp,128,80,148,0,152,0
4075,Impish,0.011,Machamp,4,0,252,0,252,0
4076,Adamant,0.005,Machamp,252,0,4,0,0,252
4077,Hardy,0.003,Machamp,0,252,0,0,0,252
4078,Adamant,0.003,Machamp,124,252,0,0,4,124
4079,Adamant,0.001,Machamp,252,4,252,0,0,0
4080,Relaxed,27.442,Goodra,252,0,252,0,4,0
4081,Modest,25.438,Goodra,252,0,0,252,4,0
4082,Adamant,10.415,Goodra,220,132,76,0,4,76
4083,Relaxed,6.667,Goodra,252,4,252,0,0,0
4084,Relaxed,6.165,Goodra,252,252,4,0,0,0
4085,Hasty,5.375,Goodra,0,4,0,252,0,252
4086,Modest,5.238,Goodra,244,0,100,156,4,4
4087,Adamant,4.252,Goodra,252,252,0,0,4,0
4088,Impish,2.144,Goodra,252,252,4,0,0,0
4089,Jolly,2.099,Goodra,0,252,0,0,4,252
4090,Adamant,0.856,Goodra,252,252,0,0,0,4
4091,Modest,0.843,Goodra,252,0,4,252,0,0
4092,Adamant,0.748,Goodra,252,248,0,0,8,0
4093,Relaxed,0.603,Goodra,220,0,172,0,116,0
4094,Serious,0.549,Goodra,252,252,0,0,0,4
4095,Relaxed,0.393,Goodra,0,128,252,128,0,0
4096,Timid,0.296,Goodra,0,0,0,252,4,252
4097,Modest,0.148,Goodra,172,0,0,252,0,84
4098,Gentle,0.067,Goodra,88,8,60,100,0,252
4099,Adamant,0.065,Goodra,252,104,148,0,0,0
4100,Jolly,51.824,Silvally,0,252,0,0,4,252
4101,Hasty,38.335,Silvally,0,252,0,0,0,252
4102,Jolly,9.394,Silvally,4,252,0,0,0,252
4103,Gentle,0.190,Silvally,252,4,0,0,252,0
4104,Adamant,0.131,Silvally,0,252,0,0,4,252
4105,Jolly,0.084,Silvally,0,252,4,0,0,252
4106,Adamant,0.033,Silvally,0,252,0,4,0,252
4107,Adamant,0.008,Silvally,4,252,0,0,0,252
4108,Impish,0.000,Silvally,0,252,252,0,4,0
4109,Jolly,0.000,Silvally,96,252,0,0,0,160
4110,Timid,0.000,Silvally,4,0,0,252,0,252
4111,Hasty,0.000,Silvally,0,252,0,4,0,252
4112,Modest,0.000,Silvally,244,0,4,252,4,4
4113,Hardy,0.000,Silvally,252,252,4,0,0,0
4114,Adamant,0.000,Silvally,0,252,100,0,156,0
4115,Adamant,0.000,Silvally,252,252,0,0,4,0
4116,Careful,0.000,Silvally,180,0,0,0,252,76
4117,Hasty,0.000,Silvally,0,252,0,84,0,172
4118,Modest,0.000,Silvally,0,0,0,252,0,252
4119,Jolly,0.000,Silvally,0,252,0,4,0,252
4120,Jolly,39.005,Accelgor,252,0,4,0,0,252
4121,Bold,15.954,Accelgor,252,0,252,0,4,0
